|AUX_PER|AUX_LOC|TONELADAS DE RESIDUOS|TONELADAS APROVECHADAS|Tasa_de_aprovechamiento|AÑO
9732|2021-05|CUNDINAMARCA-CAJICA|2023.46|192.51999999999998|0.08687804041552721|2021
6104|2019-07|LA GUAJIRA-RIOHACHA|3784.69|192.358|0.04836703001824469|2019
10669|2021-11|ANTIOQUIA-RIONEGRO|2955.0|192.35|0.061114906190922524|2021
10284|2021-08|SANTANDER-GIRON|3475.56|192.10999999999999|0.052379303481501875|2021
7828|2020-06|ANTIOQUIA-CAUCASIA|1534.0|192.07|0.11127590422172913|2020
9755|2021-05|LA GUAJIRA-MAICAO|2961.018|191.68|0.060798719065384636|2021
4555|2018-10|ANTIOQUIA-SABANETA|2219.942|191.3041|0.07933827243930017|2018
4806|2018-11|META-ACACIAS|1374.41|191.227|0.12214006184064377|2018
10266|2021-08|NARINO-PASTO|9347.49|190.95000000000002|0.020018996817089588|2021
3783|2018-05|BOYACA-DUITAMA|2243.21|190.3065|0.07820226408984693|2018
6250|2019-08|CUNDINAMARCA-FUNZA|1826.166|190.18|0.09431912975253255|2019
8782|2020-11|SANTANDER-SAN GIL|1087.21|189.7|0.14856176237949423|2020
4318|2018-08|META-ACACIAS|1374.41|189.662|0.1212616810479313|2018
9878|2021-06|CALDAS-MANIZALES|11503.83|189.56|0.01621086784927211|2021
9321|2021-03|ANTIOQUIA-CAUCASIA|1728.33|189.52|0.0988189900148604|2021
5521|2019-04|ANTIOQUIA-BELLO|8968.355|189.37480000000002|0.020679229911325845|2019
5778|2019-05|LA GUAJIRA-RIOHACHA|3877.872|189.2771|0.0465380283206239|2019
10236|2021-08|CUNDINAMARCA-FUNZA|2158.78|189.25|0.08059948126727512|2021
2850|2017-11|CALDAS-MANIZALES|11140.26|188.90354|0.016674094193541846|2017
7838|2020-06|ANTIOQUIA-LA CEJA|1255.76|188.37|0.130438395435314|2020
3071|2017-12|SANTANDER-FLORIDABLANCA|5916.44|188.255|0.030837740460416124|2017
9756|2021-05|LA GUAJIRA-RIOHACHA|4669.798|187.59|0.03861952143827094|2021
10869|2021-12|CALDAS-MANIZALES|11275.71|187.58999999999997|0.016364397686530054|2021
1386|2017-01|SANTANDER-BUCARAMANGA|30292.45|187.527|0.0061524652725295685|2017
5950|2019-06|NARINO-PASTO|10090.83|187.3869|0.018231459972400468|2019
9711|2021-05|CALDAS-MANIZALES|11503.83|187.27|0.016018167666002343|2021
7981|2020-06|VALLE DEL CAUCA-GUADALAJARA DE BUGA|2585.14|187.24|0.06753763914037758|2020
4160|2018-07|NARINO-PASTO|9620.68|186.84265|0.019050952688852568|2018
8644|2020-10|VALLE DEL CAUCA-TULUA|3910.72|186.72|0.045569916826115824|2020
2650|2017-10|ANTIOQUIA-EL CARMEN DE VIBORAL|499.14|186.658|0.27217635513664373|2017
4516|2018-09|TOLIMA-IBAGUE|12822.993|186.161|0.014310000481199623|2018
6983|2019-12|VALLE DEL CAUCA-GUADALAJARA DE BUGA|2578.33|186.02|0.067292491905873|2019
4474|2018-09|LA GUAJIRA-RIOHACHA|3841.793|186.0068|0.046180746123479124|2018
9399|2021-03|CUNDINAMARCA-FACATATIVA|2846.33|185.89000000000001|0.0613049185085515|2021
9075|2021-01|CUNDINAMARCA-VILLA DE SAN DIEGO DE UBATE|676.53|185.57999999999998|0.2152625535024533|2021
2192|2017-07|ANTIOQUIA-ITAGUI|9175.11|185.46699999999998|0.019813629010262932|2017
8866|2020-12|BOYACA-PUERTO BOYACA|751.4|185.38|0.19789064668331946|2020
8852|2020-12|ATLANTICO-PUERTO COLOMBIA|1873.0|185.07|0.08992405506129528|2020
8128|2020-07|SUCRE-SINCELEJO|6278.678|185.02|0.02862448090860681|2020
1735|2017-04|ANTIOQUIA-LA CEJA|1053.23|184.961|0.14938002295284009|2017
3216|2018-01|QUINDIO-ARMENIA|6621.18|184.804|0.027153164039174938|2018
8898|2020-12|CUNDINAMARCA-GIRARDOT|2752.23|184.76999999999998|0.0629111338100102|2020
4267|2018-08|CALDAS-MANIZALES|10991.79|184.178|0.01647982528224848|2018
8151|2020-07|VALLE DEL CAUCA-TULUA|3910.72|183.85|0.044900929767960986|2020
8392|2020-09|CORDOBA-CERETE|1339.592|183.47|0.12046128128730149|2020
2295|2017-07|SANTANDER-BARRANCABERMEJA|3948.7|183.219|0.0443423503703727|2017
1434|2017-02|ANTIOQUIA-LA CEJA|604.15|183.218|0.23269678219079262|2017
5115|2019-01|CUNDINAMARCA-MOSQUERA|2642.65|183.143|0.06481118751444284|2019
8961|2020-12|TOLIMA-MELGAR|1035.1|183.13|0.15032465133841721|2020
6132|2019-07|SANTANDER-FLORIDABLANCA|4199.1|183.071|0.04177632502246033|2019
5750|2019-05|CORDOBA-CERETE|1466.112|182.601|0.11075366058252709|2019
7555|2020-04|CESAR-VALLEDUPAR|12251.822|182.33|0.014663645739572751|2020
7148|2020-01|VALLE DEL CAUCA-GUADALAJARA DE BUGA|5170.28|182.24|0.03404751406813987|2020
9065|2021-01|CUNDINAMARCA-FUSAGASUGA|3998.21|182.06|0.043552210742368314|2021
8281|2020-08|RISARALDA-PEREIRA|13091.902|181.56|0.013678420897276083|2020
8916|2020-12|LA GUAJIRA-MAICAO|2840.405|181.19|0.05996501847534166|2020
10118|2021-07|SANTANDER-GIRON|3475.56|181.09|0.04952347093651293|2021
6998|2020-01|ANTIOQUIA-CAUCASIA|3068.0|180.89|0.05567747753848237|2020
3406|2018-02|VALLE DEL CAUCA-CALI|54987.219999999994|180.7825|0.0032769448195990062|2018
5617|2019-04|LA GUAJIRA-RIOHACHA|3877.872|180.732|0.044530582436719625|2019
10896|2021-12|CUNDINAMARCA-MOSQUERA|3336.2099999999996|180.66|0.05136954166631125|2021
5321|2019-02|SANTANDER-FLORIDABLANCA|4343.072|180.211|0.039840752833727185|2019
8047|2020-07|CALDAS-MANIZALES|10599.44|180.18|0.01671487492137942|2020
8980|2021-01|ANTIOQUIA-APARTADO|3024.45|180.04|0.05618366729183115|2021
9620|2021-04|SANTANDER-PIEDECUESTA|3199.358|179.82000000000002|0.05321412485521627|2021
10335|2021-09|ANTIOQUIA-LA ESTRELLA|1903.6989999999998|179.70000000000002|0.08625328129657354|2021
6730|2019-11|CESAR-VALLEDUPAR|11073.69|179.26000000000002|0.015930045010419492|2019
2758|2017-10|SANTANDER-BARRANCABERMEJA|3949.7|178.6793|0.04328073731015947|2017
8600|2020-10|NORTE DE SANTANDER-VILLA DEL ROSARIO|2190.62|178.66|0.07540687466234469|2020
9673|2021-05|ANTIOQUIA-SABANETA|2302.283|178.53|0.0719643116994308|2021
9787|2021-05|SANTANDER-PIEDECUESTA|3199.358|178.38|0.0528104903340638|2021
801|2016-09|SANTANDER-BARRANCABERMEJA|3972.7400000000002|177.768|0.04283041979439625|2016
3116|2018-01|ANTIOQUIA-EL CARMEN DE VIBORAL|521.68|177.36|0.2537193865873198|2018
8831|2020-12|ANTIOQUIA-MARINILLA|1019.97|177.2|0.148015737113359|2020
10817|2021-12|ANTIOQUIA-CAUCASIA|1807.32|177.16|0.0892727565911473|2021
10314|2021-08|VALLE DEL CAUCA-TULUA|3980.34|176.67|0.0424992963692654|2021
10102|2021-07|NORTE DE SANTANDER-LOS PATIOS|2499.59|176.44|0.06593349102962223|2021
7711|2020-05|CALDAS-MANIZALES|11407.08|176.4|0.01522858415605673|2020
8997|2021-01|ANTIOQUIA-MARINILLA|1082.28|176.38|0.14013315748494432|2021
5940|2019-06|LA GUAJIRA-RIOHACHA|3877.872|176.23160000000001|0.04346993007282794|2019
9138|2021-01|VALLE DEL CAUCA-JAMUNDI|4994.118|175.93|0.034028697605902304|2021
10071|2021-07|CUNDINAMARCA-FUSAGASUGA|4145.31|175.78|0.04067955076149768|2021
6169|2019-08|ANTIOQUIA-APARTADO|2947.67|175.68|0.05624729857364689|2019
4166|2018-07|QUINDIO-ARMENIA|6426.17|175.401|0.026569584724605706|2018
843|2016-10|ANTIOQUIA-EL CARMEN DE VIBORAL|518.21|175.126|0.2525846054438252|2016
9954|2021-06|SANTANDER-PIEDECUESTA|3199.358|174.87|0.05182518786519465|2021
1285|2017-01|ANTIOQUIA-LA CEJA|604.15|174.766|0.2243707922292006|2017
9333|2021-03|ANTIOQUIA-MARINILLA|1082.28|174.75|0.13901816185771224|2021
5706|2019-05|ARAUCA-ARAUCA|2014.36|174.65|0.07978492560563909|2019
1139|2016-12|ANTIOQUIA-LA CEJA|604.15|174.159|0.22376588218817975|2016
10777|2021-11|SANTANDER-GIRON|3475.56|173.98|0.04767176137266614|2021
4636|2018-10|LA GUAJIRA-RIOHACHA|3841.793|173.293|0.04316047028631516|2018
7670|2020-05|ANTIOQUIA-LA CEJA|1255.76|172.87|0.12100403883440779|2020
10501|2021-10|ANTIOQUIA-LA ESTRELLA|1903.6989999999998|172.74|0.08319050066002422|2021
7953|2020-06|SANTANDER-GIRON|1816.77|172.47|0.08670145382156|2020
7599|2020-04|NARINO-PASTO|10328.5|172.26|0.016404526910433148|2020
7952|2020-06|SANTANDER-FLORIDABLANCA|835.08|172.26|0.17100482458752753|2020
10134|2021-07|TOLIMA-MELGAR|1208.55|172.14000000000001|0.12467679203876324|2021
9233|2021-02|CUNDINAMARCA-FUSAGASUGA|3998.21|172.02|0.04124952340758183|2021
7163|2020-02|ANTIOQUIA-CAUCASIA|3068.0|171.92|0.05306303859354551|2020
7281|2020-02|RISARALDA-PEREIRA|27070.594|171.63|0.006300146419763672|2020
3754|2018-05|ANTIOQUIA-SABANETA|2166.238|171.5088|0.07336500257427367|2018
8668|2020-11|ANTIOQUIA-SABANETA|2119.44|171.5|0.07486010109387413|2020
5733|2019-05|CALDAS-MANIZALES|11599.92|171.451|0.014565083370492699|2019
3796|2018-05|CASANARE-YOPAL|3951.644|171.416|0.041574946762841195|2018
523|2016-07|SANTANDER-BUCARAMANGA|28815.98|171.20749999999998|0.005906316368223029|2016
8171|2020-08|ANTIOQUIA-LA CEJA|1249.71|171.15|0.1204552172627845|2020
3430|2018-03|ANTIOQUIA-EL CARMEN DE VIBORAL|475.15|171.0115|0.26465751983056873|2018
2254|2017-07|CUNDINAMARCA-CHIA|2748.565|170.74450000000002|0.058487974639208344|2017
3282|2018-02|ANTIOQUIA-SABANETA|2166.238|170.738|0.07305937245397472|2018
3997|2018-06|META-ACACIAS|1374.41|170.55200000000002|0.1103923591648209|2018
2655|2017-10|ANTIOQUIA-LA CEJA|1034.86|170.42000000000002|0.1413945307314483|2017
9840|2021-06|ANTIOQUIA-SABANETA|2302.283|170.35000000000002|0.06889417070790531|2021
8931|2020-12|NORTE DE SANTANDER-VILLA DEL ROSARIO|2190.62|169.83|0.07194814548073461|2020
3400|2018-02|TOLIMA-IBAGUE|12761.472|169.7617|0.013128035881062145|2018
7892|2020-06|CORDOBA-CERETE|1347.654|169.75|0.11186869152842618|2020
9052|2021-01|CORDOBA-CERETE|1540.7379999999998|169.62|0.09917222008491791|2021
6004|2019-07|ANTIOQUIA-APARTADO|2947.67|169.4|0.05434590817658891|2019
8337|2020-09|ANTIOQUIA-LA CEJA|1249.71|169.29|0.11930232558139535|2020
10614|2021-10|SANTANDER-FLORIDABLANCA|4279.99|169.18|0.03802506984448785|2021
1821|2017-04|META-VILLAVICENCIO|11921.95|169.178|0.013991912086283429|2017
4584|2018-10|BOYACA-DUITAMA|2211.6|169.1325|0.07104221074816258|2018
10066|2021-07|CUNDINAMARCA-CAJICA|1962.05|168.64|0.07914806940474681|2021
9095|2021-01|NARINO-PASTO|9047.06|168.29000000000002|0.018261921685014677|2021
8156|2020-08|ANTIOQUIA-APARTADO|2767.14|168.24|0.0573145555260307|2020
9032|2021-01|BOYACA-PUERTO BOYACA|901.64|168.21|0.1572276487358041|2021
5589|2019-04|CORDOBA-CERETE|1466.112|168.18|0.10290694686139319|2019
8924|2020-12|META-PUERTO LOPEZ|470.03|168.06|0.2633797740130703|2020
4479|2018-09|MAGDALENA-SANTA MARTA|14450.947|168.01463|0.011492925027945368|2018
9228|2021-02|CUNDINAMARCA-CAJICA|2023.46|167.68|0.07652637439871483|2021
9438|2021-03|QUINDIO-ARMENIA|7379.2|167.22999999999996|0.022160147248434025|2021
8502|2020-10|ANTIOQUIA-MARINILLA|1019.97|167.01|0.140701612495577|2020
4748|2018-11|BOYACA-DUITAMA|2211.6|166.861|0.07015502881905569|2018
10100|2021-07|NARINO-PASTO|9719.91|166.83999999999997|0.01687511062786052|2021
6959|2019-12|SANTANDER-SAN GIL|1071.1|166.81|0.13475131471593252|2019
7540|2020-04|BOYACA-TUNJA|4301.43|166.8|0.03733021800578753|2020
8718|2020-11|CORDOBA-CERETE|1339.592|166.72|0.11068092134962743|2020
9084|2021-01|LA GUAJIRA-MAICAO|2961.018|166.64|0.05327948260327695|2021
8686|2020-11|ATLANTICO-PUERTO COLOMBIA|1873.0|166.57999999999998|0.08167367791408034|2020
4301|2018-08|CUNDINAMARCA-MOSQUERA|3046.36|166.098|0.051704333566384375|2018
3633|2018-04|CALDAS-MANIZALES|11211.3|166.039|0.014593834287613298|2018
8884|2020-12|CORDOBA-CERETE|1339.592|165.91|0.11020244410170162|2020
6547|2019-10|BOYACA-TUNJA|4137.05|165.55|0.038476734997443404|2019
7323|2020-03|ANTIOQUIA-APARTADO|2909.99|165.45999999999998|0.05380025687297794|2020
7422|2020-03|LA GUAJIRA-RIOHACHA|4076.68|165.35|0.038978979403728874|2020
9332|2021-03|ANTIOQUIA-LA ESTRELLA|1931.3049999999998|165.27|0.07882856563681243|2021
7589|2020-04|LA GUAJIRA-RIOHACHA|4076.68|165.16|0.03893593346283688|2020
7286|2020-02|SANTANDER-GIRON|5975.98|165.11|0.02688610653809015|2020
9955|2021-06|SANTANDER-SAN GIL|1195.43|164.94|0.12124642560479869|2021
6497|2019-10|ANTIOQUIA-APARTADO|2947.67|164.87|0.05296960039067771|2019
7374|2020-03|BOYACA-TUNJA|4301.43|164.87|0.03691422430199494|2020
4625|2018-10|CUNDINAMARCA-MOSQUERA|3056.78|164.71699999999998|0.051130576871560016|2018
9252|2021-02|LA GUAJIRA-MAICAO|2961.018|164.58999999999997|0.05265855475158752|2021
8454|2020-09|SANTANDER-SAN GIL|1087.21|164.48|0.13140633863017198|2020
8970|2020-12|VALLE DEL CAUCA-JAMUNDI|4811.139999999999|164.37|0.03303580939441384|2020
2447|2017-08|SANTANDER-BARRANCABERMEJA|3949.7|164.21599999999998|0.03991719811488615|2017
2960|2017-12|ANTIOQUIA-EL CARMEN DE VIBORAL|489.96|164.05599999999998|0.250844016048537|2017
383|2016-06|SANTANDER-BUCARAMANGA|28915.190000000002|163.94225|0.0056377971870188795|2016
7948|2020-06|RISARALDA-PEREIRA|13535.297|163.86|0.011961319955673184|2020
4763|2018-11|CAUCA-POPAYAN|6921.11|163.832|0.02312397193936097|2018
3272|2018-02|ANTIOQUIA-EL CARMEN DE VIBORAL|475.16|163.7425|0.25628714866509367|2018
9165|2021-02|ANTIOQUIA-MARINILLA|1082.28|163.67|0.13136161162165413|2021
9420|2021-03|LA GUAJIRA-MAICAO|2961.018|163.4|0.05229773993108477|2021
8649|2020-11|ANTIOQUIA-APARTADO|2767.14|163.21|0.05569641851655946|2020
9938|2021-06|NORTE DE SANTANDER-VILLA DEL ROSARIO|2405.43|163.1|0.06349935566257743|2021
3390|2018-02|SANTANDER-SAN GIL|1182.23|163.054|0.12120414722839191|2018
10237|2021-08|CUNDINAMARCA-FUSAGASUGA|4145.31|163.05|0.03784502687797677|2021
4926|2018-12|CAUCA-POPAYAN|6921.11|163.015|0.023011310500591107|2018
4591|2018-10|CALDAS-MANIZALES|10991.79|162.902|0.014603899417393144|2018
4995|2018-12|SANTANDER-SAN GIL|1167.1|162.817|0.12242643713855829|2018
3664|2018-04|CUNDINAMARCA-MOSQUERA|2808.9|162.59|0.05471665729987312|2018
8795|2020-11|TOLIMA-MELGAR|1035.1|162.53000000000003|0.13570969331095584|2020
8339|2020-09|ANTIOQUIA-MARINILLA|1019.97|162.34|0.13730747435105853|2020
6832|2019-12|ANTIOQUIA-CAUCASIA|1447.68|162.27|0.1007919500605609|2019
2962|2017-12|ANTIOQUIA-ENVIGADO|5220.32|162.073|0.030111699387242813|2017
8700|2020-11|BOYACA-PUERTO BOYACA|751.4|162.02|0.177377329158547|2020
2811|2017-11|ANTIOQUIA-LA CEJA|1034.86|161.75|0.13517353189426798|2017
7116|2020-01|RISARALDA-PEREIRA|27070.594|161.71|0.005938168140308657|2020
3557|2018-03|TOLIMA-IBAGUE|12761.472|161.6297|0.012507036139783689|2018
10776|2021-11|SANTANDER-FLORIDABLANCA|4279.99|161.62|0.036387706259667106|2021
9505|2021-04|ANTIOQUIA-SABANETA|2302.283|161.58|0.06557994498882447|2021
9936|2021-06|NORTE DE SANTANDER-LOS PATIOS|2566.45|161.48|0.059195067322108705|2021
1886|2017-05|ANTIOQUIA-ITAGUI|8750.285|160.953|0.01806180016738415|2017
2807|2017-11|ANTIOQUIA-ENVIGADO|5220.32|160.631|0.029851786422139877|2017
3075|2017-12|SANTANDER-SAN GIL|1151.16|160.26600000000002|0.12220742916489379|2017
9670|2021-05|ANTIOQUIA-MARINILLA|1082.28|159.7|0.1285850013687821|2021
1730|2017-04|ANTIOQUIA-EL SANTUARIO|446.337|159.57347000000001|0.2633614665876297|2017
2651|2017-10|ANTIOQUIA-ENVIGADO|5220.32|159.511|0.029649816137347063|2017
7289|2020-02|SANTANDER-SAN GIL|2502.16|159.38|0.05988262434530384|2020
8763|2020-11|NORTE DE SANTANDER-LOS PATIOS|2440.67|159.06|0.06118327672489066|2020
8060|2020-07|CORDOBA-CERETE|1339.592|158.82|0.10599221042009807|2020
8006|2020-07|ANTIOQUIA-LA CEJA|1249.71|158.78|0.11273065481473067|2020
2405|2017-08|CUNDINAMARCA-CHIA|2748.565|158.3865|0.05448542915146675|2017
3365|2018-02|MAGDALENA-SANTA MARTA|16358.472|158.37644999999998|0.009588781448194493|2018
8900|2020-12|CUNDINAMARCA-MADRID|2283.02|158.25|0.06482281763180639|2020
9570|2021-04|CUNDINAMARCA-FUSAGASUGA|3998.22|158.23|0.03806854407005979|2021
8453|2020-09|SANTANDER-PIEDECUESTA|2870.6100000000006|158.23|0.0522411220137082|2020
10336|2021-09|ANTIOQUIA-MARINILLA|1123.12|157.9|0.12326115127008166|2021
2694|2017-10|CALDAS-MANIZALES|11140.26|157.702|0.013958446664982587|2017
3207|2018-01|MAGDALENA-SANTA MARTA|16358.472|157.47680000000003|0.0095348321738561|2018
3203|2018-01|LA GUAJIRA-RIOHACHA|4036.693|157.26440000000002|0.03749785345936037|2018
6382|2019-09|BOYACA-TUNJA|4137.05|157.2|0.03660709087733597|2019
5303|2019-02|NARINO-PASTO|10090.83|156.68220000000002|0.015289779308581846|2019
10937|2021-12|SANTANDER-FLORIDABLANCA|4279.99|156.67|0.03531260001893316|2021
1584|2017-03|ANTIOQUIA-LA CEJA|1053.23|156.56400000000002|0.1294137679638021|2017
2970|2017-12|ANTIOQUIA-SABANETA|2189.645|156.5111|0.06670958509538218|2017
8996|2021-01|ANTIOQUIA-LA ESTRELLA|1931.3049999999998|156.42|0.07492366092277479|2021
1048|2016-11|CORDOBA-MONTERIA|8698.58|156.336|0.017655277588178142|2016
6299|2019-08|SANTANDER-SAN GIL|1071.1|156.32|0.12735656906356424|2019
8872|2020-12|CALDAS-MANIZALES|10599.44|156.31|0.014532691816005392|2020
10502|2021-10|ANTIOQUIA-MARINILLA|1123.12|156.07|0.12200689498823475|2021
7689|2020-05|ATLANTICO-MALAMBO|3120.342|155.97|0.047605356266436166|2020
7124|2020-01|SANTANDER-SAN GIL|2142.2|155.91|0.06784270552758571|2020
4321|2018-08|NARINO-PASTO|10026.68|155.82670000000002|0.015303373186093755|2018
9837|2021-06|ANTIOQUIA-MARINILLA|1082.28|155.82|0.12585413133026413|2021
10451|2021-09|SANTANDER-PIEDECUESTA|2963.4|155.67999999999998|0.04991215358374905|2021
6206|2019-08|ATLANTICO-SOLEDAD|11771.39|155.61|0.013046868449735894|2019
9260|2021-02|META-PUERTO LOPEZ|374.68|155.45|0.2932299624620376|2021
8173|2020-08|ANTIOQUIA-MARINILLA|1019.97|155.29000000000002|0.13213246430577066|2020
5096|2019-01|CESAR-VALLEDUPAR|12626.952|155.1583|0.012138707643604047|2019
6491|2019-09|VALLE DEL CAUCA-PALMIRA|6321.85|154.69|0.02388466681283525|2019
8834|2020-12|ANTIOQUIA-SABANETA|2119.44|154.48|0.0679355474247115|2020
3050|2017-12|MAGDALENA-SANTA MARTA|14442.858|154.3225|0.010572075888216905|2017
7785|2020-05|SANTANDER-GIRON|1799.42|154.23000000000002|0.07894453970772657|2020
207|2016-05|CORDOBA-MONTERIA|9114.54|153.329|0.01654414839053077|2016
8123|2020-07|SANTANDER-SAN GIL|1251.08|153.31|0.10916483313039826|2020
9597|2021-04|META-PUERTO LOPEZ|458.24|153.31|0.2506908674679094|2021
9502|2021-04|ANTIOQUIA-MARINILLA|1082.28|153.23000000000002|0.1240216590719622|2021
10599|2021-10|NORTE DE SANTANDER-CUCUTA|20191.91|153.09|0.007524698943229295|2021
7285|2020-02|SANTANDER-FLORIDABLANCA|8550.359999999999|152.98|0.01757716003281499|2020
4979|2018-12|QUINDIO-ARMENIA|6426.17|152.792|0.023224332349084855|2018
10169|2021-08|ANTIOQUIA-LA ESTRELLA|1903.6989999999998|152.68|0.07424701380436195|2021
8732|2020-11|CUNDINAMARCA-GIRARDOT|2752.23|152.48000000000002|0.052494052762582157|2020
6074|2019-07|CORDOBA-CERETE|1278.898|152.327|0.1064312040384985|2019
8616|2020-10|SANTANDER-PIEDECUESTA|2870.6100000000006|152.24|0.05036306796566154|2020
10190|2021-08|ATLANTICO-PUERTO COLOMBIA|2060.0|152.04000000000002|0.06873293430498545|2021
3954|2018-06|CASANARE-YOPAL|3951.644|151.768|0.036985805958553525|2018
4652|2018-10|QUINDIO-ARMENIA|6426.17|151.754|0.02307019661522389|2018
5143|2019-01|QUINDIO-ARMENIA|6655.19|151.538|0.022262972752841018|2019
7007|2020-01|ANTIOQUIA-LA CEJA|2511.52|151.36|0.056840713813615336|2020
5868|2019-06|ARAUCA-ARAUCA|2014.36|151.257|0.06984476017689187|2019
7617|2020-04|SANTANDER-FLORIDABLANCA|4275.18|151.23000000000002|0.03416538458931731|2020
7956|2020-06|SANTANDER-SAN GIL|1251.08|151.14|0.10778622470083155|2020
6629|2019-10|SANTANDER-SAN GIL|1071.1|151.01|0.12356498187560858|2019
8505|2020-10|ANTIOQUIA-SABANETA|2119.44|150.98|0.06649870948987412|2020
8665|2020-11|ANTIOQUIA-MARINILLA|1019.97|150.92000000000002|0.1288934058707479|2020
6920|2019-12|CUNDINAMARCA-TOCANCIPA|861.11|150.81|0.14903352043639811|2019
9931|2021-06|META-PUERTO LOPEZ|443.37|150.68|0.2536486827708106|2021
7661|2020-05|ANTIOQUIA-CAUCASIA|1534.0|150.64|0.08941969797701586|2020
7784|2020-05|SANTANDER-FLORIDABLANCA|4289.52|150.59|0.033915826409706064|2020
2701|2017-10|CAUCA-POPAYAN|6155.75|150.3777|0.02384628208528032|2017
6956|2019-12|SANTANDER-GIRON|3270.92|150.22|0.043909340161466644|2019
3005|2017-12|CALDAS-MANIZALES|11140.0|150.164|0.013300426813994905|2017
8555|2020-10|CORDOBA-CERETE|1339.592|150.14|0.10078322812425321|2020
7963|2020-06|TOLIMA-ESPINAL|1599.24|149.93|0.08571493908539479|2020
3161|2018-01|CALDAS-MANIZALES|11211.3|149.882|0.013192465361438626|2018
2966|2017-12|ANTIOQUIA-LA CEJA|1034.86|149.789|0.1264416717525613|2017
10069|2021-07|CUNDINAMARCA-FACATATIVA|2693.139|149.66|0.05264529782091523|2021
1429|2017-02|ANTIOQUIA-EL SANTUARIO|446.337|149.61981|0.2510581429550239|2017
9606|2021-04|QUINDIO-ARMENIA|7379.2|149.27|0.019827401849246928|2021
5969|2019-06|SANTANDER-GIRON|3406.45|149.106|0.04193605725799285|2019
2603|2017-09|SANTANDER-BARRANCABERMEJA|3949.7|149.0172|0.036357033854397175|2017
8430|2020-09|META-PUERTO LOPEZ|430.66|148.65|0.2565983670228375|2020
9063|2021-01|CUNDINAMARCA-FACATATIVA|2952.6000000000004|148.65|0.047932285368802896|2021
2919|2017-11|SANTANDER-SAN GIL|1151.16|148.207|0.11406092351121737|2017
7450|2020-03|SANTANDER-FLORIDABLANCA|4275.18|147.70000000000002|0.033394530260825527|2020
3587|2018-04|ANTIOQUIA-EL CARMEN DE VIBORAL|442.49|147.49450000000002|0.2499972456903529|2018
7780|2020-05|RISARALDA-PEREIRA|13535.297|147.41|0.010773452943193184|2020
9323|2021-03|ANTIOQUIA-COPACABANA|1525.5819999999999|147.23|0.08801347670867976|2021
7732|2020-05|CUNDINAMARCA-CAJICA|1874.97|147.22|0.07280225893709295|2020
5288|2019-02|GUAVIARE-SAN JOSE DEL GUAVIARE|901.73|147.195|0.14032938484639035|2019
10850|2021-12|ATLANTICO-SABANALARGA|2028.0|147.06|0.06761192794681527|2021
5418|2019-03|CAUCA-POPAYAN|7233.2|147.0103|0.019919527225396274|2019
3228|2018-01|SANTANDER-FLORIDABLANCA|6261.06|146.76600000000002|0.022904179982415257|2018
6712|2019-11|BOYACA-TUNJA|4137.05|146.72|0.034250204842930405|2019
4463|2018-09|CUNDINAMARCA-MOSQUERA|2960.68|146.538|0.04716051464686418|2018
7478|2020-03|VALLE DEL CAUCA-GUADALAJARA DE BUGA|2585.14|146.4|0.053596139906426414|2020
9764|2021-05|META-PUERTO LOPEZ|474.97|146.23000000000002|0.23539922730199614|2021
344|2016-06|CORDOBA-MONTERIA|9114.54|146.104|0.015776872537158326|2016
7900|2020-06|CUNDINAMARCA-CAJICA|1874.97|146.04|0.07226089925334363|2020
10543|2021-10|CALDAS-MANIZALES|11275.71|145.95999999999998|0.012779217049695885|2021
5761|2019-05|CUNDINAMARCA-FUNZA|3686.566|145.927|0.03807626002187088|2019
1599|2017-03|ATLANTICO-BARRANQUILLA|34243.0|145.91899999999998|0.00424319822324162|2017
8467|2020-09|TOLIMA-MELGAR|1035.1|145.86999999999998|0.12351710881732814|2020
7451|2020-03|SANTANDER-GIRON|2988.3799999999997|145.62|0.04646458200382898|2020
8624|2020-10|TOLIMA-ESPINAL|1677.57|145.57999999999998|0.07985080766804706|2020
9429|2021-03|META-PUERTO LOPEZ|418.38|145.44|0.25795466638288816|2021
10398|2021-09|CUNDINAMARCA-CAJICA|1962.05|145.37|0.06898007990813412|2021
9466|2021-03|TOLIMA-MELGAR|1236.67|145.32|0.10515271456378121|2021
3386|2018-02|SANTANDER-FLORIDABLANCA|6261.04|145.029|0.02263931281414546|2018
6626|2019-10|SANTANDER-GIRON|3270.92|144.43|0.04228849166264073|2019
7391|2020-03|CORDOBA-CERETE|1347.654|144.35000000000002|0.09674907037782743|2020
4816|2018-11|QUINDIO-ARMENIA|6426.17|144.311|0.021963536611703163|2018
8099|2020-07|META-PUERTO LOPEZ|419.74|144.17000000000002|0.2556613644021209|2020
7618|2020-04|SANTANDER-GIRON|1816.77|144.16000000000003|0.07351613775096512|2020
8264|2020-08|META-PUERTO LOPEZ|388.24|143.72|0.2701706895255282|2020
1237|2016-12|SANTANDER-BARRANCABERMEJA|3972.7400000000002|143.71699999999998|0.03491279029514944|2016
9827|2021-06|ANTIOQUIA-COPACABANA|1525.5819999999999|143.62|0.08604111425699228|2021
8729|2020-11|CUNDINAMARCA-FACATATIVA|2660.56|143.44|0.05115549215406562|2020
4284|2018-08|CORDOBA-CERETE|1369.762|143.412|0.09477561734473366|2018
9722|2021-05|CESAR-VALLEDUPAR|13092.293|143.18|0.010817898234539861|2021
