|AÑO|REGION|AUX_LOC|Departamento|Municipio|Total population|TONELADAS DE RESIDUOS|TONELADAS APROVECHADAS|Tasa de aprovechamiento|Ton_percapita_apro|kg_percapita_apro|Ton_percapita_disp|kg_percapita_disp
421|2019|CARIBE|VALLE DEL CAUCA-CANDELARIA|VALLE DEL CAUCA|CANDELARIA|69410|57167.759999999995|708.9179999999999|1.2248767975245571|0.010213485088603947|10.213485088603946|0.8236242616337702|823.6242616337702
422|2019|CARIBE|VALLE DEL CAUCA-CANDELARIA|VALLE DEL CAUCA|CANDELARIA|93183|57167.759999999995|708.9179999999999|1.2248767975245571|0.007607803998583432|7.607803998583432|0.6134998873185022|613.4998873185023
423|2020|CARIBE|VALLE DEL CAUCA-CANDELARIA|VALLE DEL CAUCA|CANDELARIA|23940|92803.92000000006|1792.0200000000004|1.8943941991590754|0.07485463659147872|74.85463659147871|3.876521303258148|3876.521303258148
424|2020|CARIBE|VALLE DEL CAUCA-CANDELARIA|VALLE DEL CAUCA|CANDELARIA|70271|92803.92000000006|1792.0200000000004|1.8943941991590754|0.025501558253048916|25.501558253048916|1.3206574547110481|1320.657454711048
425|2020|CARIBE|VALLE DEL CAUCA-CANDELARIA|VALLE DEL CAUCA|CANDELARIA|94211|92803.92000000006|1792.0200000000004|1.8943941991590754|0.019021345702731108|19.021345702731107|0.985064589060726|985.064589060726
426|2021|CARIBE|VALLE DEL CAUCA-CANDELARIA|VALLE DEL CAUCA|CANDELARIA|24674|85915.26000000005|2077.11|2.3605569437440983|0.08418213504093378|84.18213504093377|3.4820158871686817|3482.0158871686817
427|2021|CARIBE|VALLE DEL CAUCA-CANDELARIA|VALLE DEL CAUCA|CANDELARIA|70062|85915.26000000005|2077.11|2.3605569437440983|0.029646741457566156|29.646741457566154|1.2262747280979711|1226.274728097971
428|2021|CARIBE|VALLE DEL CAUCA-CANDELARIA|VALLE DEL CAUCA|CANDELARIA|94736|85915.26000000005|2077.11|2.3605569437440983|0.0219252448910657|21.9252448910657|0.906891361256545|906.891361256545
429|2019|CARIBE|VALLE DEL CAUCA-LA UNION|VALLE DEL CAUCA|LA UNION|27329|8948.7|3.522|0.03934218789480421|0.00012887408979472354|0.12887408979472353|0.32744337516923416|327.4433751692342
430|2019|CARIBE|VALLE DEL CAUCA-LA UNION|VALLE DEL CAUCA|LA UNION|6915|8948.7|3.522|0.03934218789480421|0.0005093275488069414|0.5093275488069413|1.2940997830802603|1294.0997830802603
431|2019|CARIBE|VALLE DEL CAUCA-LA UNION|VALLE DEL CAUCA|LA UNION|34244|8948.7|3.522|0.03934218789480421|0.00010285013433010161|0.10285013433010161|0.26132169139119266|261.32169139119264
432|2020|CARIBE|VALLE DEL CAUCA-LA UNION|VALLE DEL CAUCA|LA UNION|27603|24135.839999999986|2.550000000000001|0.01056408484575816|9.238126290620589e-05|0.0923812629062059|0.8743919139223992|874.3919139223992
433|2020|CARIBE|VALLE DEL CAUCA-LA UNION|VALLE DEL CAUCA|LA UNION|6890|24135.839999999986|2.550000000000001|0.01056408484575816|0.00037010159651669104|0.37010159651669106|3.5030246734397656|3503.0246734397656
434|2020|CARIBE|VALLE DEL CAUCA-LA UNION|VALLE DEL CAUCA|LA UNION|34493|24135.839999999986|2.550000000000001|0.01056408484575816|7.392804337111882e-05|0.07392804337111882|0.699731539732699|699.7315397326989
435|2021|CARIBE|VALLE DEL CAUCA-LA UNION|VALLE DEL CAUCA|LA UNION|27817|11338.740000000002|3.719999999999999|0.03279711808549467|0.00013373117158572092|0.13373117158572093|0.4076190818564188|407.6190818564188
436|2021|CARIBE|VALLE DEL CAUCA-LA UNION|VALLE DEL CAUCA|LA UNION|6868|11338.740000000002|3.719999999999999|0.03279711808549467|0.0005416423995340709|0.5416423995340709|1.650952242283052|1650.952242283052
437|2021|CARIBE|VALLE DEL CAUCA-LA UNION|VALLE DEL CAUCA|LA UNION|34685|11338.740000000002|3.719999999999999|0.03279711808549467|0.00010725097304310218|0.10725097304310217|0.3269061553985873|326.9061553985873
438|2017|CENTRO ORIENTE|ANTIOQUIA-BARBOSA|ANTIOQUIA|BARBOSA|21686|5909.939999999999|464.57640000000004|7.288025802239682|0.021422871898920965|21.422871898920967|0.2725232869132158|272.5232869132158
439|2017|CENTRO ORIENTE|ANTIOQUIA-BARBOSA|ANTIOQUIA|BARBOSA|29363|5909.939999999999|464.57640000000004|7.288025802239682|0.01582183019446242|15.82183019446242|0.2012716684262507|201.2716684262507
440|2017|CENTRO ORIENTE|ANTIOQUIA-BARBOSA|ANTIOQUIA|BARBOSA|51049|5909.939999999999|464.57640000000004|7.288025802239682|0.009100597465180514|9.100597465180513|0.11576994652196906|115.76994652196906
441|2018|CENTRO ORIENTE|ANTIOQUIA-BARBOSA|ANTIOQUIA|BARBOSA|22174|24540.540000000008|1485.2234999999991|5.7067432430944764|0.06698040497880396|66.98040497880396|1.1067258951925683|1106.7258951925683
442|2018|CENTRO ORIENTE|ANTIOQUIA-BARBOSA|ANTIOQUIA|BARBOSA|29795|24540.540000000008|1485.2234999999991|5.7067432430944764|0.0498480785366672|49.8480785366672|0.8236462493707001|823.6462493707
443|2018|CENTRO ORIENTE|ANTIOQUIA-BARBOSA|ANTIOQUIA|BARBOSA|51969|24540.540000000008|1485.2234999999991|5.7067432430944764|0.028579027882006565|28.579027882006564|0.472214974311609|472.214974311609
444|2019|CENTRO ORIENTE|ANTIOQUIA-BARBOSA|ANTIOQUIA|BARBOSA|23078|24625.050000000014|1504.1618699999995|5.756629313902068|0.06517730609238233|65.17730609238232|1.067035705000434|1067.035705000434
445|2019|CENTRO ORIENTE|ANTIOQUIA-BARBOSA|ANTIOQUIA|BARBOSA|30164|24625.050000000014|1504.1618699999995|5.756629313902068|0.04986612750298367|49.86612750298367|0.8163721654952929|816.3721654952928
446|2019|CENTRO ORIENTE|ANTIOQUIA-BARBOSA|ANTIOQUIA|BARBOSA|53242|24625.050000000014|1504.1618699999995|5.756629313902068|0.028251415611735085|28.251415611735084|0.4625117388527857|462.5117388527857
447|2020|CENTRO ORIENTE|ANTIOQUIA-BARBOSA|ANTIOQUIA|BARBOSA|23921|196277.72999999998|1379.6100000000004|0.6979806568276192|0.05767359224112706|57.67359224112706|8.20524769031395|8205.24769031395
448|2020|CENTRO ORIENTE|ANTIOQUIA-BARBOSA|ANTIOQUIA|BARBOSA|30426|196277.72999999998|1379.6100000000004|0.6979806568276192|0.045343127588246906|45.34312758824691|6.450986984815618|6450.986984815618
449|2020|CENTRO ORIENTE|ANTIOQUIA-BARBOSA|ANTIOQUIA|BARBOSA|54347|196277.72999999998|1379.6100000000004|0.6979806568276192|0.025385209855189807|25.385209855189807|3.611565127789942|3611.565127789942
450|2021|CENTRO ORIENTE|ANTIOQUIA-BARBOSA|ANTIOQUIA|BARBOSA|25119|17123.76|1162.4399999999998|6.356924894182499|0.04627731995700465|46.27731995700465|0.6817054819061268|681.7054819061268
451|2021|CENTRO ORIENTE|ANTIOQUIA-BARBOSA|ANTIOQUIA|BARBOSA|30082|17123.76|1162.4399999999998|6.356924894182499|0.038642377501495906|38.64237750149591|0.5692360880260621|569.236088026062
452|2021|CENTRO ORIENTE|ANTIOQUIA-BARBOSA|ANTIOQUIA|BARBOSA|55201|17123.76|1162.4399999999998|6.356924894182499|0.021058314160975342|21.058314160975343|0.3102074237785547|310.2074237785547
453|2016|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|60867|33280.70399999999|178.2540000000001|0.5327541879815868|0.002928581990241019|2.928581990241019|0.5467774656217653|546.7774656217654
454|2016|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|15899|33280.70399999999|178.2540000000001|0.5327541879815868|0.01121164853135418|11.21164853135418|2.09325768916284|2093.25768916284
455|2016|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|76766|33280.70399999999|178.2540000000001|0.5327541879815868|0.0023220436130578655|2.3220436130578657|0.43353442930464|433.53442930463996
456|2017|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|61793|43265.42999999998|1066.5329999999994|2.405787896195799|0.017259770524169396|17.259770524169397|0.7001671710387904|700.1671710387905
457|2017|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|16207|43265.42999999998|1066.5329999999994|2.405787896195799|0.06580693527488118|65.80693527488118|2.6695520454124746|2669.5520454124744
458|2017|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|78000|43265.42999999998|1066.5329999999994|2.405787896195799|0.013673499999999993|13.673499999999994|0.5546849999999998|554.6849999999997
459|2018|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|62987|44230.76999999999|2190.2000999999996|4.718126517567111|0.034772256179846625|34.77225617984662|0.7022206169527043|702.2206169527043
460|2018|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|16651|44230.76999999999|2190.2000999999996|4.718126517567111|0.1315356495105399|131.53564951053988|2.656343162572818|2656.343162572818
461|2018|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|79638|44230.76999999999|2190.2000999999996|4.718126517567111|0.02750194756272131|27.50194756272131|0.5553978000452044|555.3978000452045
462|2019|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|65271|44371.85400000003|2510.5236|5.354940872282037|0.038463078549432365|38.46307854943237|0.6798096244886708|679.8096244886708
463|2019|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|16387|44371.85400000003|2510.5236|5.354940872282037|0.15320214804418136|153.20214804418137|2.707747238664797|2707.7472386647974
464|2019|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|81658|44371.85400000003|2510.5236|5.354940872282037|0.030744367973744153|30.744367973744154|0.543386489994857|543.3864899948569
465|2020|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|67400|223204.74599999998|3350.4299999999985|1.4788582892495905|0.049709643916913925|49.709643916913926|3.3116431157270028|3311.6431157270026
466|2020|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|16023|223204.74599999998|3350.4299999999985|1.4788582892495905|0.20910129189290386|209.10129189290384|13.930271859202396|13930.271859202396
467|2020|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|83423|223204.74599999998|3350.4299999999985|1.4788582892495905|0.04016194574637688|40.16194574637688|2.675578030039677|2675.5780300396773
468|2021|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|68895|52286.16600000001|3449.4900000000016|6.189018390668983|0.050068800348356216|50.06880034835621|0.7589254082299153|758.9254082299153
469|2021|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|15839|52286.16600000001|3449.4900000000016|6.189018390668983|0.21778458235999756|217.78458235999756|3.3011027211313855|3301.1027211313854
470|2021|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|84734|52286.16600000001|3449.4900000000016|6.189018390668983|0.040709632496990604|40.7096324969906|0.6170624070621004|617.0624070621003
471|2016|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|78583|83058.67199999999|5471.3829749999995|6.180254803349059|0.06962552937658271|69.62552937658272|1.0569547103063002|1056.9547103063
472|2016|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|51170|83058.67199999999|5471.3829749999995|6.180254803349059|0.10692560044948211|106.92560044948212|1.6231907758452215|1623.1907758452214
473|2016|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|129753|83058.67199999999|5471.3829749999995|6.180254803349059|0.042167679938036114|42.167679938036116|0.6401291068414603|640.1291068414603
474|2017|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|80606|111573.58199999998|21666.171227999996|16.261041245644474|0.2687910481601865|268.7910481601865|1.3841845768305086|1384.1845768305086
475|2017|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|51695|111573.58199999998|21666.171227999996|16.261041245644474|0.419115412090144|419.11541209014405|2.1583050972047584|2158.3050972047586
476|2017|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|132301|111573.58199999998|21666.171227999996|16.261041245644474|0.1637642287511054|163.7642287511054|0.8433313580396217|843.3313580396217
477|2018|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|83007|113919.62400000007|17098.467689999994|13.050463084484868|0.20598826231522635|205.98826231522634|1.3724098449528361|1372.4098449528362
478|2018|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|52458|113919.62400000007|17098.467689999994|13.050463084484868|0.325945855541576|325.945855541576|2.171634907926342|2171.6349079263423
479|2018|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|135465|113919.62400000007|17098.467689999994|13.050463084484868|0.1262205565275163|126.2205565275163|0.84095245266305|840.9524526630499
480|2019|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|86786|114084.3659999999|22819.810080000003|16.668454340403212|0.2629434480215703|262.9434480215703|1.3145480377019325|1314.5480377019326
481|2019|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|52767|114084.3659999999|22819.810080000003|16.668454340403212|0.4324636625163455|432.4636625163455|2.162040025015633|2162.0400250156326
482|2019|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|139553|114084.3659999999|22819.810080000003|16.668454340403212|0.16352074179702336|163.52074179702336|0.8174984844467686|817.4984844467687
483|2020|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|90256|144277.19999999995|24571.799999999992|14.552529182879379|0.27224561248005663|272.24561248005665|1.5985330615139155|1598.5330615139155
484|2020|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|52739|144277.19999999995|24571.799999999992|14.552529182879379|0.46591327101386054|465.91327101386054|2.735683270445021|2735.6832704450208
485|2020|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|142995|144277.19999999995|24571.799999999992|14.552529182879379|0.17183677750970308|171.83677750970307|1.0089667470890586|1008.9667470890587
486|2021|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|93099|121252.86|24263.129999999994|16.673858316189165|0.26061644056327127|260.6164405632713|1.302407759481842|1302.407759481842
487|2021|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|52143|121252.86|24263.129999999994|16.673858316189165|0.4653190265232149|465.31902652321486|2.3253909441343996|2325.3909441343994
488|2021|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|145242|121252.86|24263.129999999994|16.673858316189165|0.16705312512909484|167.05312512909484|0.834833312678151|834.833312678151
489|2021|CENTRO ORIENTE|ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA-SAN ANDRES|ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA|SAN ANDRES|42404|65287.620000000024|189.3|0.28910950606717595|0.004464201490425432|4.464201490425432|1.5396571078200176|1539.6571078200177
490|2021|CENTRO ORIENTE|ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA-SAN ANDRES|ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA|SAN ANDRES|15912|65287.620000000024|189.3|0.28910950606717595|0.011896681749622927|11.896681749622926|4.103042986425341|4103.042986425341
491|2021|CENTRO ORIENTE|ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA-SAN ANDRES|ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA|SAN ANDRES|58316|65287.620000000024|189.3|0.28910950606717595|0.0032461074147746762|3.2461074147746762|1.119549008848344|1119.5490088483439
492|2016|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|7277543|4560999.822000002|235682.6478|4.913451104672076|0.03238491999291519|32.384919992915194|0.6267224833985868|626.7224833985869
493|2016|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|23375|4560999.822000002|235682.6478|4.913451104672076|10.082680119786097|10082.680119786097|195.12298703743323|195122.98703743322
494|2016|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|7300918|4560999.822000002|235682.6478|4.913451104672076|0.03228123474335693|32.28123474335693|0.6247159359959942|624.7159359959942
495|2017|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|7313244|6771770.183999999|1348468.7961299994|16.6062698330636|0.184387228995778|184.387228995778|0.9259598317791666|925.9598317791666
496|2017|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|24205|6771770.183999999|1348468.7961299994|16.6062698330636|55.71034067878535|55710.34067878535|279.76741103077876|279767.4110307788
497|2017|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|7337449|6771770.183999999|1348468.7961299994|16.6062698330636|0.18377896679486283|183.77896679486284|0.922905247314155|922.9052473141551
498|2018|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|7387400|7283366.550000003|2335222.79103|24.27822530138223|0.31610888689254674|316.10888689254676|0.9859174472750903|985.9174472750904
499|2018|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|25166|7283366.550000003|2335222.79103|24.27822530138223|92.79276766391162|92792.76766391163|289.41295994595896|289412.959945959
500|2018|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|7412566|7283366.550000003|2335222.79103|24.27822530138223|0.31503568278919875|315.03568278919875|0.9825702125282936|982.5702125282936
501|2019|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|7566185|6155717.448000004|3141843.9825810012|33.79212932379267|0.41524810490108305|415.248104901083|0.8135827300019763|813.5827300019763
502|2019|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|26686|6155717.448000004|3141843.9825810012|33.79212932379267|117.73379234733572|117733.79234733572|230.6721669789404|230672.1669789404
503|2019|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|7592871|6155717.448000004|3141843.9825810012|33.79212932379267|0.41378866868421726|413.78866868421727|0.810723301897267|810.723301897267
504|2020|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|7715778|7183683.299999997|4118954.19|36.44241614971941|0.5338352386499456|533.8352386499456|0.9310381014072718|931.0381014072718
505|2020|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|28177|7183683.299999997|4118954.19|36.44241614971941|146.18143130922383|146181.43130922382|254.94847925613078|254948.47925613078
506|2020|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|7743955|7183683.299999997|4118954.19|36.44241614971941|0.5318928364124017|531.8928364124017|0.9276504447662721|927.6504447662721
507|2021|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|7804660|6226124.73|3527074.4400000004|36.16325657379147|0.45191903811312734|451.9190381131273|0.7977445180187223|797.7445180187223
508|2021|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|29507|6226124.73|3527074.4400000004|36.16325657379147|119.53348154675163|119533.48154675163|211.00500660860138|211005.00660860137
509|2021|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|7834167|6226124.73|3527074.4400000004|36.16325657379147|0.4502169075537961|450.21690755379615|0.7947398530054313|794.7398530054313
510|2018|CENTRO ORIENTE|BOYACA-CHIQUINQUIRA|BOYACA|CHIQUINQUIRA|49016|11856.0|3.2484000000000006|0.02739128054691898|6.627223763669008e-05|0.06627223763669007|0.24188020238289537|241.88020238289536
511|2018|CENTRO ORIENTE|BOYACA-CHIQUINQUIRA|BOYACA|CHIQUINQUIRA|7038|11856.0|3.2484000000000006|0.02739128054691898|0.0004615515771526003|0.46155157715260026|1.6845694799658995|1684.5694799658995
512|2018|CENTRO ORIENTE|BOYACA-CHIQUINQUIRA|BOYACA|CHIQUINQUIRA|56054|11856.0|3.2484000000000006|0.02739128054691898|5.79512612837621e-05|0.057951261283762094|0.21151032932529346|211.51032932529347
513|2019|CENTRO ORIENTE|BOYACA-CHIQUINQUIRA|BOYACA|CHIQUINQUIRA|50054|35270.87999999998|35.78999999999999|0.10136894813359631|0.0007150277700083907|0.7150277700083907|0.7046565709034239|704.6565709034239
514|2019|CENTRO ORIENTE|BOYACA-CHIQUINQUIRA|BOYACA|CHIQUINQUIRA|7047|35270.87999999998|35.78999999999999|0.10136894813359631|0.005078756917837377|5.078756917837377|5.005091528309917|5005.091528309917
515|2019|CENTRO ORIENTE|BOYACA-CHIQUINQUIRA|BOYACA|CHIQUINQUIRA|57101|35270.87999999998|35.78999999999999|0.10136894813359631|0.0006267841193674365|0.6267841193674365|0.6176928600199644|617.6928600199644
516|2020|CENTRO ORIENTE|BOYACA-CHIQUINQUIRA|BOYACA|CHIQUINQUIRA|51008|36611.61|114.02999999999999|0.31049152581139494|0.002235531681304893|2.235531681304893|0.7177621157465496|717.7621157465496
517|2020|CENTRO ORIENTE|BOYACA-CHIQUINQUIRA|BOYACA|CHIQUINQUIRA|6927|36611.61|114.02999999999999|0.31049152581139494|0.016461671719359028|16.46167171935903|5.285348635773062|5285.348635773062
518|2020|CENTRO ORIENTE|BOYACA-CHIQUINQUIRA|BOYACA|CHIQUINQUIRA|57935|36611.61|114.02999999999999|0.31049152581139494|0.001968240269267282|1.968240269267282|0.6319428670061276|631.9428670061276
519|2021|CENTRO ORIENTE|BOYACA-CHIQUINQUIRA|BOYACA|CHIQUINQUIRA|51465|34047.9|1262.0700000000004|3.574259621291098|0.02452287962693093|24.52287962693093|0.6615738851646751|661.5738851646751
520|2021|CENTRO ORIENTE|BOYACA-CHIQUINQUIRA|BOYACA|CHIQUINQUIRA|6891|34047.9|1262.0700000000004|3.574259621291098|0.18314758380496304|183.14758380496303|4.94092294296909|4940.92294296909
521|2021|CENTRO ORIENTE|BOYACA-CHIQUINQUIRA|BOYACA|CHIQUINQUIRA|58356|34047.9|1262.0700000000004|3.574259621291098|0.021627082048118453|21.627082048118453|0.5834515731030229|583.4515731030228
522|2016|CENTRO ORIENTE|BOYACA-DUITAMA|BOYACA|DUITAMA|104226|17779.59|776.2440000000001|4.1832881238321065|0.007447700189971793|7.447700189971793|0.17058689770306834|170.58689770306833
523|2016|CENTRO ORIENTE|BOYACA-DUITAMA|BOYACA|DUITAMA|14626|17779.59|776.2440000000001|4.1832881238321065|0.053072883905374|53.072883905374|1.215615342540681|1215.615342540681
524|2016|CENTRO ORIENTE|BOYACA-DUITAMA|BOYACA|DUITAMA|118852|17779.59|776.2440000000001|4.1832881238321065|0.006531181637667016|6.531181637667016|0.14959436946790966|149.59436946790967
525|2017|CENTRO ORIENTE|BOYACA-DUITAMA|BOYACA|DUITAMA|105883|86382.14999999994|3156.978|3.5258082924372482|0.029815721126148675|29.815721126148674|0.8158264310606985|815.8264310606985
526|2017|CENTRO ORIENTE|BOYACA-DUITAMA|BOYACA|DUITAMA|14690|86382.14999999994|3156.978|3.5258082924372482|0.2149066031313819|214.9066031313819|5.880336963921031|5880.3369639210305
527|2017|CENTRO ORIENTE|BOYACA-DUITAMA|BOYACA|DUITAMA|120573|86382.14999999994|3156.978|3.5258082924372482|0.026183125575377574|26.183125575377574|0.7164302953397521|716.4302953397521
528|2018|CENTRO ORIENTE|BOYACA-DUITAMA|BOYACA|DUITAMA|107520|80186.54999999999|5054.1276|5.929243809765304|0.04700639508928571|47.00639508928571|0.7457826450892856|745.7826450892856
529|2018|CENTRO ORIENTE|BOYACA-DUITAMA|BOYACA|DUITAMA|14916|80186.54999999999|5054.1276|5.929243809765304|0.338839340305712|338.839340305712|5.3758748994368455|5375.874899436845
530|2018|CENTRO ORIENTE|BOYACA-DUITAMA|BOYACA|DUITAMA|122436|80186.54999999999|5054.1276|5.929243809765304|0.04127975105361168|41.27975105361168|0.6549262471822013|654.9262471822012
531|2019|CENTRO ORIENTE|BOYACA-DUITAMA|BOYACA|DUITAMA|110030|58161.81000000003|14810.834699999996|20.29642033790779|0.134607240752522|134.60724075252202|0.5285995637553397|528.5995637553397
532|2019|CENTRO ORIENTE|BOYACA-DUITAMA|BOYACA|DUITAMA|14750|58161.81000000003|14810.834699999996|20.29642033790779|1.0041243864406777|1004.1243864406777|3.9431735593220356|3943.1735593220355
533|2019|CENTRO ORIENTE|BOYACA-DUITAMA|BOYACA|DUITAMA|124780|58161.81000000003|14810.834699999996|20.29642033790779|0.11869558182401023|118.69558182401023|0.46611484212213516|466.11484212213514
534|2020|CENTRO ORIENTE|BOYACA-DUITAMA|BOYACA|DUITAMA|112308|94616.15999999999|26653.680000000004|21.978820125432673|0.23732663746126725|237.32663746126724|0.8424703493963029|842.4703493963029
535|2020|CENTRO ORIENTE|BOYACA-DUITAMA|BOYACA|DUITAMA|14362|94616.15999999999|26653.680000000004|21.978820125432673|1.8558473750174074|1855.8473750174073|6.587951538782899|6587.951538782899
536|2020|CENTRO ORIENTE|BOYACA-DUITAMA|BOYACA|DUITAMA|126670|94616.15999999999|26653.680000000004|21.978820125432673|0.2104182521512592|210.4182521512592|0.7469500276308517|746.9500276308518
537|2021|CENTRO ORIENTE|BOYACA-DUITAMA|BOYACA|DUITAMA|113306|88660.07999999996|19111.770000000004|17.73354544809244|0.16867394489259177|168.67394489259178|0.7824835401479177|782.4835401479177
538|2021|CENTRO ORIENTE|BOYACA-DUITAMA|BOYACA|DUITAMA|14286|88660.07999999996|19111.770000000004|17.73354544809244|1.3377971440571192|1337.7971440571193|6.20608147837043|6206.08147837043
539|2021|CENTRO ORIENTE|BOYACA-DUITAMA|BOYACA|DUITAMA|127592|88660.07999999996|19111.770000000004|17.73354544809244|0.14978815286224845|149.78815286224844|0.6948717787949085|694.8717787949084
540|2019|CENTRO ORIENTE|BOYACA-PUERTO BOYACA|BOYACA|PUERTO BOYACA|33792|11795.880000000001|187.17000000000004|1.5619562632218011|0.005538884943181819|5.538884943181819|0.34907315340909095|349.07315340909093
541|2019|CENTRO ORIENTE|BOYACA-PUERTO BOYACA|BOYACA|PUERTO BOYACA|13808|11795.880000000001|187.17000000000004|1.5619562632218011|0.013555185399768254|13.555185399768254|0.8542786790266513|854.2786790266514
