|AUX_PER|AUX_LOC|TONELADAS DE RESIDUOS|TONELADAS APROVECHADAS|AÑO|Total population_x|Departamento|Municipio|REGION|DP|DPNOM|DPMP|MPIO|ÁREA GEOGRÁFICA|Tasa_de_aprovechamiento|Ton_percapita_apro|kg_percapita_apro|Ton_percapita_disp|kg_percapita_disp
492|2019-01|ATLANTICO-BARRANQUILLA|33290.0|3070.2122000000004|2019|1243056|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Cabecera Municipal|8.44387866361242|0.002469890495681611|2.469890495681611|0.026780772547656744|2.469890495681611
493|2019-01|ATLANTICO-BARRANQUILLA|33290.0|3070.2122000000004|2019|1243056|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Centros Poblados y Rural Disperso|8.44387866361242|0.002469890495681611|2.469890495681611|0.026780772547656744|2.469890495681611
494|2019-01|ATLANTICO-BARRANQUILLA|33290.0|3070.2122000000004|2019|1243056|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Total|8.44387866361242|0.002469890495681611|2.469890495681611|0.026780772547656744|2.469890495681611
495|2020-09|CUNDINAMARCA-SOACHA|13105.85|3040.8600000000006|2020|753548|CUNDINAMARCA|SOACHA|CENTRO ORIENTE|25|CUNDINAMARCA|25754|SOACHA|Cabecera Municipal|18.83269099401674|0.004035389915440026|4.035389915440026|0.01739219001311131|4.035389915440026
496|2020-09|CUNDINAMARCA-SOACHA|13105.85|3040.8600000000006|2020|753548|CUNDINAMARCA|SOACHA|CENTRO ORIENTE|25|CUNDINAMARCA|25754|SOACHA|Centros Poblados y Rural Disperso|18.83269099401674|0.004035389915440026|4.035389915440026|0.01739219001311131|4.035389915440026
497|2020-09|CUNDINAMARCA-SOACHA|13105.85|3040.8600000000006|2020|753548|CUNDINAMARCA|SOACHA|CENTRO ORIENTE|25|CUNDINAMARCA|25754|SOACHA|Total|18.83269099401674|0.004035389915440026|4.035389915440026|0.01739219001311131|4.035389915440026
498|2019-12|META-VILLAVICENCIO|11766.77|3036.85|2019|538824|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Cabecera Municipal|20.514239084764398|0.005636070405178685|5.6360704051786845|0.021837872849019346|5.6360704051786845
499|2019-12|META-VILLAVICENCIO|11766.77|3036.85|2019|538824|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Centros Poblados y Rural Disperso|20.514239084764398|0.005636070405178685|5.6360704051786845|0.021837872849019346|5.6360704051786845
500|2019-12|META-VILLAVICENCIO|11766.77|3036.85|2019|538824|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Total|20.514239084764398|0.005636070405178685|5.6360704051786845|0.021837872849019346|5.6360704051786845
501|2020-10|CUNDINAMARCA-SOACHA|13105.85|2955.140000000001|2020|753548|CUNDINAMARCA|SOACHA|CENTRO ORIENTE|25|CUNDINAMARCA|25754|SOACHA|Cabecera Municipal|18.39948844996479|0.003921634720017836|3.9216347200178365|0.01739219001311131|3.9216347200178365
502|2020-10|CUNDINAMARCA-SOACHA|13105.85|2955.140000000001|2020|753548|CUNDINAMARCA|SOACHA|CENTRO ORIENTE|25|CUNDINAMARCA|25754|SOACHA|Centros Poblados y Rural Disperso|18.39948844996479|0.003921634720017836|3.9216347200178365|0.01739219001311131|3.9216347200178365
503|2020-10|CUNDINAMARCA-SOACHA|13105.85|2955.140000000001|2020|753548|CUNDINAMARCA|SOACHA|CENTRO ORIENTE|25|CUNDINAMARCA|25754|SOACHA|Total|18.39948844996479|0.003921634720017836|3.9216347200178365|0.01739219001311131|3.9216347200178365
504|2020-01|META-VILLAVICENCIO|24781.54|2939.01|2020|545302|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Cabecera Municipal|10.60227881481428|0.005389692317284735|5.389692317284735|0.04544553293404389|5.389692317284735
505|2020-01|META-VILLAVICENCIO|24781.54|2939.01|2020|545302|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Centros Poblados y Rural Disperso|10.60227881481428|0.005389692317284735|5.389692317284735|0.04544553293404389|5.389692317284735
506|2020-01|META-VILLAVICENCIO|24781.54|2939.01|2020|545302|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Total|10.60227881481428|0.005389692317284735|5.389692317284735|0.04544553293404389|5.389692317284735
507|2020-02|META-VILLAVICENCIO|24781.54|2927.5400000000004|2020|545302|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Cabecera Municipal|10.56527318842776|0.005368658101382354|5.368658101382354|0.04544553293404389|5.368658101382354
508|2020-02|META-VILLAVICENCIO|24781.54|2927.5400000000004|2020|545302|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Centros Poblados y Rural Disperso|10.56527318842776|0.005368658101382354|5.368658101382354|0.04544553293404389|5.368658101382354
509|2020-02|META-VILLAVICENCIO|24781.54|2927.5400000000004|2020|545302|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Total|10.56527318842776|0.005368658101382354|5.368658101382354|0.04544553293404389|5.368658101382354
510|2019-10|VALLE DEL CAUCA-CALI|55275.01|2919.7199999999984|2019|2241491|VALLE DEL CAUCA|CALI|PACIFICO|76|VALLE DEL CAUCA|76001|CALI|Cabecera Municipal|5.01715533348122|0.0013025793991588628|1.3025793991588628|0.02465992948443692|1.3025793991588628
511|2019-10|VALLE DEL CAUCA-CALI|55275.01|2919.7199999999984|2019|2241491|VALLE DEL CAUCA|CALI|PACIFICO|76|VALLE DEL CAUCA|76001|CALI|Centros Poblados y Rural Disperso|5.01715533348122|0.0013025793991588628|1.3025793991588628|0.02465992948443692|1.3025793991588628
512|2019-10|VALLE DEL CAUCA-CALI|55275.01|2919.7199999999984|2019|2241491|VALLE DEL CAUCA|CALI|PACIFICO|76|VALLE DEL CAUCA|76001|CALI|Total|5.01715533348122|0.0013025793991588628|1.3025793991588628|0.02465992948443692|1.3025793991588628
513|2019-04|ATLANTICO-BARRANQUILLA|33290.0|2917.3705|2019|1243056|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Cabecera Municipal|8.05739400490295|0.00234693408824703|2.34693408824703|0.026780772547656744|2.34693408824703
514|2019-04|ATLANTICO-BARRANQUILLA|33290.0|2917.3705|2019|1243056|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Centros Poblados y Rural Disperso|8.05739400490295|0.00234693408824703|2.34693408824703|0.026780772547656744|2.34693408824703
515|2019-04|ATLANTICO-BARRANQUILLA|33290.0|2917.3705|2019|1243056|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Total|8.05739400490295|0.00234693408824703|2.34693408824703|0.026780772547656744|2.34693408824703
516|2019-03|ATLANTICO-BARRANQUILLA|33290.0|2905.578|2019|1243056|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Cabecera Municipal|8.02743915292635|0.002337447387728308|2.337447387728308|0.026780772547656744|2.337447387728308
517|2019-03|ATLANTICO-BARRANQUILLA|33290.0|2905.578|2019|1243056|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Centros Poblados y Rural Disperso|8.02743915292635|0.002337447387728308|2.337447387728308|0.026780772547656744|2.337447387728308
518|2019-03|ATLANTICO-BARRANQUILLA|33290.0|2905.578|2019|1243056|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Total|8.02743915292635|0.002337447387728308|2.337447387728308|0.026780772547656744|2.337447387728308
519|2019-03|ANTIOQUIA-MEDELLIN|55723.66|2885.89899|2019|2483545|ANTIOQUIA|MEDELLIN|EJE CAFETERO|5|ANTIOQUIA|5001|MEDELLIN|Cabecera Municipal|4.92393909753252|0.001162007932209805|1.1620079322098051|0.02243714529030076|1.1620079322098051
520|2019-03|ANTIOQUIA-MEDELLIN|55723.66|2885.89899|2019|2483545|ANTIOQUIA|MEDELLIN|EJE CAFETERO|5|ANTIOQUIA|5001|MEDELLIN|Centros Poblados y Rural Disperso|4.92393909753252|0.001162007932209805|1.1620079322098051|0.02243714529030076|1.1620079322098051
521|2019-03|ANTIOQUIA-MEDELLIN|55723.66|2885.89899|2019|2483545|ANTIOQUIA|MEDELLIN|EJE CAFETERO|5|ANTIOQUIA|5001|MEDELLIN|Total|4.92393909753252|0.001162007932209805|1.1620079322098051|0.02243714529030076|1.1620079322098051
522|2020-08|META-VILLAVICENCIO|11752.32|2870.99|2020|545302|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Cabecera Municipal|19.6329695534048|0.0052649540988296386|5.264954098829638|0.021551947361278703|5.264954098829638
523|2020-08|META-VILLAVICENCIO|11752.32|2870.99|2020|545302|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Centros Poblados y Rural Disperso|19.6329695534048|0.0052649540988296386|5.264954098829638|0.021551947361278703|5.264954098829638
524|2020-08|META-VILLAVICENCIO|11752.32|2870.99|2020|545302|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Total|19.6329695534048|0.0052649540988296386|5.264954098829638|0.021551947361278703|5.264954098829638
525|2019-02|ANTIOQUIA-MEDELLIN|55724.66|2865.0806300000004|2019|2483545|ANTIOQUIA|MEDELLIN|EJE CAFETERO|5|ANTIOQUIA|5001|MEDELLIN|Cabecera Municipal|4.89007221945778|0.001153625414478095|1.153625414478095|0.022437547940544665|1.153625414478095
526|2019-02|ANTIOQUIA-MEDELLIN|55724.66|2865.0806300000004|2019|2483545|ANTIOQUIA|MEDELLIN|EJE CAFETERO|5|ANTIOQUIA|5001|MEDELLIN|Centros Poblados y Rural Disperso|4.89007221945778|0.001153625414478095|1.153625414478095|0.022437547940544665|1.153625414478095
527|2019-02|ANTIOQUIA-MEDELLIN|55724.66|2865.0806300000004|2019|2483545|ANTIOQUIA|MEDELLIN|EJE CAFETERO|5|ANTIOQUIA|5001|MEDELLIN|Total|4.89007221945778|0.001153625414478095|1.153625414478095|0.022437547940544665|1.153625414478095
528|2021-07|ANTIOQUIA-MEDELLIN|55152.9|2850.84|2021|2573220|ANTIOQUIA|MEDELLIN|EJE CAFETERO|5|ANTIOQUIA|5001|MEDELLIN|Cabecera Municipal|4.9149244514233|0.0011078881712407024|1.1078881712407025|0.021433418052090376|1.1078881712407025
529|2021-07|ANTIOQUIA-MEDELLIN|55152.9|2850.84|2021|2573220|ANTIOQUIA|MEDELLIN|EJE CAFETERO|5|ANTIOQUIA|5001|MEDELLIN|Centros Poblados y Rural Disperso|4.9149244514233|0.0011078881712407024|1.1078881712407025|0.021433418052090376|1.1078881712407025
530|2021-07|ANTIOQUIA-MEDELLIN|55152.9|2850.84|2021|2573220|ANTIOQUIA|MEDELLIN|EJE CAFETERO|5|ANTIOQUIA|5001|MEDELLIN|Total|4.9149244514233|0.0011078881712407024|1.1078881712407025|0.021433418052090376|1.1078881712407025
531|2019-01|ANTIOQUIA-MEDELLIN|52571.52|2818.6997|2019|2483545|ANTIOQUIA|MEDELLIN|EJE CAFETERO|5|ANTIOQUIA|5001|MEDELLIN|Cabecera Municipal|5.0888039716513305|0.0011349501217010362|1.1349501217010363|0.021167935350476837|1.1349501217010363
532|2019-01|ANTIOQUIA-MEDELLIN|52571.52|2818.6997|2019|2483545|ANTIOQUIA|MEDELLIN|EJE CAFETERO|5|ANTIOQUIA|5001|MEDELLIN|Centros Poblados y Rural Disperso|5.0888039716513305|0.0011349501217010362|1.1349501217010363|0.021167935350476837|1.1349501217010363
533|2019-01|ANTIOQUIA-MEDELLIN|52571.52|2818.6997|2019|2483545|ANTIOQUIA|MEDELLIN|EJE CAFETERO|5|ANTIOQUIA|5001|MEDELLIN|Total|5.0888039716513305|0.0011349501217010362|1.1349501217010363|0.021167935350476837|1.1349501217010363
534|2021-07|META-VILLAVICENCIO|12480.71|2813.03|2021|549922|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Cabecera Municipal|18.39334263561431|0.005115325446154183|5.115325446154182|0.022695418623004716|5.115325446154182
535|2021-07|META-VILLAVICENCIO|12480.71|2813.03|2021|549922|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Centros Poblados y Rural Disperso|18.39334263561431|0.005115325446154183|5.115325446154182|0.022695418623004716|5.115325446154182
536|2021-07|META-VILLAVICENCIO|12480.71|2813.03|2021|549922|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Total|18.39334263561431|0.005115325446154183|5.115325446154182|0.022695418623004716|5.115325446154182
537|2020-03|VALLE DEL CAUCA-CALI|137229.72|2792.609999999999|2020|2252616|VALLE DEL CAUCA|CALI|PACIFICO|76|VALLE DEL CAUCA|76001|CALI|Cabecera Municipal|1.99440332124169|0.001239718620483917|1.239718620483917|0.06092015683099117|1.239718620483917
538|2020-03|VALLE DEL CAUCA-CALI|137229.72|2792.609999999999|2020|2252616|VALLE DEL CAUCA|CALI|PACIFICO|76|VALLE DEL CAUCA|76001|CALI|Centros Poblados y Rural Disperso|1.99440332124169|0.001239718620483917|1.239718620483917|0.06092015683099117|1.239718620483917
539|2020-03|VALLE DEL CAUCA-CALI|137229.72|2792.609999999999|2020|2252616|VALLE DEL CAUCA|CALI|PACIFICO|76|VALLE DEL CAUCA|76001|CALI|Total|1.99440332124169|0.001239718620483917|1.239718620483917|0.06092015683099117|1.239718620483917
540|2020-08|CUNDINAMARCA-SOACHA|13105.85|2783.93|2020|753548|CUNDINAMARCA|SOACHA|CENTRO ORIENTE|25|CUNDINAMARCA|25754|SOACHA|Cabecera Municipal|17.52025515771772|0.003694429551932989|3.694429551932989|0.01739219001311131|3.694429551932989
541|2020-08|CUNDINAMARCA-SOACHA|13105.85|2783.93|2020|753548|CUNDINAMARCA|SOACHA|CENTRO ORIENTE|25|CUNDINAMARCA|25754|SOACHA|Centros Poblados y Rural Disperso|17.52025515771772|0.003694429551932989|3.694429551932989|0.01739219001311131|3.694429551932989
542|2020-08|CUNDINAMARCA-SOACHA|13105.85|2783.93|2020|753548|CUNDINAMARCA|SOACHA|CENTRO ORIENTE|25|CUNDINAMARCA|25754|SOACHA|Total|17.52025515771772|0.003694429551932989|3.694429551932989|0.01739219001311131|3.694429551932989
543|2020-07|META-VILLAVICENCIO|11752.32|2777.84|2020|545302|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Cabecera Municipal|19.11775231656086|0.0050941313253940025|5.094131325394002|0.021551947361278703|5.094131325394002
544|2020-07|META-VILLAVICENCIO|11752.32|2777.84|2020|545302|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Centros Poblados y Rural Disperso|19.11775231656086|0.0050941313253940025|5.094131325394002|0.021551947361278703|5.094131325394002
545|2020-07|META-VILLAVICENCIO|11752.32|2777.84|2020|545302|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Total|19.11775231656086|0.0050941313253940025|5.094131325394002|0.021551947361278703|5.094131325394002
546|2021-12|ATLANTICO-BARRANQUILLA|41017.66|2767.57|2021|1297082|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Cabecera Municipal|6.3207844289044495|0.0021336893118553803|2.13368931185538|0.03162302768830344|2.13368931185538
547|2021-12|ATLANTICO-BARRANQUILLA|41017.66|2767.57|2021|1297082|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Centros Poblados y Rural Disperso|6.3207844289044495|0.0021336893118553803|2.13368931185538|0.03162302768830344|2.13368931185538
548|2021-12|ATLANTICO-BARRANQUILLA|41017.66|2767.57|2021|1297082|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Total|6.3207844289044495|0.0021336893118553803|2.13368931185538|0.03162302768830344|2.13368931185538
549|2018-12|META-VILLAVICENCIO|11600.5|2766.761|2018|531275|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Cabecera Municipal|19.25740055811612|0.005207775634087808|5.207775634087808|0.02183520775492918|5.207775634087808
550|2018-12|META-VILLAVICENCIO|11600.5|2766.761|2018|531275|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Centros Poblados y Rural Disperso|19.25740055811612|0.005207775634087808|5.207775634087808|0.02183520775492918|5.207775634087808
551|2018-12|META-VILLAVICENCIO|11600.5|2766.761|2018|531275|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Total|19.25740055811612|0.005207775634087808|5.207775634087808|0.02183520775492918|5.207775634087808
552|2020-01|CUNDINAMARCA-SOACHA|25726.02|2742.84|2020|753548|CUNDINAMARCA|SOACHA|CENTRO ORIENTE|25|CUNDINAMARCA|25754|SOACHA|Cabecera Municipal|9.63452698843578|0.0036399008424148165|3.6399008424148165|0.034139855722528624|3.6399008424148165
553|2020-01|CUNDINAMARCA-SOACHA|25726.02|2742.84|2020|753548|CUNDINAMARCA|SOACHA|CENTRO ORIENTE|25|CUNDINAMARCA|25754|SOACHA|Centros Poblados y Rural Disperso|9.63452698843578|0.0036399008424148165|3.6399008424148165|0.034139855722528624|3.6399008424148165
554|2020-01|CUNDINAMARCA-SOACHA|25726.02|2742.84|2020|753548|CUNDINAMARCA|SOACHA|CENTRO ORIENTE|25|CUNDINAMARCA|25754|SOACHA|Total|9.63452698843578|0.0036399008424148165|3.6399008424148165|0.034139855722528624|3.6399008424148165
555|2019-05|META-VILLAVICENCIO|12234.13|2739.43849|2019|538824|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Cabecera Municipal|18.29516118238291|0.005084106294448651|5.084106294448651|0.022705243270529894|5.084106294448651
556|2019-05|META-VILLAVICENCIO|12234.13|2739.43849|2019|538824|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Centros Poblados y Rural Disperso|18.29516118238291|0.005084106294448651|5.084106294448651|0.022705243270529894|5.084106294448651
557|2019-05|META-VILLAVICENCIO|12234.13|2739.43849|2019|538824|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Total|18.29516118238291|0.005084106294448651|5.084106294448651|0.022705243270529894|5.084106294448651
558|2020-06|META-VILLAVICENCIO|12390.77|2735.649999999999|2020|545302|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Cabecera Municipal|18.085244228310458|0.005016761354258739|5.0167613542587395|0.022722766467021944|5.0167613542587395
559|2020-06|META-VILLAVICENCIO|12390.77|2735.649999999999|2020|545302|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Centros Poblados y Rural Disperso|18.085244228310458|0.005016761354258739|5.0167613542587395|0.022722766467021944|5.0167613542587395
560|2020-06|META-VILLAVICENCIO|12390.77|2735.649999999999|2020|545302|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Total|18.085244228310458|0.005016761354258739|5.0167613542587395|0.022722766467021944|5.0167613542587395
561|2019-11|META-VILLAVICENCIO|11766.77|2726.93|2019|538824|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Cabecera Municipal|18.814588407376988|0.005060891868216708|5.060891868216708|0.021837872849019346|5.060891868216708
562|2019-11|META-VILLAVICENCIO|11766.77|2726.93|2019|538824|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Centros Poblados y Rural Disperso|18.814588407376988|0.005060891868216708|5.060891868216708|0.021837872849019346|5.060891868216708
563|2019-11|META-VILLAVICENCIO|11766.77|2726.93|2019|538824|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Total|18.814588407376988|0.005060891868216708|5.060891868216708|0.021837872849019346|5.060891868216708
564|2021-10|ANTIOQUIA-MEDELLIN|55153.3|2702.47|2021|2573220|ANTIOQUIA|MEDELLIN|EJE CAFETERO|5|ANTIOQUIA|5001|MEDELLIN|Cabecera Municipal|4.67104663890913|0.0010502288960912785|1.0502288960912785|0.02143357349935101|1.0502288960912785
565|2021-10|ANTIOQUIA-MEDELLIN|55153.3|2702.47|2021|2573220|ANTIOQUIA|MEDELLIN|EJE CAFETERO|5|ANTIOQUIA|5001|MEDELLIN|Centros Poblados y Rural Disperso|4.67104663890913|0.0010502288960912785|1.0502288960912785|0.02143357349935101|1.0502288960912785
566|2021-10|ANTIOQUIA-MEDELLIN|55153.3|2702.47|2021|2573220|ANTIOQUIA|MEDELLIN|EJE CAFETERO|5|ANTIOQUIA|5001|MEDELLIN|Total|4.67104663890913|0.0010502288960912785|1.0502288960912785|0.02143357349935101|1.0502288960912785
567|2020-03|META-VILLAVICENCIO|12390.77|2679.75|2020|545302|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Cabecera Municipal|17.78140369409947|0.004914249351735369|4.914249351735369|0.022722766467021944|4.914249351735369
568|2020-03|META-VILLAVICENCIO|12390.77|2679.75|2020|545302|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Centros Poblados y Rural Disperso|17.78140369409947|0.004914249351735369|4.914249351735369|0.022722766467021944|4.914249351735369
569|2020-03|META-VILLAVICENCIO|12390.77|2679.75|2020|545302|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Total|17.78140369409947|0.004914249351735369|4.914249351735369|0.022722766467021944|4.914249351735369
570|2019-09|VALLE DEL CAUCA-CALI|55275.01|2678.28|2019|2241491|VALLE DEL CAUCA|CALI|PACIFICO|76|VALLE DEL CAUCA|76001|CALI|Cabecera Municipal|4.62144599555952|0.00119486538201581|1.1948653820158102|0.02465992948443692|1.1948653820158102
571|2019-09|VALLE DEL CAUCA-CALI|55275.01|2678.28|2019|2241491|VALLE DEL CAUCA|CALI|PACIFICO|76|VALLE DEL CAUCA|76001|CALI|Centros Poblados y Rural Disperso|4.62144599555952|0.00119486538201581|1.1948653820158102|0.02465992948443692|1.1948653820158102
572|2019-09|VALLE DEL CAUCA-CALI|55275.01|2678.28|2019|2241491|VALLE DEL CAUCA|CALI|PACIFICO|76|VALLE DEL CAUCA|76001|CALI|Total|4.62144599555952|0.00119486538201581|1.1948653820158102|0.02465992948443692|1.1948653820158102
573|2018-12|ANTIOQUIA-MEDELLIN|52571.52|2677.79586|2018|2427129|ANTIOQUIA|MEDELLIN|EJE CAFETERO|5|ANTIOQUIA|5001|MEDELLIN|Cabecera Municipal|4.8467493548435|0.0011032771064084356|1.1032771064084357|0.021659961213433648|1.1032771064084357
574|2018-12|ANTIOQUIA-MEDELLIN|52571.52|2677.79586|2018|2427129|ANTIOQUIA|MEDELLIN|EJE CAFETERO|5|ANTIOQUIA|5001|MEDELLIN|Centros Poblados y Rural Disperso|4.8467493548435|0.0011032771064084356|1.1032771064084357|0.021659961213433648|1.1032771064084357
575|2018-12|ANTIOQUIA-MEDELLIN|52571.52|2677.79586|2018|2427129|ANTIOQUIA|MEDELLIN|EJE CAFETERO|5|ANTIOQUIA|5001|MEDELLIN|Total|4.8467493548435|0.0011032771064084356|1.1032771064084357|0.021659961213433648|1.1032771064084357
576|2021-11|ATLANTICO-BARRANQUILLA|41018.0|2645.1800000000003|2021|1297082|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Cabecera Municipal|6.05814784905726|0.0020393313607004033|2.039331360700403|0.03162328981513891|2.039331360700403
577|2021-11|ATLANTICO-BARRANQUILLA|41018.0|2645.1800000000003|2021|1297082|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Centros Poblados y Rural Disperso|6.05814784905726|0.0020393313607004033|2.039331360700403|0.03162328981513891|2.039331360700403
578|2021-11|ATLANTICO-BARRANQUILLA|41018.0|2645.1800000000003|2021|1297082|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Total|6.05814784905726|0.0020393313607004033|2.039331360700403|0.03162328981513891|2.039331360700403
579|2018-12|ATLANTICO-BARRANQUILLA|32761.0|2635.6801|2018|1206319|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Cabecera Municipal|7.44612232716141|0.0021848947915103717|2.184894791510372|0.027157824754480364|2.184894791510372
580|2018-12|ATLANTICO-BARRANQUILLA|32761.0|2635.6801|2018|1206319|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Centros Poblados y Rural Disperso|7.44612232716141|0.0021848947915103717|2.184894791510372|0.027157824754480364|2.184894791510372
581|2018-12|ATLANTICO-BARRANQUILLA|32761.0|2635.6801|2018|1206319|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Total|7.44612232716141|0.0021848947915103717|2.184894791510372|0.027157824754480364|2.184894791510372
582|2019-06|META-VILLAVICENCIO|12234.13|2617.3438|2019|538824|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Cabecera Municipal|17.623461720007878|0.004857511543658041|4.857511543658041|0.022705243270529894|4.857511543658041
583|2019-06|META-VILLAVICENCIO|12234.13|2617.3438|2019|538824|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Centros Poblados y Rural Disperso|17.623461720007878|0.004857511543658041|4.857511543658041|0.022705243270529894|4.857511543658041
584|2019-06|META-VILLAVICENCIO|12234.13|2617.3438|2019|538824|META|VILLAVICENCIO|LLANO |50|META|50001|VILLAVICENCIO|Total|17.623461720007878|0.004857511543658041|4.857511543658041|0.022705243270529894|4.857511543658041
585|2020-07|CUNDINAMARCA-SOACHA|13105.85|2617.0900000000006|2020|753548|CUNDINAMARCA|SOACHA|CENTRO ORIENTE|25|CUNDINAMARCA|25754|SOACHA|Cabecera Municipal|16.64504221220713|0.003473023616279256|3.473023616279256|0.01739219001311131|3.473023616279256
586|2020-07|CUNDINAMARCA-SOACHA|13105.85|2617.0900000000006|2020|753548|CUNDINAMARCA|SOACHA|CENTRO ORIENTE|25|CUNDINAMARCA|25754|SOACHA|Centros Poblados y Rural Disperso|16.64504221220713|0.003473023616279256|3.473023616279256|0.01739219001311131|3.473023616279256
587|2020-07|CUNDINAMARCA-SOACHA|13105.85|2617.0900000000006|2020|753548|CUNDINAMARCA|SOACHA|CENTRO ORIENTE|25|CUNDINAMARCA|25754|SOACHA|Total|16.64504221220713|0.003473023616279256|3.473023616279256|0.01739219001311131|3.473023616279256
588|2021-10|ATLANTICO-BARRANQUILLA|41018.0|2612.99|2021|1297082|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Cabecera Municipal|5.9888395839746|0.002014514117072012|2.0145141170720122|0.03162328981513891|2.0145141170720122
589|2021-10|ATLANTICO-BARRANQUILLA|41018.0|2612.99|2021|1297082|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Centros Poblados y Rural Disperso|5.9888395839746|0.002014514117072012|2.0145141170720122|0.03162328981513891|2.0145141170720122
590|2021-10|ATLANTICO-BARRANQUILLA|41018.0|2612.99|2021|1297082|ATLANTICO|BARRANQUILLA|CARIBE|8|ATLANTICO|8001|BARRANQUILLA|Total|5.9888395839746|0.002014514117072012|2.0145141170720122|0.03162328981513891|2.0145141170720122
591|2021-12|CUNDINAMARCA-SOACHA|14372.31|2611.5600000000004|2021|783632|CUNDINAMARCA|SOACHA|CENTRO ORIENTE|25|CUNDINAMARCA|25754|SOACHA|Cabecera Municipal|15.37670742887222|0.003332635726973886|3.332635726973886|0.018340636931620965|3.332635726973886
