ID EMPRESA,NOMBRE EMPRESA,AÑO CARGUE,PERIODO CARGUE,NUAP,DEPARTAMENTO,MUNICIPIO,NUMERO DE SUSCRIPTORES ATENDIDOS,NUMERO DE SUSCRIPTORES PREDIO DESOCUPADO,COSTO DE RECOLECCION  Y TRANSPORTE,COSTO DE DISPOSICION FINAL,TONELADAS DE RESIDUOS NO APROVECHABLES DEL ÁREA DE PRESTACIÓN ,TONELADAS MENSUALES DE RECHAZO DEL APROVECHAMIENTO DEL ÁREA DE PRESTACIÓN. ,TONELADAS MENSUALES DE BARRIDO Y LIMPIEZA DEL ÁREA DE PRESTACIÓN,TONELADAS MENSUALES DE LIMPIEZA URBANA DEL ÁREA DE PRESTACIÓN,TONELADAS MENSUALES DE RESIDUOS NO APROVECHABLES DEL ÁREA DE PRESTACIÓN-QNAZ,"TONELADAS MENSUALES EFECTIVAMENTE APROVECHADAS NO AFORADAS DE LA PERSONA PRESTADORA J DE RTA, REPORTADAS POR LAS ECA-QAJ. "
2163,EMPRESA DE SERVICIOS PÚBLICOS DE ACACIAS ESP,2021,JULIO,464750006,META,ACACIAS,25892,1866,145002.11,37332.15,1616.02,0,21.01,16.16,1578.85,404.78
2044,INTERASEO S.A.S.  E.S.P.,2021,JULIO,650008520,ATLANTICO,PALMAR DE VARELA,5383,24,107137.93,28702.08,618.773,0.007,40.312,0,578.462,0.266
722,ACUASAN E.I.C.E  E.S.P,2021,JULIO,246368679,SANTANDER,SAN GIL,20790,3557,100582.42,142138.77,1195.43,4.7,11.63,5.17,1178.63,211.72
2271,EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE PIEDECUESTA E.S.P.,2021,JULIO,2168547,SANTANDER,PIEDECUESTA,47207,676,98083.94,27667.68,2290.3,0,40.72,0,2249.57,0
2044,INTERASEO S.A.S.  E.S.P.,2021,JULIO,650108634,ATLANTICO,SABANAGRANDE,5851,15,108160.03,34970.91,788.48,0.028,38.497,12.205,737.778,0.504
1845,URBASER COLOMBIA S.A. E.S.P.,2021,JULIO,472223001,CORDOBA,MONTERIA,114990,721,88409.52,31782.53,10787.78,0,802.04,200.51,9785.23,736.68
22714,URBASER DUITAMA S.A. E.S.P.,2021,JULIO,374415238,BOYACA,DUITAMA,45887,919,131635.15,41654.2,2365.95,0,166.69,117.78,2081.48,479.44
424,EMPRESA DE SERVICIOS PUBLICOS DE FLANDES,2020,OCTUBRE,1730973275,TOLIMA,FLANDES,10268,57,120672.14,39886,418.64,0,15,0,170.16,18.54
1737,RUITOQUE S.A. E.S.P.,2021,JULIO,377168307,SANTANDER,GIRON,916,35,198387.55,27506.17,52.03,0,0,0,0,0
25994,JAMUNDI ASEO SA ESP,2021,JULIO,998376364,VALLE DEL CAUCA,JAMUNDI,51815,613,137198,31606,4030.6,0,143,0,4030.6,0
21785,URBASER TUNJA S.A.  E.S.P.,2021,JULIO,372815001,BOYACA,TUNJA,70299,504,84172.03,39521.01,4689.63,0,172.32,826.13,3691.18,562.68
2614,CIUDAD LIMPIA BOGOTÁ S.A. E.S.P.,2021,JULIO,877611001,"BOGOTA, D.C.","BOGOTA, D.C.",523993,10089,82095,37853.53,33176.89,517.32,1642.49,1069.72,30464.68,95093.43
626,EMPRESA METROPOLITANA DE ASEO S.A.  E.S.P.,2021,JULIO,599817001,CALDAS,MANIZALES,137902,4802,86564.39,32504.55,11275.71,8.79,539.68,349.13,10386.9,128.82
1213,EMPRESAS PUBICAS DE ZIPAQUIRA  E.P.Z ESP,2021,JULIO,354325899,CUNDINAMARCA,ZIPAQUIRA,41885,1995,137575,31901,2577,0,210,160,2577,77
26567,EMPRESA DE ASEO DE ARAUCA S.A. ESP,2017,AGOSTO,1425281001,ARAUCA,ARAUCA,16159,58,94367.48,110263.29,1698.94,0,67.74,25.04,,
26190,ECOLIMPIA S.A.S E.S.P.,2020,FEBRERO,1908876892,VALLE DEL CAUCA,YUMBO,35283,205,97321.67,29761.71,4197.22,0,309.55,0,,
41340,AGUAS DE LA PROSPERIDAD S.A.S. E.S.P.,2019,AGOSTO,1674725430,CUNDINAMARCA,MADRID,920,1,93647.9,29742,9.37,0,1.5,0,,
26567,EMPRESA DE ASEO DE ARAUCA S.A. ESP,2018,FEBRERO,1425281001,ARAUCA,ARAUCA,16467,88,97632.59,110263.29,1919.56,0,114.35,36.52,,
26567,EMPRESA DE ASEO DE ARAUCA S.A. ESP,2018,DICIEMBRE,1425281001,ARAUCA,ARAUCA,16626,91,97632.59,110263.29,1963.05,0,114.94,34.47,,
26567,EMPRESA DE ASEO DE ARAUCA S.A. ESP,2019,ENERO,1425281001,ARAUCA,ARAUCA,16826,133,101703.87,110263.29,2014.36,0,90.585,30.475,,
26567,EMPRESA DE ASEO DE ARAUCA S.A. ESP,2020,MAYO,1425281001,ARAUCA,ARAUCA,17380,37,104357.02,88540.24,2328.9,0,109.41,31.34,,
29951,SERVI AMBIENTALES VALLE S.A. E.S.P.,2019,NOVIEMBRE,1394176001,VALLE DEL CAUCA,CALI,2930,491,178731,32791.6,172.15,0,8.65,0,,
29951,SERVI AMBIENTALES VALLE S.A. E.S.P.,2019,DICIEMBRE,1394176001,VALLE DEL CAUCA,CALI,2930,491,178731,32791.6,172.15,0,8.65,0,,
29951,SERVI AMBIENTALES VALLE S.A. E.S.P.,2020,JULIO,1394176001,VALLE DEL CAUCA,CALI,4633,491,163125,34012,254.38,0,13.599,0,,
1845,URBASER COLOMBIA S.A. E.S.P.,2020,SEPTIEMBRE,1343223001,CORDOBA,MONTERIA,4224,1,90677.38,31983.53,233.69,0,0,0,233.69,0
21902,CIUDAD LIMPIA DEL HUILA S.A. E.S.P.,2021,AGOSTO,1381141615,HUILA,RIVERA,6506,53,130763.36,36355.88,549.96,0,6.15,0.33,534.48,19.28
39837,BOGOTA LIMPIA S.A.S. E.S.P.,2021,AGOSTO,922911001,"BOGOTA, D.C.","BOGOTA, D.C.",376831,1570,96483.82,39008.07,22893.55,0,389.48,387.1,22116.98,150253.55
469,EMPRESA DE SERVICIOS PUBLICOS DE TAME  CARIBABARE E.S.P.,2021,AGOSTO,966181794,ARAUCA,TAME,10396,858,94722.39,174448.11,658.38,0,662.76,715.85,658.38,0
20681,EMPRESA DE ASEO DE CAREPA S.A.S . E.S.P.,2021,AGOSTO,314205147,ANTIOQUIA,CAREPA,13487,0,0,0,0.01,0,0,0,0,0
1845,URBASER COLOMBIA S.A. E.S.P.,2020,DICIEMBRE,1988776520,VALLE DEL CAUCA,PALMIRA,1,0,104748,33712,27.36,0,0,0,27.36,0
1845,URBASER COLOMBIA S.A. E.S.P.,2021,ABRIL,1988776520,VALLE DEL CAUCA,PALMIRA,1,0,104748,33712,28.4,0,0,0,28.4,0
1845,URBASER COLOMBIA S.A. E.S.P.,2021,JUNIO,1988776520,VALLE DEL CAUCA,PALMIRA,1,0,104748,33712,28.4,0,0,0,28.4,0
1845,URBASER COLOMBIA S.A. E.S.P.,2021,JULIO,1988776520,VALLE DEL CAUCA,PALMIRA,1,0,104748,33712,16.58,0,0,0,16.58,0
23311,NEPSA DEL QUINDIO EMPRESA REGIONAL DE SERVICIOS PÚBLICOS S.A. ESP,2021,AGOSTO,438663190,QUINDIO,CIRCASIA,8332,73,139824.32,37823,463.43,0,16.49,1.78,445.16,1.71
2044,INTERASEO S.A.S.  E.S.P.,2021,AGOSTO,649120013,CESAR,AGUSTIN CODAZZI,9073,86,172149.61,35600.04,1081.242,0,53.322,8.933,1018.987,0
111,EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.,2021,AGOSTO,441105212,ANTIOQUIA,COPACABANA,4,0,136659.29,24549.1,37.18,0.28,0,0,37.18,110.55
2044,INTERASEO S.A.S.  E.S.P.,2021,AGOSTO,649270742,SUCRE,SAN LUIS DE SINCE,6107,29,144443.14,41040.1,418.492,0.001,55.485,0,363.007,0.309
36657,EL CERRITO LIMPIO S.A.S ESP,2021,AGOSTO,1115076248,VALLE DEL CAUCA,EL CERRITO,17531,125,125793.58,34982.39,1320.84,0,24.41,0,1296.43,0
22087,FUTURASEO S.A.S E.S.P,2021,AGOSTO,346205837,ANTIOQUIA,TURBO,27143,73,96987,39969,2406.9,0,166.48,21.65,2406.9,0
27772,TRASH GLOBAL S.A. E.S.P.,2021,AGOSTO,374525269,CUNDINAMARCA,FACATATIVA,3720,263,166440,32113,188.14,0,1.99,0,188.14,38.67
21682,ECOLOGIA Y ENTORNO S.A.S  E.S.P. - ECOENTORNO,2021,AGOSTO,1384276520,VALLE DEL CAUCA,PALMIRA,1,0,207054,34011.76,3.24,0,0,0,3.24,549.761
2361,ASEO SIDERENSE S.A.S. E.S.P.,2021,AGOSTO,310105380,ANTIOQUIA,LA ESTRELLA,19081,39,151429.27,30817.93,1888.599,3.369,60.815,6.471,1821.313,128.109
23311,NEPSA DEL QUINDIO EMPRESA REGIONAL DE SERVICIOS PÚBLICOS S.A. ESP,2021,AGOSTO,438563594,QUINDIO,QUIMBAYA,8912,53,141060.69,37823,471.16,0,37.72,9.47,423.97,1.89
2154,EMPRESA DE SERVICIOS PÚBLICOS E.S.P. DE VILLETA,2021,AGOSTO,1176525875,CUNDINAMARCA,VILLETA,7644,751,148945.03,27185.59,630.17,0,25.95,0,630.17,0
22911,VEOLIA ASEO SANTANDER Y CESAR S.A E.S.P,2021,AGOSTO,372668276,SANTANDER,FLORIDABLANCA,49604,682,93483,27019,3779.47,0,153.37,19.727,3606.37,201.74
1896,VEOLIA ASEO PALMIRA S.A.S. E.S.P.,2021,AGOSTO,256276520,VALLE DEL CAUCA,PALMIRA,91550,522,137511.18,34733.99,6373.93,0,260.13,96.21,6017.59,559.63
2005,EMPRESAS PÚBLICAS DE LA CEJA E.S.P.,2021,AGOSTO,388405376,ANTIOQUIA,LA CEJA,22742,261,93648,153700.53,1456.84,21.95,10.39,21.5,1026.25,198.22
20286,BUENAVENTURA MEDIO AMBIENTE S.A. E.S.P.,2021,AGOSTO,1614176109,VALLE DEL CAUCA,BUENAVENTURA,75267,517,98341.81,50778.98,5892.86,0,611.84,124.52,5156.5,2.89
2614,CIUDAD LIMPIA BOGOTÁ S.A. E.S.P.,2021,AGOSTO,42476001,VALLE DEL CAUCA,CALI,137661,1945,139373.05,25337.17,8972.41,22131,695.37,0,8277.04,2919.71
1737,RUITOQUE S.A. E.S.P.,2021,AGOSTO,377168307,SANTANDER,GIRON,916,35,198387.55,27506.17,52.03,0,0,0,0,0
635,EMPRESAS PUBLICAS DE PUERTO BOYACA E.S.P.,2021,AGOSTO,10715572,BOYACA,PUERTO BOYACA,12070,991,169757.73,52650,749.11,0,39,42.63,667.47,123.24
2866,VEOLIA ASEO NORTE DE SANTANDER SAS ESP,2021,AGOSTO,366485001,CASANARE,YOPAL,16241,261,107298.34,56308.32,1466.88,0,54.4,26.39,1386.07,1973.08
2690,BIOGER S.A.S. E.S.P.,2021,AGOSTO,651213052,BOLIVAR,ARJONA,12259,1321,99871.63,44064.63,1743.4,0,6.29,0,1743.4,0
3052,VEOLIA ASEO CARTAGENA Establecimiento-Sucursal ,2021,AGOSTO,1212613001,BOLIVAR,CARTAGENA DE INDIAS,146310,6793,102700.19,23773.14,15582.29,45.34,433.33,64,15084.96,485.06
2405,EMPRESA METROPOLITANA DE ASEO DE OCCIDENTE S.A.  E.S.P.,2021,AGOSTO,20117042,CALDAS,ANSERMA,7617,492,177886.52,32504.55,399.17,0,17.72,0,381.44,0
82,"SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",2021,AGOSTO,1577308001,ATLANTICO,BARRANQUILLA,370558,42312,98089,32604,41018,81,2099,64,38854,5386
3383,SERVICIOS AMBIENTALES S.A.  E.S.P.,2021,AGOSTO,748525307,CUNDINAMARCA,GIRARDOT,42757,589,94112.96,36234.47,3019.89,0,151.24,14.05,2854.61,78.12
3021,EMPRESA DE SERVICIOS PUBLICOS DE LA DORADA E.S.P.,2021,AGOSTO,1276717380,CALDAS,LA DORADA,20612,320,82795,44965,1442,0,107,256,1442,0
21861,SEGOVIA ASEO S.A.  E.S.P.,2021,AGOSTO,1460405736,ANTIOQUIA,SEGOVIA,5127,144,88004.29,86123.79,194.91,0,8.38,0,0,0
2044,INTERASEO S.A.S.  E.S.P.,2021,AGOSTO,649073001,TOLIMA,IBAGUE,198500,1714,105352.06,34314.98,13739.305,2.239,1274.93,289.955,12174.42,903.679
2202,EMPRESA DE SERVICIOS PUBLICOS DE CAJICA S.A.  E.S.P.,2021,AGOSTO,867525126,CUNDINAMARCA,CAJICA,31945,2558,122295.05,33426.5,1962.05,0,89.29,0,1872.77,207.7
3159,ASEO URBANO DE LOS PATIOS S.A. E.S.P.,2021,AGOSTO,638354405,NORTE DE SANTANDER,LOS PATIOS,29071,2354,108731.07,28101.67,2499.59,0,162.64,2.34,2334.61,161.23
28511,EMPRESA METROPOLITANA DE ASEO DEL PUTUMAYO S.A.S. E.S.P.,2021,AGOSTO,675286001,PUTUMAYO,MOCOA,9786,818,101496.09,106240.26,814.74,0,67.58,4.54,742.62,0
21872,EMPRESAS PUBLICAS MUNICIPALES DE SIBATE  S.C.A.  E.S.P ,2021,AGOSTO,768025740,CUNDINAMARCA,SIBATE,7490,10,120680.18,31951,490.28,0,11.38,0,478.9,58.96
1868,VEOLIA ASEO BUGA  S.A.  E.S.P.,2021,AGOSTO,398176111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,38754,170,95790.93,36148.09,2454.85,0,118.38,48.85,2287.63,399.27
22087,FUTURASEO S.A.S E.S.P,2021,AGOSTO,1137605154,ANTIOQUIA,CAUCASIA,23287,91,96198,52373.7,1721.74,0.98,85.57,0,1721.74,236.2
22087,FUTURASEO S.A.S E.S.P,2021,SEPTIEMBRE,693105790,ANTIOQUIA,TARAZA,7250,80,188951.93,54463.3,244.68,0,20.89,0,244.68,0
21840,EMPRESA DE ASEO RIOGRANDE S.A.S. E.S.P.,2018,FEBRERO,1927305664,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,5040,12,190972.35,28720.77,256.837,0,3.652,0,,
21840,EMPRESA DE ASEO RIOGRANDE S.A.S. E.S.P.,2018,JUNIO,1927305664,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,5040,12,190328.54,27740.58,256.837,0,3.652,0,,
21840,EMPRESA DE ASEO RIOGRANDE S.A.S. E.S.P.,2019,MARZO,1927305664,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,5185,5,201191.66,28724.05,236.91,0,4.493,0,,
21840,EMPRESA DE ASEO RIOGRANDE S.A.S. E.S.P.,2020,ENERO,1927305664,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,5522,6,206698,29062.92,244.717,0,5.173,0,,
26714,CAUCASEO LIMPIA S.A E.S.P,2021,SEPTIEMBRE,623019573,CAUCA,PUERTO TEJADA,9081,105,97376,170493,979.35,0,59.99,0,919,0
2044,INTERASEO S.A.S.  E.S.P.,2021,SEPTIEMBRE,649547001,MAGDALENA,SANTA MARTA,164497,1738,92939.75,33072.97,16904.055,8.337,959.17,267.825,15677.06,483.353
111,EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.,2021,SEPTIEMBRE,440605079,ANTIOQUIA,BARBOSA,1,0,136659.29,24549.1,4.2,0.84,0,0,4.2,33.81
2202,EMPRESA DE SERVICIOS PUBLICOS DE CAJICA S.A.  E.S.P.,2021,SEPTIEMBRE,867525126,CUNDINAMARCA,CAJICA,31945,2558,122295.05,33426.5,1962.05,0,89.29,0,1872.77,207.7
3304,SERVIASEO S.A.  E.S.P.,2021,SEPTIEMBRE,907770215,SUCRE,COROZAL,16246,255,101167.64,42183.71,1351.22,7,13.85,0,1337.37,0
22403,SERVICIOS AMBIENTALES DE CORDOBA S.A.S. E.S.P.,2021,SEPTIEMBRE,1086523807,CORDOBA,TIERRALTA,10908,28,159747.15,35166,798.275,0,15.966,0,782.309,22.68
22669,EMPRESA DE SERVICIOS PUBLICOS DE VILLANUEVA ESPAVI S.A. E.S.P.,2021,SEPTIEMBRE,951885440,CASANARE,VILLANUEVA,6442,65,82347.04,168175.33,456.01,0,112,12.5,456.01,0
704,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE GUARNE,2017,OCTUBRE,2468805318,ANTIOQUIA,GUARNE,6103,91,179174,26781,306,0,23.74,0,,
704,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE GUARNE,2019,MARZO,2468805318,ANTIOQUIA,GUARNE,6719,103,184335,28721,357,0,26.03,0,,
704,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE GUARNE,2019,JULIO,2468805318,ANTIOQUIA,GUARNE,6836,90,188028,28724,372,0,28.04,0,,
704,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE GUARNE,2019,AGOSTO,2468805318,ANTIOQUIA,GUARNE,6843,94,188028,35345,372,0,25.68,0,,
704,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE GUARNE,2019,NOVIEMBRE,2468805318,ANTIOQUIA,GUARNE,6865,90,188028,35345,372,0,30.45,0,,
704,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE GUARNE,2020,JUNIO,2468805318,ANTIOQUIA,GUARNE,7052,65,191674,36085,377,0,25.85,0,,
2460,PRO-AMBIENTALES  S.A  E.S.P.,2021,OCTUBRE,956176001,VALLE DEL CAUCA,CALI,230,0,200622,31552,171.038,0,0,0,171.038,634.365
20318,ASEO ESPECIAL SOLEDAD S.A.S.  E.S.P. ,2021,OCTUBRE,388308758,ATLANTICO,SOLEDAD,118678,690,118084.47,34970.91,15547.453,0.016,659.302,38.283,14849.868,784.296
2403,EMPRESAS PUBLICAS DE CAICEDONIA E.S.P.,2021,SEPTIEMBRE,382476122,VALLE DEL CAUCA,CAICEDONIA,6923,55,131854.38,45451.66,461.15,0.95,50.71,18.45,371.87,5.49
2866,VEOLIA ASEO NORTE DE SANTANDER SAS ESP,2021,SEPTIEMBRE,366154001,NORTE DE SANTANDER,CUCUTA,97523,8841,98991.5,28101.67,10120.09,0,234.4,14.9,9870.78,1504.63
20592,CORASEO S.A. E.S.P.,2021,SEPTIEMBRE,488723660,CORDOBA,SAHAGUN,15880,58,127448.78,42719.41,1302.163,0,40,0,1262.163,77.262
3383,SERVICIOS AMBIENTALES S.A.  E.S.P.,2021,SEPTIEMBRE,748673268,TOLIMA,ESPINAL,23731,535,109181.11,36234.47,1768.51,0,106.28,0,1662.23,93.09
1737,RUITOQUE S.A. E.S.P.,2021,OCTUBRE,377068547,SANTANDER,PIEDECUESTA,957,260,220106.6,27654.83,76.68,0,2.23,0,594.68,147.71
2044,INTERASEO S.A.S.  E.S.P.,2021,OCTUBRE,649120013,CESAR,AGUSTIN CODAZZI,9073,86,172149.61,35600.04,1081.242,0,53.322,8.933,1018.987,0
25515,EMPRESA DE SERVICOS PUBLICOS DE GUADUAS S.A. E.S.P. - AGUAS DEL CAPIRA S.A. E.S.P.,2016,MAYO,2302925320,CUNDINAMARCA,GUADUAS,6993,53,142839.96,50311.91,482.92,0,36.35,0,,
25515,EMPRESA DE SERVICOS PUBLICOS DE GUADUAS S.A. E.S.P. - AGUAS DEL CAPIRA S.A. E.S.P.,2016,SEPTIEMBRE,2302925320,CUNDINAMARCA,GUADUAS,6993,53,142839.96,50311.91,482.92,0,36.35,0,,
25515,EMPRESA DE SERVICOS PUBLICOS DE GUADUAS S.A. E.S.P. - AGUAS DEL CAPIRA S.A. E.S.P.,2017,MARZO,2302925320,CUNDINAMARCA,GUADUAS,6993,53,142839.96,50311.91,482.92,0,36.35,0,,
25515,EMPRESA DE SERVICOS PUBLICOS DE GUADUAS S.A. E.S.P. - AGUAS DEL CAPIRA S.A. E.S.P.,2018,ABRIL,2302925320,CUNDINAMARCA,GUADUAS,6993,53,142839.96,50311.91,482.02,0,36.35,0,,
25515,EMPRESA DE SERVICOS PUBLICOS DE GUADUAS S.A. E.S.P. - AGUAS DEL CAPIRA S.A. E.S.P.,2018,JUNIO,2302925320,CUNDINAMARCA,GUADUAS,6993,53,142839.96,50311.91,482.02,0,36.35,0,,
25515,EMPRESA DE SERVICOS PUBLICOS DE GUADUAS S.A. E.S.P. - AGUAS DEL CAPIRA S.A. E.S.P.,2018,JULIO,2302925320,CUNDINAMARCA,GUADUAS,6993,53,142839.96,50311.91,482.02,0,36.35,0,,
25515,EMPRESA DE SERVICOS PUBLICOS DE GUADUAS S.A. E.S.P. - AGUAS DEL CAPIRA S.A. E.S.P.,2018,SEPTIEMBRE,2302925320,CUNDINAMARCA,GUADUAS,6993,53,142839.96,50311.91,482.02,0,36.35,0,,
25515,EMPRESA DE SERVICOS PUBLICOS DE GUADUAS S.A. E.S.P. - AGUAS DEL CAPIRA S.A. E.S.P.,2019,FEBRERO,2302925320,CUNDINAMARCA,GUADUAS,6993,53,142839.96,50311.91,482.02,0,36.35,0,,
25515,EMPRESA DE SERVICOS PUBLICOS DE GUADUAS S.A. E.S.P. - AGUAS DEL CAPIRA S.A. E.S.P.,2019,MAYO,2302925320,CUNDINAMARCA,GUADUAS,6993,53,142839.96,50311.91,482.02,0,36.35,0,,
25515,EMPRESA DE SERVICOS PUBLICOS DE GUADUAS S.A. E.S.P. - AGUAS DEL CAPIRA S.A. E.S.P.,2020,JULIO,2302925320,CUNDINAMARCA,GUADUAS,6993,53,142839.96,50311.91,482.02,0,36.35,0,,
2044,INTERASEO S.A.S.  E.S.P.,2021,OCTUBRE,649805686,ANTIOQUIA,SANTA ROSA DE OSOS,8087,14,172703.58,30817.93,502.972,0.074,17.688,4.143,481.141,22.32
20108,LIMPIEZA Y SERVICIOS PÚBLICOS S.A.  E.S.P.,2021,OCTUBRE,52176001,VALLE DEL CAUCA,CALI,17541,1432,150131,30838,917.52,0,37.83,11.299,868.397,0
2614,CIUDAD LIMPIA BOGOTÁ S.A. E.S.P.,2021,OCTUBRE,42476001,VALLE DEL CAUCA,CALI,137661,1945,139356.57,25337.17,8972.41,0,695.37,0,8277.04,3971.74
111,EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.,2021,OCTUBRE,440805129,ANTIOQUIA,CALDAS,1,0,136659.29,24549.1,11.7,5.04,0,0,11.7,98.3
20592,CORASEO S.A. E.S.P.,2021,OCTUBRE,488623189,CORDOBA,CIENAGA DE ORO,6096,6,137726.26,39137.88,588.9,0,20.28,0,568.62,0
3383,SERVICIOS AMBIENTALES S.A.  E.S.P.,2021,SEPTIEMBRE,1346073319,TOLIMA,GUAMO,6403,118,122245.44,36234.47,512.52,0,26.41,0,486.11,6.63
2044,INTERASEO S.A.S.  E.S.P.,2021,SEPTIEMBRE,649470001,SUCRE,SINCELEJO,75968,790,86712.24,38950.5,6565.863,0.829,634.033,68.177,5863.653,265.886
23311,NEPSA DEL QUINDIO EMPRESA REGIONAL DE SERVICIOS PÚBLICOS S.A. ESP,2021,SEPTIEMBRE,438663190,QUINDIO,CIRCASIA,8332,73,139824.32,37823,463.43,0,16.49,1.78,445.16,1.71
25515,EMPRESA DE SERVICOS PUBLICOS DE GUADUAS S.A. E.S.P. - AGUAS DEL CAPIRA S.A. E.S.P.,2021,FEBRERO,2302925320,CUNDINAMARCA,GUADUAS,6993,53,142839.96,50311.91,482.02,0,36.35,0,,
25515,EMPRESA DE SERVICOS PUBLICOS DE GUADUAS S.A. E.S.P. - AGUAS DEL CAPIRA S.A. E.S.P.,2021,ABRIL,2302925320,CUNDINAMARCA,GUADUAS,6993,53,142839.96,50311.91,482.02,0,36.35,0,,
25515,EMPRESA DE SERVICOS PUBLICOS DE GUADUAS S.A. E.S.P. - AGUAS DEL CAPIRA S.A. E.S.P.,2021,JUNIO,2302925320,CUNDINAMARCA,GUADUAS,6993,53,142839.96,50311.91,482.02,0,36.35,0,,
26741,AGUAS DEL PÁRAMO DE SONSÓN S.A.S. E.S.P,2020,DICIEMBRE,1537105756,ANTIOQUIA,SONSON,6349,4,122123.62,160686.07,416.43,10.92,45.6,36.1,1982.82,0.22
26741,AGUAS DEL PÁRAMO DE SONSÓN S.A.S. E.S.P,2021,MAYO,1537105756,ANTIOQUIA,SONSON,6411,7,122123.62,160686.07,346.07,10.92,37.9,29.1,2186.76,0.22
26741,AGUAS DEL PÁRAMO DE SONSÓN S.A.S. E.S.P,2021,JUNIO,1537105756,ANTIOQUIA,SONSON,6426,6,122123.62,160686.07,368.5,10.92,39.9,30.5,2186.76,0.22
26741,AGUAS DEL PÁRAMO DE SONSÓN S.A.S. E.S.P,2021,JULIO,1537105756,ANTIOQUIA,SONSON,6436,1,122123.62,160686.07,374.71,10.92,41.1,32.6,2077.6,0.22
26741,AGUAS DEL PÁRAMO DE SONSÓN S.A.S. E.S.P,2021,OCTUBRE,1537105756,ANTIOQUIA,SONSON,6498,2,122123.62,160686.07,325.53,10.92,41.4,33.6,2077.6,0.22
2690,BIOGER S.A.S. E.S.P.,2021,OCTUBRE,651313657,BOLIVAR,SAN JUAN NEPOMUCENO,7082,592,89397.7,69205.61,928.23,0,2.53,0,928.23,0
3213,MISION AMBIENTAL S.A. E.S.P.,2021,OCTUBRE,877576001,VALLE DEL CAUCA,CALI,25796,29,143319,34982,1675.7,0,67.03,0,1609,0
429,EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL LIBANO E.S.P.,2021,OCTUBRE,1354773411,TOLIMA,LIBANO,8390,193,1850,750,472,11.8,62.7,5,501.33,62.42
2086,"EMPRESA DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE YOPAL  EICE - ESP",2021,OCTUBRE,344385001,CASANARE,YOPAL,31158,2470,105211.97,56308.32,2306.05,0.546,186.07,18.605,2100.829,697.963
2044,INTERASEO S.A.S.  E.S.P.,2021,SEPTIEMBRE,650208433,ATLANTICO,MALAMBO,14869,63,109598.78,34970.91,3372.905,0.024,222.888,18.527,3131.49,381.633
82,"SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",2021,OCTUBRE,1577808638,ATLANTICO,SABANALARGA,3536,27,0,0,329,0,0,0,329,36.25
23311,NEPSA DEL QUINDIO EMPRESA REGIONAL DE SERVICIOS PÚBLICOS S.A. ESP,2021,OCTUBRE,438563594,QUINDIO,QUIMBAYA,8912,53,141060.69,37823,471.16,0,37.72,9.47,423.97,1.89
730,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS,2021,SEPTIEMBRE,1158066170,RISARALDA,DOSQUEBRADAS,73507,2798,100833.25,28690.29,3546.46,0,106.86,71.24,3724.57,136.52
22087,FUTURASEO S.A.S E.S.P,2021,OCTUBRE,346105045,ANTIOQUIA,APARTADO,39436,158,107716,42328,2906.99,1.03,160.26,15.77,2906.99,96.19
82,"SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",2021,OCTUBRE,1577408296,ATLANTICO,GALAPA,10964,918,116066,26276,1032,0,64,2.46,965,0
2377,EMPRESA PRESTADORA DEL SERVICIO PUBLICO DE ASEO CIUDAD BOLIVAR,2021,OCTUBRE,827505101,ANTIOQUIA,CIUDAD BOLIVAR,6952,38,104443.19,152957.6,355.61,0.95,17.6,3.23,334.78,0
22333,VEOLIA ASEO CALI  S.A   E. S. P.,2021,OCTUBRE,404376001,VALLE DEL CAUCA,CALI,241954,504,139356.57,25337.17,15180.35,3.29,910.82,0,14266.24,3971.74
