ID EMPRESA,NOMBRE EMPRESA,AÑO CARGUE,PERIODO CARGUE,NUAP,DEPARTAMENTO,MUNICIPIO,NUMERO DE SUSCRIPTORES ATENDIDOS,NUMERO DE SUSCRIPTORES PREDIO DESOCUPADO,COSTO DE RECOLECCION  Y TRANSPORTE,COSTO DE DISPOSICION FINAL,TONELADAS DE RESIDUOS NO APROVECHABLES DEL ÁREA DE PRESTACIÓN ,TONELADAS MENSUALES DE RECHAZO DEL APROVECHAMIENTO DEL ÁREA DE PRESTACIÓN. ,TONELADAS MENSUALES DE BARRIDO Y LIMPIEZA DEL ÁREA DE PRESTACIÓN,TONELADAS MENSUALES DE LIMPIEZA URBANA DEL ÁREA DE PRESTACIÓN,TONELADAS MENSUALES DE RESIDUOS NO APROVECHABLES DEL ÁREA DE PRESTACIÓN-QNAZ,"TONELADAS MENSUALES EFECTIVAMENTE APROVECHADAS NO AFORADAS DE LA PERSONA PRESTADORA J DE RTA, REPORTADAS POR LAS ECA-QAJ. "
22711,EMPRESA REGIONAL DE SERVICIO PUBLICO DE ASEO DE CANDELARIA S.A. ESP.,2018,ABRIL,591276130,VALLE DEL CAUCA,CANDELARIA,24860,34,130666,31437,1851,0,46,11,,
2044,INTERASEO S.A.S.  E.S.P.,2018,ABRIL,648844001,LA GUAJIRA,RIOHACHA,33187,245,83011.04,53775.45,4036.693,0.063,193.862,44.095,,
23311,NEPSA DEL QUINDIO EMPRESA REGIONAL DE SERVICIOS PÚBLICOS S.A. ESP,2018,ABRIL,438663190,QUINDIO,CIRCASIA,7053,14,128802.37,46728.29,443.42,0,18.59,0,,
25692,CENTRAL COLOMBIANA DE ASEO S.A ESP,2018,ABRIL,564115176,BOYACA,CHIQUINQUIRA,15219,310,86328.99,69575,989.22,0,98.42,0,,
20592,CORASEO S.A. E.S.P.,2018,ABRIL,488523162,CORDOBA,CERETE,1647,2,112503.9,37159.59,120.793,0,4.217,0,,
403,EMPRESA DE SERVICIOS PUBLICOS DE FUSAGASUGA E.S.P,2018,ABRIL,164525290,CUNDINAMARCA,FUSAGASUGA,40040,4322,131490.66,28648.25,2610.94,0,191.8,26.07,,
1917,SOCIEDAD DE ASEO DE BELLO S.A. E.S.P.,2018,ABRIL,124105088,ANTIOQUIA,BELLO,143929,52,118076.08,27740.58,8523.84,0,129.48,34.85,,
20682,ASEO URBANO DE LA COSTA S.A. E.S.P,2018,ABRIL,212213001,BOLIVAR,CARTAGENA DE INDIAS,131864,1340,93556,27451,16716,0,472,44,,
722,ACUASAN E.I.C.E  E.S.P,2018,ABRIL,246368679,SANTANDER,SAN GIL,18199,1209,91023.82,127137.57,1182.23,4.33,1.32,4.86,,
20524,SESPA SANTANDER S.A.  E.S.P.,2016,AGOSTO,972568755,SANTANDER,SOCORRO,8237,89,88573.69,70599.98,949.89,0,0,0,,
20524,SESPA SANTANDER S.A.  E.S.P.,2016,OCTUBRE,972568755,SANTANDER,SOCORRO,8189,173,88573.69,70599.98,904,0,0,0,,
20524,SESPA SANTANDER S.A.  E.S.P.,2016,NOVIEMBRE,972568755,SANTANDER,SOCORRO,8173,118,88573.69,70599.98,839.28,0,35.97,0,,
20524,SESPA SANTANDER S.A.  E.S.P.,2017,ENERO,972568755,SANTANDER,SOCORRO,8173,118,88573.69,70599.98,839.28,0,35.97,0,,
20524,SESPA SANTANDER S.A.  E.S.P.,2017,FEBRERO,972568755,SANTANDER,SOCORRO,8173,118,88573.69,70599.98,839.28,0,35.97,0,,
20524,SESPA SANTANDER S.A.  E.S.P.,2017,AGOSTO,972568755,SANTANDER,SOCORRO,8173,118,88573.69,70599.98,839.28,0,35.97,0,,
27772,TRASH GLOBAL S.A. E.S.P.,2018,JUNIO,923025430,CUNDINAMARCA,MADRID,4,0,95387.86,28651.24,1694,0,83.6,0,,
2866,VEOLIA ASEO NORTE DE SANTANDER SAS ESP,2018,JUNIO,366320011,CESAR,AGUACHICA,26037,3176,82641,57179,2727,0,138,0,,
2866,VEOLIA ASEO NORTE DE SANTANDER SAS ESP,2018,JULIO,366485001,CASANARE,YOPAL,15753,432,98069,49498,1612,0,117,0,,
111,EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.,2018,JULIO,440505088,ANTIOQUIA,BELLO,3,0,124062.35,27740.58,45.55,0,0,0,,
111,EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.,2018,JUNIO,441105212,ANTIOQUIA,COPACABANA,4,0,124062.35,27740.58,75.03,0,0,0,,
2044,INTERASEO S.A.S.  E.S.P.,2018,JUNIO,649270742,SUCRE,SAN LUIS DE SINCE,5289,31,131002.5,36290.08,419.008,0.002,27.835,0,,
2044,INTERASEO S.A.S.  E.S.P.,2018,JUNIO,649908685,ATLANTICO,SANTO TOMAS,5398,6,97976.81,32420.95,667.553,0,64.075,9.61,,
2044,INTERASEO S.A.S.  E.S.P.,2018,JUNIO,650108634,ATLANTICO,SABANAGRANDE,5798,4,100437.15,32420.95,681.988,0,52.783,4.695,,
2682,VEOLIA ASEO SUR OCCIDENTE S.A.  E.S.P.,2018,JULIO,719176318,VALLE DEL CAUCA,GUACARI,5840,173,124679,32987,385,0,3,0,,
3383,SERVICIOS AMBIENTALES S.A.  E.S.P.,2018,JUNIO,748673268,TOLIMA,ESPINAL,18614,646,115249,37291.46,1746.46,0,184.25,0,,
20387,LIMPIEZA URBANA S.A. E.S.P.,2018,JUNIO,852068307,SANTANDER,GIRON,891,12,156493.8,25904.18,32.46,0,1.583,0,,
22303,EMPRESA DE SERVICIOS PUBLICOS DE TOCANCIPA S.A.  E.S.P.,2018,JUNIO,901625817,CUNDINAMARCA,TOCANCIPA,6097,561,174710,28648,274.99,0,16.948,0,,
3304,SERVIASEO S.A.  E.S.P.,2018,JUNIO,907870670,SUCRE,SAMPUES,4981,99,119801.3,50343.79,424.167,0,15.963,0,,
1876,EMPRESA METROPOLITANA DE ASEO DE PASTO S.A.  E.S.P. ,2017,ABRIL,966052001,NARINO,PASTO,99370,3680,83006.31,34319.33,9136.6,0,275.51,129.38,,
1876,EMPRESA METROPOLITANA DE ASEO DE PASTO S.A.  E.S.P. ,2018,JUNIO,966052001,NARINO,PASTO,103080,4020,88279.53,34460.91,9620.68,0,471.9,161.55,,
469,EMPRESA DE SERVICIOS PUBLICOS DE TAME  CARIBABARE E.S.P.,2016,MAYO,966181794,ARAUCA,TAME,8215,0,79289.5,155415.58,779.67,0,62.37,61.6,,
469,EMPRESA DE SERVICIOS PUBLICOS DE TAME  CARIBABARE E.S.P.,2016,JUNIO,966181794,ARAUCA,TAME,8215,0,79289.5,155415.58,779.67,0,62.37,61.2,,
469,EMPRESA DE SERVICIOS PUBLICOS DE TAME  CARIBABARE E.S.P.,2017,MAYO,966181794,ARAUCA,TAME,9081,742,79289.5,155445.58,596.7,0,47.73,52.37,,
469,EMPRESA DE SERVICIOS PUBLICOS DE TAME  CARIBABARE E.S.P.,2018,JUNIO,966181794,ARAUCA,TAME,9489,775,86601.29,168606.69,611.68,0,48.6,52.33,,
2403,EMPRESAS PUBLICAS DE CAICEDONIA E.S.P.,2018,AGOSTO,382476122,VALLE DEL CAUCA,CAICEDONIA,6580,105,76427.05,88321.85,315.63,0,28.6,7.15,,
3364,TERRANOVA SERVICIOS S.A. E.S.P,2018,MAYO,338176364,VALLE DEL CAUCA,JAMUNDI,7450,1265,162058,28620.52,293.93,0,23.514,0,,
20550,ECOPROCESOS HÁBITAT LÍMPIO S. EN C.A. E.S.P.,2018,MAYO,254425473,CUNDINAMARCA,MOSQUERA,16399,100,78943,24352,3245.51,0,83.79,0,,
20550,ECOPROCESOS HÁBITAT LÍMPIO S. EN C.A. E.S.P.,2018,AGOSTO,254425473,CUNDINAMARCA,MOSQUERA,22569,222,78943,24352,3046.36,0,86.94,0,,
2338,"CORPORACION ACUEDUCTO MULTIVEREDAL CARMIN, CUCHILLAS, MAMPUESTO Y ANEXOS",2018,AGOSTO,699005615,ANTIOQUIA,RIONEGRO,8213,69,179318,30848,589.23,0,15.73,2,,
22715,URBASER SOACHA S.A. E.S.P.,2018,AGOSTO,359225754,CUNDINAMARCA,SOACHA,172620,3429,78217.31,28830.63,12041.64,0,1084.12,575.44,,
635,EMPRESAS PUBLICAS DE PUERTO BOYACA E.S.P.,2018,AGOSTO,10715572,BOYACA,PUERTO BOYACA,11905,613,158618.92,51330,584.98,0,30.12,48.28,,
2043,ENVIASEO E.S.P.,2018,AGOSTO,314105266,ANTIOQUIA,ENVIGADO,84674,69,131820.05,28483.32,5271.73,1.3,345.74,13.05,,
403,EMPRESA DE SERVICIOS PUBLICOS DE FUSAGASUGA E.S.P,2018,AGOSTO,164525290,CUNDINAMARCA,FUSAGASUGA,41257,4338,135343.62,28648.25,2632.72,0,197.46,25.42,,
2682,VEOLIA ASEO SUR OCCIDENTE S.A.  E.S.P.,2018,AGOSTO,718976895,VALLE DEL CAUCA,ZARZAL,9287,205,136955,32987,658,0,15,0,,
2690,BIOGER S.A.S. E.S.P.,2018,AGOSTO,651113836,BOLIVAR,TURBACO,22117,663,90838.5,22199.32,2220.97,0,17.16,1,,
20318,ASEO ESPECIAL SOLEDAD S.A.S.  E.S.P. ,2018,AGOSTO,388308758,ATLANTICO,SOLEDAD,103308,216,107551.98,33127.72,11940.753,0.003,685.482,31.455,,
3383,SERVICIOS AMBIENTALES S.A.  E.S.P.,2019,ENERO,748873275,TOLIMA,FLANDES,4927,84,149636.45,34918.42,183.73,0,12.86,0,,
96,EMPRESA DE SERVICIOS PÚBLICOS DE EL CARMEN DE VIBORAL E.S.P.,2019,ENERO,440305148,ANTIOQUIA,EL CARMEN DE VIBORAL,9819,0,83261.37,146082,560.32,0,0,0,,
111,EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.,2019,ENERO,440405001,ANTIOQUIA,MEDELLIN,790902,89,127999.88,28806.75,52571.52,0,1694.87,0,,
22087,FUTURASEO S.A.S E.S.P,2017,NOVIEMBRE,1137605154,ANTIOQUIA,CAUCASIA,23000,0,0,0,45.8,0,0,0,,
22087,FUTURASEO S.A.S E.S.P,2017,DICIEMBRE,1137605154,ANTIOQUIA,CAUCASIA,23000,0,0,0,42.01,0,0,0,,
22087,FUTURASEO S.A.S E.S.P,2018,MARZO,1137605154,ANTIOQUIA,CAUCASIA,22349,0,84078.47,40559.7,1350,0,32,0,,
22087,FUTURASEO S.A.S E.S.P,2018,ABRIL,1137605154,ANTIOQUIA,CAUCASIA,22349,0,84078.47,40559.7,1350,0,32,0,,
36657,EL CERRITO LIMPIO S.A.S ESP,2018,ABRIL,1115076248,VALLE DEL CAUCA,EL CERRITO,13451,0,111353,27151,1079.69,0,15,0,,
20318,ASEO ESPECIAL SOLEDAD S.A.S.  E.S.P. ,2019,ENERO,388308758,ATLANTICO,SOLEDAD,103514,319,111101,33461.79,11913.492,0,693.448,31.245,,
20387,LIMPIEZA URBANA S.A. E.S.P.,2019,ENERO,852168547,SANTANDER,PIEDECUESTA,5786,107,125311.99,27739,333.722,0,13.76,0,,
20592,CORASEO S.A. E.S.P.,2019,ENERO,488523162,CORDOBA,CERETE,1725,1,110993.25,40668.11,125.105,0,4.16,0,,
20592,CORASEO S.A. E.S.P.,2019,ENERO,488623189,CORDOBA,CIENAGA DE ORO,5855,32,133259.75,33469.25,524.38,0,20.28,0,,
1876,EMPRESA METROPOLITANA DE ASEO DE PASTO S.A.  E.S.P. ,2019,ENERO,966052001,NARINO,PASTO,105102,4947,89307.26,34962.23,10026.68,0,476.24,195.05,,
2018,VEOLIA ASEO PRADERA S.A.S. E.S.P.,2019,ENERO,166176563,VALLE DEL CAUCA,PRADERA,10917,578,150849,33680,840.9,0,17.9,0,,
1830,RIO ASEO TOTAL S.A. E.S.P.,2016,OCTUBRE,1062805615,ANTIOQUIA,RIONEGRO,35675,136,141131.44,26557.24,2404.24,0,94.07,41.57,,
1830,RIO ASEO TOTAL S.A. E.S.P.,2016,DICIEMBRE,1062805615,ANTIOQUIA,RIONEGRO,35675,136,141131.44,26557.24,2404.24,0,94.07,41.57,,
1830,RIO ASEO TOTAL S.A. E.S.P.,2017,AGOSTO,1062805615,ANTIOQUIA,RIONEGRO,37255,131,145615.49,27496.94,2442.52,0,97.7,73.28,,
1873,TRASH BUSTERS S.A.  E.S.P.,2016,JULIO,985688001,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",SAN ANDRES,17283,808,80613.3,81046.7,2097.16,0,120.03,52.87,,
2044,INTERASEO S.A.S.  E.S.P.,2019,ENERO,650208433,ATLANTICO,MALAMBO,13397,31,102429.18,33461.79,2866.622,0,205.695,15.76,,
1873,TRASH BUSTERS S.A.  E.S.P.,2017,MARZO,985688001,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",SAN ANDRES,18774,1143,84331,84323,2023.01,0,135.8,43.73,,
1873,TRASH BUSTERS S.A.  E.S.P.,2018,MARZO,985688001,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",SAN ANDRES,19306,1642,84082,91292,2132.6,0,138.95,72.48,,
1873,TRASH BUSTERS S.A.  E.S.P.,2018,NOVIEMBRE,985688001,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",SAN ANDRES,19571,1771,84469,91292,1697.47,0,128.19,66.35,,
3304,SERVIASEO S.A.  E.S.P.,2019,ENERO,908013244,BOLIVAR,EL CARMEN DE BOLIVAR,10892,683,101645.22,45847.11,883.89,0,10.21,0,,
732,EMPRESAS PUBLICAS DE ARMENIA ,2019,ENERO,242463001,QUINDIO,ARMENIA,109235,1854,98249,37685.1,6647.46,0.72,92.03,326.82,,
23311,NEPSA DEL QUINDIO EMPRESA REGIONAL DE SERVICIOS PÚBLICOS S.A. ESP,2019,ENERO,438563594,QUINDIO,QUIMBAYA,8338,2,126905.55,37685.1,501.6,0,37.74,0,,
25659,URBASER POPAYAN S.A. E.S.P.,2019,ENERO,358419001,CAUCA,POPAYAN,92535,1745,92722.27,41447.29,7233.2,0,275.7,276.62,,
2690,BIOGER S.A.S. E.S.P.,2019,ENERO,651020228,CESAR,CURUMANI,6380,127,150163.89,63554.45,619.12,0,7.68,0,,
3280,AGUAS NACIONALES EPM S.A E.S.P.,2019,ENERO,620127001,CHOCO,QUIBDO,32407,132,75270,0,2518,0,126,0,,
111,EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.,2019,ENERO,441105212,ANTIOQUIA,COPACABANA,4,0,127999.88,28806.75,77.65,0,0,0,,
22714,URBASER DUITAMA S.A. E.S.P.,2019,ENERO,374415238,BOYACA,DUITAMA,41051,2161,116029.11,38689.43,2274.23,0,225.18,56.28,,
20658,EMPRESA ASOCIATIVA DE TRABAJO MUCAF E.S.P. ,2018,JUNIO,424268081,SANTANDER,BARRANCABERMEJA,1899,1,10274,4577,3,1,1,0,,
20579,OCCIDENTE LIMPIO S.A.S E.S.P.,2018,JULIO,835505042,ANTIOQUIA,SANTA FE DE ANTIOQUIA,9276,46,177743.81,23190.59,439.01,0,32.85,1.23,,
22322,AGUAS DEL NORTE ANTIOQUEÑO S.A E.S.P,2018,JUNIO,623805887,ANTIOQUIA,YARUMAL,9640,209,108085.5,161190.75,340.22,0,12.22,0,,
22322,AGUAS DEL NORTE ANTIOQUEÑO S.A E.S.P,2018,JULIO,623805887,ANTIOQUIA,YARUMAL,9730,206,112258.62,164360.06,332.77,0,9.06,0,,
1868,VEOLIA ASEO BUGA  S.A.  E.S.P.,2018,JUNIO,398176111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,35721,676,85941,32148,2664,0,119,32,,
2199,ASEO GIRARDOTA S.A.S E.S.P.,2018,JULIO,242105308,ANTIOQUIA,GIRARDOTA,9601,25,119364.11,28483.32,803.925,0,27.675,0,,
22669,EMPRESA DE SERVICIOS PUBLICOS DE VILLANUEVA ESPAVI S.A. E.S.P.,2018,MARZO,951885440,CASANARE,VILLANUEVA,5941,34,78151,159515,417,0,59,56,,
25691,ECONATURAL S.A.S  E.S.P,2016,JULIO,946168307,SANTANDER,GIRON,11804,34,80554,25205,1106.3,0,51.57,0,,
20300,URBASER MONTENEGRO S.A E.S.P.,2018,JUNIO,176163470,QUINDIO,MONTENEGRO,10351,67,93445.12,34928.91,749.23,0,37.48,0,,
2460,PRO-AMBIENTALES  S.A  E.S.P.,2017,ABRIL,956176001,VALLE DEL CAUCA,CALI,157,0,166199,27152.75,199.64,0,0,0,,
2460,PRO-AMBIENTALES  S.A  E.S.P.,2017,AGOSTO,956176001,VALLE DEL CAUCA,CALI,157,0,159825,28257,192.34,0,0,0,,
2460,PRO-AMBIENTALES  S.A  E.S.P.,2017,SEPTIEMBRE,956176001,VALLE DEL CAUCA,CALI,157,0,159825,28257,192.34,0,0,0,,
2460,PRO-AMBIENTALES  S.A  E.S.P.,2018,MAYO,956176001,VALLE DEL CAUCA,CALI,156,0,176994,28621,189.72,0,0,0,,
21785,URBASER TUNJA S.A.  E.S.P.,2018,JUNIO,372815001,BOYACA,TUNJA,62081,543,70622.26,40170.62,4199.74,0,461.24,115.02,,
2044,INTERASEO S.A.S.  E.S.P.,2018,JUNIO,648844001,LA GUAJIRA,RIOHACHA,33187,245,83011.04,53775.45,4036.693,0.063,193.862,44.095,,
722,ACUASAN E.I.C.E  E.S.P,2018,JUNIO,246368679,SANTANDER,SAN GIL,18199,1209,93845.56,127137.57,1182.23,3.34,1.32,4.86,,
722,ACUASAN E.I.C.E  E.S.P,2018,JULIO,246368679,SANTANDER,SAN GIL,18199,1209,91023.82,127137.57,1182.23,3.34,1.32,4.86,,
2405,EMPRESA METROPOLITANA DE ASEO DE OCCIDENTE S.A.  E.S.P.,2018,JUNIO,20117042,CALDAS,ANSERMA,7426,551,117090.01,32686.49,402.75,0,16,0,,
2405,EMPRESA METROPOLITANA DE ASEO DE OCCIDENTE S.A.  E.S.P.,2018,JULIO,20117042,CALDAS,ANSERMA,7511,660,119043.78,33761.02,397.77,0,10.89,0,,
1001,EMPRESAS PUBLICAS MUNICIPALES DE MALAGA  E.S.P.,2016,JUNIO,964268432,SANTANDER,MALAGA,4925,20,78463.98,74992.57,293.36,1.82,17.31,0,,
1001,EMPRESAS PUBLICAS MUNICIPALES DE MALAGA  E.S.P.,2017,DICIEMBRE,964268432,SANTANDER,MALAGA,5256,57,85377.07,81418.25,281.75,1.2,14.09,0,,
1780,EMPRESA DE SERVICIOS PUBLICOS DE CHAPARRAL E.S.P.,2018,JUNIO,712373168,TOLIMA,CHAPARRAL,8932,0,89657.59,139896,466,0,9.2,0,,
28511,EMPRESA METROPOLITANA DE ASEO DEL PUTUMAYO S.A.S. E.S.P.,2018,JULIO,675286001,PUTUMAYO,MOCOA,7643,172,72953.02,88532.58,811.74,0,61.95,0,,
2268,EMPRESAS PUBLICAS DEL MUNICIPIO DE EL SANTUARIO E.S.P.,2016,JUNIO,28905697,ANTIOQUIA,EL SANTUARIO,8113,154,81052.99,154418.14,420.265,0,11.205,0,,
2268,EMPRESAS PUBLICAS DEL MUNICIPIO DE EL SANTUARIO E.S.P.,2016,SEPTIEMBRE,28905697,ANTIOQUIA,EL SANTUARIO,8193,155,80602.28,154418.14,430.327,0,17.586,0,,
2268,EMPRESAS PUBLICAS DEL MUNICIPIO DE EL SANTUARIO E.S.P.,2017,DICIEMBRE,28905697,ANTIOQUIA,EL SANTUARIO,8451,165,83460.54,159515.29,429.022,0,14.312,0,,
1874,AMBIENTAR E.S.P. S.A.,2016,SEPTIEMBRE,960795001,GUAVIARE,SAN JOSE DEL GUAVIARE,9880,654,15725.52,14259,839.47,0,68.86,0,,
1874,AMBIENTAR E.S.P. S.A.,2016,OCTUBRE,960795001,GUAVIARE,SAN JOSE DEL GUAVIARE,9996,653,15725.52,14259,833.86,0,73.25,0,,
1874,AMBIENTAR E.S.P. S.A.,2017,MARZO,960795001,GUAVIARE,SAN JOSE DEL GUAVIARE,10090,678,14091.71,16817.87,854.79,0,75.73,0,,
1874,AMBIENTAR E.S.P. S.A.,2017,MAYO,960795001,GUAVIARE,SAN JOSE DEL GUAVIARE,10284,646,14091.71,16817.87,850.84,0,76.05,0,,
1874,AMBIENTAR E.S.P. S.A.,2017,SEPTIEMBRE,960795001,GUAVIARE,SAN JOSE DEL GUAVIARE,10353,735,13551.15,17106.36,898.89,0,79.72,0,,
1874,AMBIENTAR E.S.P. S.A.,2017,NOVIEMBRE,960795001,GUAVIARE,SAN JOSE DEL GUAVIARE,10340,784,13551.15,17106.36,947.29,0,80.59,0,,
20593,PACARIBE S.A E.S.P,2018,JULIO,314713001,BOLIVAR,CARTAGENA DE INDIAS,152194,3003,103779,27451,19329.94,0,984.06,114.13,,
21682,ECOLOGIA Y ENTORNO S.A.S  E.S.P. - ECOENTORNO,2018,OCTUBRE,1106625286,CUNDINAMARCA,FUNZA,1,0,64749,29743,101,0,0,0,,
3339,LIMPIEZA METROPOLITANA S.A E.S.P.,2018,FEBRERO,972011001,"BOGOTA, D.C.","BOGOTA, D.C.",795664,1965,90000.25,21559.11,67216.8,0,3520.24,1027.56,,
1874,AMBIENTAR E.S.P. S.A.,2018,SEPTIEMBRE,960795001,GUAVIARE,SAN JOSE DEL GUAVIARE,11480,581,14749.52,17079.88,939.7,0,75.31,0,,
2866,VEOLIA ASEO NORTE DE SANTANDER SAS ESP,2018,SEPTIEMBRE,366485001,CASANARE,YOPAL,15753,432,98069,49498,1612,0,117,0,,
2044,INTERASEO S.A.S.  E.S.P.,2018,SEPTIEMBRE,649470001,SUCRE,SINCELEJO,64585,704,79128.32,36170.35,5872.337,0.362,289.782,33.483,,
2044,INTERASEO S.A.S.  E.S.P.,2018,SEPTIEMBRE,650008520,ATLANTICO,PALMAR DE VARELA,4913,18,98625.27,27737.15,571.253,0.003,26.315,0,,
2614,CIUDAD LIMPIA BOGOTÁ S.A. E.S.P.,2018,SEPTIEMBRE,877611001,"BOGOTA, D.C.","BOGOTA, D.C.",474561,2297,75053.45,20016.53,38641.65,0,1883.64,1246.89,,
2044,INTERASEO S.A.S.  E.S.P.,2018,SEPTIEMBRE,649747053,MAGDALENA,ARACATACA,6340,31,100637.97,74184.12,520.825,0,10.192,0,,
3304,SERVIASEO S.A.  E.S.P.,2018,SEPTIEMBRE,907770215,SUCRE,COROZAL,11906,231,73104.01,45836.61,1220,0,13.89,0,,
2044,INTERASEO S.A.S.  E.S.P.,2018,SEPTIEMBRE,650208433,ATLANTICO,MALAMBO,13602,20,99077.84,33127.72,2925.805,0.008,270.347,16.143,,
111,EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.,2018,SEPTIEMBRE,441205631,ANTIOQUIA,SABANETA,4,0,124393.36,28483.32,29.618,0,0,0,,
111,EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.,2018,SEPTIEMBRE,441005380,ANTIOQUIA,LA ESTRELLA,3,0,124393.36,28483.32,15.1,0,0,0,,
1164,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE PITALITO E.S.P.,2016,MAYO,1048541551,HUILA,PITALITO,22186,256,70844,66755.98,185.37,0,72.52,0,,
1164,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE PITALITO E.S.P.,2017,ABRIL,1048541551,HUILA,PITALITO,22186,256,70844,66755.98,185.37,0,72.52,0,,
1164,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE PITALITO E.S.P.,2018,MARZO,1048541551,HUILA,PITALITO,24483,311,72382.13,102271.14,1718.17,0,95.11,0,,
729,EMPRESA DE SERVICIOS PÚBLICOS DE LA VIRGINIA E.S.P.,2017,MAYO,1088466400,RISARALDA,LA VIRGINIA,8422,165,119150.22,25486.76,471,0,17.1,2.44,,
729,EMPRESA DE SERVICIOS PÚBLICOS DE LA VIRGINIA E.S.P.,2017,JUNIO,1088466400,RISARALDA,LA VIRGINIA,8422,165,119150.22,25486.76,471,0,17.1,2.44,,
729,EMPRESA DE SERVICIOS PÚBLICOS DE LA VIRGINIA E.S.P.,2017,NOVIEMBRE,1088466400,RISARALDA,LA VIRGINIA,8533,156,120077.35,27327.78,469.3,0,17.1,2.44,,
729,EMPRESA DE SERVICIOS PÚBLICOS DE LA VIRGINIA E.S.P.,2018,ABRIL,1088466400,RISARALDA,LA VIRGINIA,8574,159,123136.78,27233.99,522.1,0,22.1,8.3,,
729,EMPRESA DE SERVICIOS PÚBLICOS DE LA VIRGINIA E.S.P.,2018,NOVIEMBRE,1088466400,RISARALDA,LA VIRGINIA,8588,181,123136.78,28200.14,496.6,0,21,7.9,,
2044,INTERASEO S.A.S.  E.S.P.,2016,JUNIO,976044279,LA GUAJIRA,FONSECA,5446,87,89900.4,88025.53,738.717,0,36.952,0,,
2044,INTERASEO S.A.S.  E.S.P.,2017,ENERO,976044279,LA GUAJIRA,FONSECA,5509,102,89571.98,77562.01,867.433,0,43.383,0,,
2044,INTERASEO S.A.S.  E.S.P.,2018,DICIEMBRE,976044279,LA GUAJIRA,FONSECA,5518,118,97304.13,71521.86,871.008,0,43.577,0,,
639,EMPRESA DE SERVICIOS PUBLICOS DE AGUAZUL S.A. E.S.P.  ,2016,JULIO,1038885010,CASANARE,AGUAZUL,7091,288,90365.55,154422.23,393.59,0,1.97,0,,
639,EMPRESA DE SERVICIOS PUBLICOS DE AGUAZUL S.A. E.S.P.  ,2016,AGOSTO,1038885010,CASANARE,AGUAZUL,7245,288,90365.55,154422.23,470.83,0,2.41,0,,
639,EMPRESA DE SERVICIOS PUBLICOS DE AGUAZUL S.A. E.S.P.  ,2016,SEPTIEMBRE,1038885010,CASANARE,AGUAZUL,7259,288,90365.55,154422.23,502.44,0,2.53,0,,
639,EMPRESA DE SERVICIOS PUBLICOS DE AGUAZUL S.A. E.S.P.  ,2016,NOVIEMBRE,1038885010,CASANARE,AGUAZUL,7573,288,90365.55,154422.23,523.37,0,2.66,0,,
639,EMPRESA DE SERVICIOS PUBLICOS DE AGUAZUL S.A. E.S.P.  ,2017,AGOSTO,1038885010,CASANARE,AGUAZUL,7621,288,90365.55,154422.23,486.18,0,21.36,0,,
639,EMPRESA DE SERVICIOS PUBLICOS DE AGUAZUL S.A. E.S.P.  ,2018,NOVIEMBRE,1038885010,CASANARE,AGUAZUL,7905,288,90365.55,154422.23,539.98,0,0,0,,
3328,SERVICIOS INTEGRALES EFECTIVOS S.A.  E.S.P.,2016,DICIEMBRE,996018001,CAQUETA,FLORENCIA,42885,557,83935.7,57916,4067.5,0,0,0,,
3328,SERVICIOS INTEGRALES EFECTIVOS S.A.  E.S.P.,2017,OCTUBRE,996018001,CAQUETA,FLORENCIA,42885,557,87999.34,57297,3686.03,0,0,0,,
3328,SERVICIOS INTEGRALES EFECTIVOS S.A.  E.S.P.,2018,ENERO,996018001,CAQUETA,FLORENCIA,42885,557,90915.6,56896,3818.88,0,0,0,,
3328,SERVICIOS INTEGRALES EFECTIVOS S.A.  E.S.P.,2018,MARZO,996018001,CAQUETA,FLORENCIA,42885,557,90915.6,56896,3750.17,0,0,0,,
3328,SERVICIOS INTEGRALES EFECTIVOS S.A.  E.S.P.,2018,OCTUBRE,996018001,CAQUETA,FLORENCIA,42885,557,92585.4,56471,3773.05,0,0,0,,
22581,REGION LIMPIA S.A. ESP,2018,FEBRERO,998068077,SANTANDER,BARBOSA,8097,226,157954.69,40134.66,589.85,0,18.565,2.076,,
22581,REGION LIMPIA S.A. ESP,2018,MARZO,998068077,SANTANDER,BARBOSA,8097,226,157940.83,39367.22,589.85,0,18.565,2.076,,
22581,REGION LIMPIA S.A. ESP,2018,JULIO,998068077,SANTANDER,BARBOSA,8568,234,157632.42,37513.25,591.278,0,19.636,2.259,,
