DP;DPNOM;DPMP;MPIO;AÑO;ÁREA GEOGRÁFICA;Total
73;Tolima;73461;Murillo;2018;Centros Poblados y Rural Disperso;2.355
73;Tolima;73461;Murillo;2018;Total;4.113
73;Tolima;73461;Murillo;2019;Cabecera Municipal;1.760
73;Tolima;73461;Murillo;2019;Centros Poblados y Rural Disperso;2.369
73;Tolima;73461;Murillo;2019;Total;4.129
73;Tolima;73461;Murillo;2020;Cabecera Municipal;1.761
73;Tolima;73461;Murillo;2020;Centros Poblados y Rural Disperso;2.382
73;Tolima;73461;Murillo;2020;Total;4.143
73;Tolima;73461;Murillo;2021;Cabecera Municipal;1.781
73;Tolima;73461;Murillo;2021;Centros Poblados y Rural Disperso;2.374
73;Tolima;73461;Murillo;2021;Total;4.155
73;Tolima;73461;Murillo;2022;Cabecera Municipal;1.798
73;Tolima;73461;Murillo;2022;Centros Poblados y Rural Disperso;2.366
73;Tolima;73461;Murillo;2022;Total;4.164
73;Tolima;73461;Murillo;2023;Cabecera Municipal;1.817
73;Tolima;73461;Murillo;2023;Centros Poblados y Rural Disperso;2.357
73;Tolima;73461;Murillo;2023;Total;4.174
73;Tolima;73461;Murillo;2024;Cabecera Municipal;1.821
73;Tolima;73461;Murillo;2024;Centros Poblados y Rural Disperso;2.347
73;Tolima;73461;Murillo;2024;Total;4.168
73;Tolima;73461;Murillo;2025;Cabecera Municipal;1.829
73;Tolima;73461;Murillo;2025;Centros Poblados y Rural Disperso;2.336
73;Tolima;73461;Murillo;2025;Total;4.165
73;Tolima;73461;Murillo;2026;Cabecera Municipal;1.829
73;Tolima;73461;Murillo;2026;Centros Poblados y Rural Disperso;2.335
73;Tolima;73461;Murillo;2026;Total;4.164
73;Tolima;73461;Murillo;2027;Cabecera Municipal;1.845
73;Tolima;73461;Murillo;2027;Centros Poblados y Rural Disperso;2.333
73;Tolima;73461;Murillo;2027;Total;4.178
73;Tolima;73461;Murillo;2028;Cabecera Municipal;1.846
73;Tolima;73461;Murillo;2028;Centros Poblados y Rural Disperso;2.341
73;Tolima;73461;Murillo;2028;Total;4.187
73;Tolima;73461;Murillo;2029;Cabecera Municipal;1.855
73;Tolima;73461;Murillo;2029;Centros Poblados y Rural Disperso;2.337
73;Tolima;73461;Murillo;2029;Total;4.192
73;Tolima;73461;Murillo;2030;Cabecera Municipal;1.864
73;Tolima;73461;Murillo;2030;Centros Poblados y Rural Disperso;2.332
73;Tolima;73461;Murillo;2030;Total;4.196
73;Tolima;73461;Murillo;2031;Cabecera Municipal;1.866
73;Tolima;73461;Murillo;2031;Centros Poblados y Rural Disperso;2.339
73;Tolima;73461;Murillo;2031;Total;4.205
73;Tolima;73461;Murillo;2032;Cabecera Municipal;1.871
73;Tolima;73461;Murillo;2032;Centros Poblados y Rural Disperso;2.337
73;Tolima;73461;Murillo;2032;Total;4.208
73;Tolima;73461;Murillo;2033;Cabecera Municipal;1.874
73;Tolima;73461;Murillo;2033;Centros Poblados y Rural Disperso;2.335
73;Tolima;73461;Murillo;2033;Total;4.209
73;Tolima;73461;Murillo;2034;Cabecera Municipal;1.883
73;Tolima;73461;Murillo;2034;Centros Poblados y Rural Disperso;2.336
73;Tolima;73461;Murillo;2034;Total;4.219
73;Tolima;73461;Murillo;2035;Cabecera Municipal;1.877
73;Tolima;73461;Murillo;2035;Centros Poblados y Rural Disperso;2.338
73;Tolima;73461;Murillo;2035;Total;4.215
73;Tolima;73483;Natagaima;2018;Cabecera Municipal;7.841
73;Tolima;73483;Natagaima;2018;Centros Poblados y Rural Disperso;6.994
73;Tolima;73483;Natagaima;2018;Total;14.835
73;Tolima;73483;Natagaima;2019;Cabecera Municipal;7.889
73;Tolima;73483;Natagaima;2019;Centros Poblados y Rural Disperso;6.833
73;Tolima;73483;Natagaima;2019;Total;14.722
73;Tolima;73483;Natagaima;2020;Cabecera Municipal;7.934
73;Tolima;73483;Natagaima;2020;Centros Poblados y Rural Disperso;6.738
73;Tolima;73483;Natagaima;2020;Total;14.672
73;Tolima;73483;Natagaima;2021;Cabecera Municipal;7.999
73;Tolima;73483;Natagaima;2021;Centros Poblados y Rural Disperso;6.714
73;Tolima;73483;Natagaima;2021;Total;14.713
73;Tolima;73483;Natagaima;2022;Cabecera Municipal;8.055
73;Tolima;73483;Natagaima;2022;Centros Poblados y Rural Disperso;6.691
73;Tolima;73483;Natagaima;2022;Total;14.746
73;Tolima;73483;Natagaima;2023;Cabecera Municipal;8.113
73;Tolima;73483;Natagaima;2023;Centros Poblados y Rural Disperso;6.667
73;Tolima;73483;Natagaima;2023;Total;14.780
73;Tolima;73483;Natagaima;2024;Cabecera Municipal;8.163
73;Tolima;73483;Natagaima;2024;Centros Poblados y Rural Disperso;6.648
73;Tolima;73483;Natagaima;2024;Total;14.811
73;Tolima;73483;Natagaima;2025;Cabecera Municipal;8.199
73;Tolima;73483;Natagaima;2025;Centros Poblados y Rural Disperso;6.634
73;Tolima;73483;Natagaima;2025;Total;14.833
73;Tolima;73483;Natagaima;2026;Cabecera Municipal;8.232
73;Tolima;73483;Natagaima;2026;Centros Poblados y Rural Disperso;6.624
73;Tolima;73483;Natagaima;2026;Total;14.856
73;Tolima;73483;Natagaima;2027;Cabecera Municipal;8.268
73;Tolima;73483;Natagaima;2027;Centros Poblados y Rural Disperso;6.612
73;Tolima;73483;Natagaima;2027;Total;14.880
73;Tolima;73483;Natagaima;2028;Cabecera Municipal;8.302
73;Tolima;73483;Natagaima;2028;Centros Poblados y Rural Disperso;6.619
73;Tolima;73483;Natagaima;2028;Total;14.921
73;Tolima;73483;Natagaima;2029;Cabecera Municipal;8.330
73;Tolima;73483;Natagaima;2029;Centros Poblados y Rural Disperso;6.617
73;Tolima;73483;Natagaima;2029;Total;14.947
73;Tolima;73483;Natagaima;2030;Cabecera Municipal;8.344
73;Tolima;73483;Natagaima;2030;Centros Poblados y Rural Disperso;6.624
73;Tolima;73483;Natagaima;2030;Total;14.968
73;Tolima;73483;Natagaima;2031;Cabecera Municipal;8.358
73;Tolima;73483;Natagaima;2031;Centros Poblados y Rural Disperso;6.626
73;Tolima;73483;Natagaima;2031;Total;14.984
73;Tolima;73483;Natagaima;2032;Cabecera Municipal;8.374
73;Tolima;73483;Natagaima;2032;Centros Poblados y Rural Disperso;6.639
73;Tolima;73483;Natagaima;2032;Total;15.013
73;Tolima;73483;Natagaima;2033;Cabecera Municipal;8.394
73;Tolima;73483;Natagaima;2033;Centros Poblados y Rural Disperso;6.645
73;Tolima;73483;Natagaima;2033;Total;15.039
73;Tolima;73483;Natagaima;2034;Cabecera Municipal;8.406
73;Tolima;73483;Natagaima;2034;Centros Poblados y Rural Disperso;6.638
73;Tolima;73483;Natagaima;2034;Total;15.044
73;Tolima;73483;Natagaima;2035;Cabecera Municipal;8.420
73;Tolima;73483;Natagaima;2035;Centros Poblados y Rural Disperso;6.634
73;Tolima;73483;Natagaima;2035;Total;15.054
73;Tolima;73504;Ortega;2018;Cabecera Municipal;6.946
73;Tolima;73504;Ortega;2018;Centros Poblados y Rural Disperso;27.661
73;Tolima;73504;Ortega;2018;Total;34.607
73;Tolima;73504;Ortega;2019;Cabecera Municipal;6.991
73;Tolima;73504;Ortega;2019;Centros Poblados y Rural Disperso;27.462
73;Tolima;73504;Ortega;2019;Total;34.453
73;Tolima;73504;Ortega;2020;Cabecera Municipal;7.033
73;Tolima;73504;Ortega;2020;Centros Poblados y Rural Disperso;27.287
73;Tolima;73504;Ortega;2020;Total;34.320
73;Tolima;73504;Ortega;2021;Cabecera Municipal;7.226
73;Tolima;73504;Ortega;2021;Centros Poblados y Rural Disperso;27.190
73;Tolima;73504;Ortega;2021;Total;34.416
73;Tolima;73504;Ortega;2022;Cabecera Municipal;7.398
73;Tolima;73504;Ortega;2022;Centros Poblados y Rural Disperso;27.096
73;Tolima;73504;Ortega;2022;Total;34.494
73;Tolima;73504;Ortega;2023;Cabecera Municipal;7.574
73;Tolima;73504;Ortega;2023;Centros Poblados y Rural Disperso;27.000
73;Tolima;73504;Ortega;2023;Total;34.574
73;Tolima;73504;Ortega;2024;Cabecera Municipal;7.620
73;Tolima;73504;Ortega;2024;Centros Poblados y Rural Disperso;26.917
73;Tolima;73504;Ortega;2024;Total;34.537
73;Tolima;73504;Ortega;2025;Cabecera Municipal;7.645
73;Tolima;73504;Ortega;2025;Centros Poblados y Rural Disperso;26.860
73;Tolima;73504;Ortega;2025;Total;34.505
73;Tolima;73504;Ortega;2026;Cabecera Municipal;7.691
73;Tolima;73504;Ortega;2026;Centros Poblados y Rural Disperso;26.815
73;Tolima;73504;Ortega;2026;Total;34.506
73;Tolima;73504;Ortega;2027;Cabecera Municipal;7.712
73;Tolima;73504;Ortega;2027;Centros Poblados y Rural Disperso;26.802
73;Tolima;73504;Ortega;2027;Total;34.514
73;Tolima;73504;Ortega;2028;Cabecera Municipal;7.743
73;Tolima;73504;Ortega;2028;Centros Poblados y Rural Disperso;26.787
73;Tolima;73504;Ortega;2028;Total;34.530
73;Tolima;73504;Ortega;2029;Cabecera Municipal;7.764
73;Tolima;73504;Ortega;2029;Centros Poblados y Rural Disperso;26.789
73;Tolima;73504;Ortega;2029;Total;34.553
73;Tolima;73504;Ortega;2030;Cabecera Municipal;7.785
73;Tolima;73504;Ortega;2030;Centros Poblados y Rural Disperso;26.808
73;Tolima;73504;Ortega;2030;Total;34.593
73;Tolima;73504;Ortega;2031;Cabecera Municipal;7.805
73;Tolima;73504;Ortega;2031;Centros Poblados y Rural Disperso;26.839
73;Tolima;73504;Ortega;2031;Total;34.644
73;Tolima;73504;Ortega;2032;Cabecera Municipal;7.820
73;Tolima;73504;Ortega;2032;Centros Poblados y Rural Disperso;26.861
73;Tolima;73504;Ortega;2032;Total;34.681
73;Tolima;73504;Ortega;2033;Cabecera Municipal;7.838
73;Tolima;73504;Ortega;2033;Centros Poblados y Rural Disperso;26.894
73;Tolima;73504;Ortega;2033;Total;34.732
73;Tolima;73504;Ortega;2034;Cabecera Municipal;7.847
73;Tolima;73504;Ortega;2034;Centros Poblados y Rural Disperso;26.915
73;Tolima;73504;Ortega;2034;Total;34.762
73;Tolima;73504;Ortega;2035;Cabecera Municipal;7.851
73;Tolima;73504;Ortega;2035;Centros Poblados y Rural Disperso;26.920
73;Tolima;73504;Ortega;2035;Total;34.771
73;Tolima;73520;Palocabildo;2018;Cabecera Municipal;3.000
73;Tolima;73520;Palocabildo;2018;Centros Poblados y Rural Disperso;6.730
73;Tolima;73520;Palocabildo;2018;Total;9.730
73;Tolima;73520;Palocabildo;2019;Cabecera Municipal;3.030
73;Tolima;73520;Palocabildo;2019;Centros Poblados y Rural Disperso;6.743
73;Tolima;73520;Palocabildo;2019;Total;9.773
73;Tolima;73520;Palocabildo;2020;Cabecera Municipal;3.061
73;Tolima;73520;Palocabildo;2020;Centros Poblados y Rural Disperso;6.753
73;Tolima;73520;Palocabildo;2020;Total;9.814
73;Tolima;73520;Palocabildo;2021;Cabecera Municipal;3.113
73;Tolima;73520;Palocabildo;2021;Centros Poblados y Rural Disperso;6.730
73;Tolima;73520;Palocabildo;2021;Total;9.843
73;Tolima;73520;Palocabildo;2022;Cabecera Municipal;3.159
73;Tolima;73520;Palocabildo;2022;Centros Poblados y Rural Disperso;6.707
73;Tolima;73520;Palocabildo;2022;Total;9.866
73;Tolima;73520;Palocabildo;2023;Cabecera Municipal;3.206
73;Tolima;73520;Palocabildo;2023;Centros Poblados y Rural Disperso;6.683
73;Tolima;73520;Palocabildo;2023;Total;9.889
73;Tolima;73520;Palocabildo;2024;Cabecera Municipal;3.222
73;Tolima;73520;Palocabildo;2024;Centros Poblados y Rural Disperso;6.660
73;Tolima;73520;Palocabildo;2024;Total;9.882
73;Tolima;73520;Palocabildo;2025;Cabecera Municipal;3.237
73;Tolima;73520;Palocabildo;2025;Centros Poblados y Rural Disperso;6.646
73;Tolima;73520;Palocabildo;2025;Total;9.883
73;Tolima;73520;Palocabildo;2026;Cabecera Municipal;3.254
73;Tolima;73520;Palocabildo;2026;Centros Poblados y Rural Disperso;6.645
73;Tolima;73520;Palocabildo;2026;Total;9.899
73;Tolima;73520;Palocabildo;2027;Cabecera Municipal;3.259
73;Tolima;73520;Palocabildo;2027;Centros Poblados y Rural Disperso;6.625
73;Tolima;73520;Palocabildo;2027;Total;9.884
73;Tolima;73520;Palocabildo;2028;Cabecera Municipal;3.272
73;Tolima;73520;Palocabildo;2028;Centros Poblados y Rural Disperso;6.627
73;Tolima;73520;Palocabildo;2028;Total;9.899
73;Tolima;73520;Palocabildo;2029;Cabecera Municipal;3.292
73;Tolima;73520;Palocabildo;2029;Centros Poblados y Rural Disperso;6.622
73;Tolima;73520;Palocabildo;2029;Total;9.914
73;Tolima;73520;Palocabildo;2030;Cabecera Municipal;3.289
73;Tolima;73520;Palocabildo;2030;Centros Poblados y Rural Disperso;6.631
73;Tolima;73520;Palocabildo;2030;Total;9.920
73;Tolima;73520;Palocabildo;2031;Cabecera Municipal;3.297
73;Tolima;73520;Palocabildo;2031;Centros Poblados y Rural Disperso;6.651
73;Tolima;73520;Palocabildo;2031;Total;9.948
73;Tolima;73520;Palocabildo;2032;Cabecera Municipal;3.308
73;Tolima;73520;Palocabildo;2032;Centros Poblados y Rural Disperso;6.644
73;Tolima;73520;Palocabildo;2032;Total;9.952
73;Tolima;73520;Palocabildo;2033;Cabecera Municipal;3.312
73;Tolima;73520;Palocabildo;2033;Centros Poblados y Rural Disperso;6.650
73;Tolima;73520;Palocabildo;2033;Total;9.962
73;Tolima;73520;Palocabildo;2034;Cabecera Municipal;3.317
73;Tolima;73520;Palocabildo;2034;Centros Poblados y Rural Disperso;6.654
73;Tolima;73520;Palocabildo;2034;Total;9.971
73;Tolima;73520;Palocabildo;2035;Cabecera Municipal;3.331
73;Tolima;73520;Palocabildo;2035;Centros Poblados y Rural Disperso;6.657
73;Tolima;73520;Palocabildo;2035;Total;9.988
73;Tolima;73547;Piedras;2018;Cabecera Municipal;2.280
73;Tolima;73547;Piedras;2018;Centros Poblados y Rural Disperso;4.431
73;Tolima;73547;Piedras;2018;Total;6.711
73;Tolima;73547;Piedras;2019;Cabecera Municipal;2.296
73;Tolima;73547;Piedras;2019;Centros Poblados y Rural Disperso;4.441
73;Tolima;73547;Piedras;2019;Total;6.737
73;Tolima;73547;Piedras;2020;Cabecera Municipal;2.311
73;Tolima;73547;Piedras;2020;Centros Poblados y Rural Disperso;4.450
73;Tolima;73547;Piedras;2020;Total;6.761
73;Tolima;73547;Piedras;2021;Cabecera Municipal;2.346
73;Tolima;73547;Piedras;2021;Centros Poblados y Rural Disperso;4.435
73;Tolima;73547;Piedras;2021;Total;6.781
73;Tolima;73547;Piedras;2022;Cabecera Municipal;2.376
73;Tolima;73547;Piedras;2022;Centros Poblados y Rural Disperso;4.420
73;Tolima;73547;Piedras;2022;Total;6.796
73;Tolima;73547;Piedras;2023;Cabecera Municipal;2.408
73;Tolima;73547;Piedras;2023;Centros Poblados y Rural Disperso;4.404
73;Tolima;73547;Piedras;2023;Total;6.812
73;Tolima;73547;Piedras;2024;Cabecera Municipal;2.420
73;Tolima;73547;Piedras;2024;Centros Poblados y Rural Disperso;4.392
73;Tolima;73547;Piedras;2024;Total;6.812
73;Tolima;73547;Piedras;2025;Cabecera Municipal;2.435
73;Tolima;73547;Piedras;2025;Centros Poblados y Rural Disperso;4.372
73;Tolima;73547;Piedras;2025;Total;6.807
73;Tolima;73547;Piedras;2026;Cabecera Municipal;2.447
73;Tolima;73547;Piedras;2026;Centros Poblados y Rural Disperso;4.367
73;Tolima;73547;Piedras;2026;Total;6.814
73;Tolima;73547;Piedras;2027;Cabecera Municipal;2.451
73;Tolima;73547;Piedras;2027;Centros Poblados y Rural Disperso;4.364
73;Tolima;73547;Piedras;2027;Total;6.815
73;Tolima;73547;Piedras;2028;Cabecera Municipal;2.458
73;Tolima;73547;Piedras;2028;Centros Poblados y Rural Disperso;4.356
73;Tolima;73547;Piedras;2028;Total;6.814
73;Tolima;73547;Piedras;2029;Cabecera Municipal;2.460
73;Tolima;73547;Piedras;2029;Centros Poblados y Rural Disperso;4.353
73;Tolima;73547;Piedras;2029;Total;6.813
73;Tolima;73547;Piedras;2030;Cabecera Municipal;2.470
73;Tolima;73547;Piedras;2030;Centros Poblados y Rural Disperso;4.366
73;Tolima;73547;Piedras;2030;Total;6.836
73;Tolima;73547;Piedras;2031;Cabecera Municipal;2.480
73;Tolima;73547;Piedras;2031;Centros Poblados y Rural Disperso;4.370
73;Tolima;73547;Piedras;2031;Total;6.850
73;Tolima;73547;Piedras;2032;Cabecera Municipal;2.483
73;Tolima;73547;Piedras;2032;Centros Poblados y Rural Disperso;4.370
73;Tolima;73547;Piedras;2032;Total;6.853
73;Tolima;73547;Piedras;2033;Cabecera Municipal;2.490
73;Tolima;73547;Piedras;2033;Centros Poblados y Rural Disperso;4.373
73;Tolima;73547;Piedras;2033;Total;6.863
73;Tolima;73547;Piedras;2034;Cabecera Municipal;2.504
73;Tolima;73547;Piedras;2034;Centros Poblados y Rural Disperso;4.379
73;Tolima;73547;Piedras;2034;Total;6.883
73;Tolima;73547;Piedras;2035;Cabecera Municipal;2.496
73;Tolima;73547;Piedras;2035;Centros Poblados y Rural Disperso;4.384
73;Tolima;73547;Piedras;2035;Total;6.880
73;Tolima;73555;Planadas;2018;Cabecera Municipal;6.736
73;Tolima;73555;Planadas;2018;Centros Poblados y Rural Disperso;19.028
73;Tolima;73555;Planadas;2018;Total;25.764
73;Tolima;73555;Planadas;2019;Cabecera Municipal;6.780
73;Tolima;73555;Planadas;2019;Centros Poblados y Rural Disperso;19.005
73;Tolima;73555;Planadas;2019;Total;25.785
73;Tolima;73555;Planadas;2020;Cabecera Municipal;6.821
73;Tolima;73555;Planadas;2020;Centros Poblados y Rural Disperso;18.978
73;Tolima;73555;Planadas;2020;Total;25.799
73;Tolima;73555;Planadas;2021;Cabecera Municipal;6.957
73;Tolima;73555;Planadas;2021;Centros Poblados y Rural Disperso;18.914
73;Tolima;73555;Planadas;2021;Total;25.871
73;Tolima;73555;Planadas;2022;Cabecera Municipal;7.081
73;Tolima;73555;Planadas;2022;Centros Poblados y Rural Disperso;18.849
73;Tolima;73555;Planadas;2022;Total;25.930
73;Tolima;73555;Planadas;2023;Cabecera Municipal;7.208
73;Tolima;73555;Planadas;2023;Centros Poblados y Rural Disperso;18.782
73;Tolima;73555;Planadas;2023;Total;25.990
73;Tolima;73555;Planadas;2024;Cabecera Municipal;7.254
73;Tolima;73555;Planadas;2024;Centros Poblados y Rural Disperso;18.732
73;Tolima;73555;Planadas;2024;Total;25.986
73;Tolima;73555;Planadas;2025;Cabecera Municipal;7.286
73;Tolima;73555;Planadas;2025;Centros Poblados y Rural Disperso;18.691
73;Tolima;73555;Planadas;2025;Total;25.977
73;Tolima;73555;Planadas;2026;Cabecera Municipal;7.327
73;Tolima;73555;Planadas;2026;Centros Poblados y Rural Disperso;18.662
73;Tolima;73555;Planadas;2026;Total;25.989
73;Tolima;73555;Planadas;2027;Cabecera Municipal;7.351
73;Tolima;73555;Planadas;2027;Centros Poblados y Rural Disperso;18.649
73;Tolima;73555;Planadas;2027;Total;26.000
73;Tolima;73555;Planadas;2028;Cabecera Municipal;7.373
73;Tolima;73555;Planadas;2028;Centros Poblados y Rural Disperso;18.633
73;Tolima;73555;Planadas;2028;Total;26.006
73;Tolima;73555;Planadas;2029;Cabecera Municipal;7.397
73;Tolima;73555;Planadas;2029;Centros Poblados y Rural Disperso;18.635
73;Tolima;73555;Planadas;2029;Total;26.032
73;Tolima;73555;Planadas;2030;Cabecera Municipal;7.418
73;Tolima;73555;Planadas;2030;Centros Poblados y Rural Disperso;18.640
73;Tolima;73555;Planadas;2030;Total;26.058
73;Tolima;73555;Planadas;2031;Cabecera Municipal;7.439
73;Tolima;73555;Planadas;2031;Centros Poblados y Rural Disperso;18.668
73;Tolima;73555;Planadas;2031;Total;26.107
73;Tolima;73555;Planadas;2032;Cabecera Municipal;7.445
73;Tolima;73555;Planadas;2032;Centros Poblados y Rural Disperso;18.684
73;Tolima;73555;Planadas;2032;Total;26.129
73;Tolima;73555;Planadas;2033;Cabecera Municipal;7.464
73;Tolima;73555;Planadas;2033;Centros Poblados y Rural Disperso;18.692
73;Tolima;73555;Planadas;2033;Total;26.156
73;Tolima;73555;Planadas;2034;Cabecera Municipal;7.479
73;Tolima;73555;Planadas;2034;Centros Poblados y Rural Disperso;18.711
73;Tolima;73555;Planadas;2034;Total;26.190
73;Tolima;73555;Planadas;2035;Cabecera Municipal;7.480
73;Tolima;73555;Planadas;2035;Centros Poblados y Rural Disperso;18.713
73;Tolima;73555;Planadas;2035;Total;26.193
73;Tolima;73563;Prado;2018;Cabecera Municipal;3.745
73;Tolima;73563;Prado;2018;Centros Poblados y Rural Disperso;4.753
73;Tolima;73563;Prado;2018;Total;8.498
73;Tolima;73563;Prado;2019;Cabecera Municipal;3.758
73;Tolima;73563;Prado;2019;Centros Poblados y Rural Disperso;4.685
73;Tolima;73563;Prado;2019;Total;8.443
73;Tolima;73563;Prado;2020;Cabecera Municipal;3.769
73;Tolima;73563;Prado;2020;Centros Poblados y Rural Disperso;4.646
73;Tolima;73563;Prado;2020;Total;8.415
73;Tolima;73563;Prado;2021;Cabecera Municipal;3.810
73;Tolima;73563;Prado;2021;Centros Poblados y Rural Disperso;4.629
73;Tolima;73563;Prado;2021;Total;8.439
73;Tolima;73563;Prado;2022;Cabecera Municipal;3.845
73;Tolima;73563;Prado;2022;Centros Poblados y Rural Disperso;4.613
73;Tolima;73563;Prado;2022;Total;8.458
73;Tolima;73563;Prado;2023;Cabecera Municipal;3.880
73;Tolima;73563;Prado;2023;Centros Poblados y Rural Disperso;4.597
73;Tolima;73563;Prado;2023;Total;8.477
73;Tolima;73563;Prado;2024;Cabecera Municipal;3.908
73;Tolima;73563;Prado;2024;Centros Poblados y Rural Disperso;4.578
73;Tolima;73563;Prado;2024;Total;8.486
73;Tolima;73563;Prado;2025;Cabecera Municipal;3.921
73;Tolima;73563;Prado;2025;Centros Poblados y Rural Disperso;4.571
73;Tolima;73563;Prado;2025;Total;8.492
73;Tolima;73563;Prado;2026;Cabecera Municipal;3.934
73;Tolima;73563;Prado;2026;Centros Poblados y Rural Disperso;4.564
73;Tolima;73563;Prado;2026;Total;8.498
73;Tolima;73563;Prado;2027;Cabecera Municipal;3.960
73;Tolima;73563;Prado;2027;Centros Poblados y Rural Disperso;4.562
73;Tolima;73563;Prado;2027;Total;8.522
73;Tolima;73563;Prado;2028;Cabecera Municipal;3.961
73;Tolima;73563;Prado;2028;Centros Poblados y Rural Disperso;4.561
73;Tolima;73563;Prado;2028;Total;8.522
73;Tolima;73563;Prado;2029;Cabecera Municipal;3.971
73;Tolima;73563;Prado;2029;Centros Poblados y Rural Disperso;4.561
73;Tolima;73563;Prado;2029;Total;8.532
73;Tolima;73563;Prado;2030;Cabecera Municipal;3.990
73;Tolima;73563;Prado;2030;Centros Poblados y Rural Disperso;4.560
73;Tolima;73563;Prado;2030;Total;8.550
73;Tolima;73563;Prado;2031;Cabecera Municipal;3.999
73;Tolima;73563;Prado;2031;Centros Poblados y Rural Disperso;4.570
73;Tolima;73563;Prado;2031;Total;8.569
73;Tolima;73563;Prado;2032;Cabecera Municipal;4.021
73;Tolima;73563;Prado;2032;Centros Poblados y Rural Disperso;4.569
73;Tolima;73563;Prado;2032;Total;8.590
73;Tolima;73563;Prado;2033;Cabecera Municipal;4.012
73;Tolima;73563;Prado;2033;Centros Poblados y Rural Disperso;4.585
73;Tolima;73563;Prado;2033;Total;8.597
73;Tolima;73563;Prado;2034;Cabecera Municipal;4.017
73;Tolima;73563;Prado;2034;Centros Poblados y Rural Disperso;4.574
73;Tolima;73563;Prado;2034;Total;8.591
73;Tolima;73563;Prado;2035;Cabecera Municipal;4.025
73;Tolima;73563;Prado;2035;Centros Poblados y Rural Disperso;4.584
73;Tolima;73563;Prado;2035;Total;8.609
73;Tolima;73585;Purificación;2018;Cabecera Municipal;13.186
73;Tolima;73585;Purificación;2018;Centros Poblados y Rural Disperso;10.350
73;Tolima;73585;Purificación;2018;Total;23.536
73;Tolima;73585;Purificación;2019;Cabecera Municipal;13.282
73;Tolima;73585;Purificación;2019;Centros Poblados y Rural Disperso;10.245
73;Tolima;73585;Purificación;2019;Total;23.527
73;Tolima;73585;Purificación;2020;Cabecera Municipal;13.374
73;Tolima;73585;Purificación;2020;Centros Poblados y Rural Disperso;10.164
73;Tolima;73585;Purificación;2020;Total;23.538
73;Tolima;73585;Purificación;2021;Cabecera Municipal;13.476
73;Tolima;73585;Purificación;2021;Centros Poblados y Rural Disperso;10.128
73;Tolima;73585;Purificación;2021;Total;23.604
73;Tolima;73585;Purificación;2022;Cabecera Municipal;13.564
73;Tolima;73585;Purificación;2022;Centros Poblados y Rural Disperso;10.093
73;Tolima;73585;Purificación;2022;Total;23.657
73;Tolima;73585;Purificación;2023;Cabecera Municipal;13.655
73;Tolima;73585;Purificación;2023;Centros Poblados y Rural Disperso;10.057
73;Tolima;73585;Purificación;2023;Total;23.712
73;Tolima;73585;Purificación;2024;Cabecera Municipal;13.738
73;Tolima;73585;Purificación;2024;Centros Poblados y Rural Disperso;10.031
73;Tolima;73585;Purificación;2024;Total;23.769
73;Tolima;73585;Purificación;2025;Cabecera Municipal;13.796
73;Tolima;73585;Purificación;2025;Centros Poblados y Rural Disperso;10.011
73;Tolima;73585;Purificación;2025;Total;23.807
73;Tolima;73585;Purificación;2026;Cabecera Municipal;13.861
73;Tolima;73585;Purificación;2026;Centros Poblados y Rural Disperso;9.985
73;Tolima;73585;Purificación;2026;Total;23.846
73;Tolima;73585;Purificación;2027;Cabecera Municipal;13.912
73;Tolima;73585;Purificación;2027;Centros Poblados y Rural Disperso;9.972
73;Tolima;73585;Purificación;2027;Total;23.884
73;Tolima;73585;Purificación;2028;Cabecera Municipal;13.957
73;Tolima;73585;Purificación;2028;Centros Poblados y Rural Disperso;9.970
73;Tolima;73585;Purificación;2028;Total;23.927
73;Tolima;73585;Purificación;2029;Cabecera Municipal;14.009
73;Tolima;73585;Purificación;2029;Centros Poblados y Rural Disperso;9.972
73;Tolima;73585;Purificación;2029;Total;23.981
73;Tolima;73585;Purificación;2030;Cabecera Municipal;14.035
73;Tolima;73585;Purificación;2030;Centros Poblados y Rural Disperso;9.989
73;Tolima;73585;Purificación;2030;Total;24.024
73;Tolima;73585;Purificación;2031;Cabecera Municipal;14.074
73;Tolima;73585;Purificación;2031;Centros Poblados y Rural Disperso;9.994
73;Tolima;73585;Purificación;2031;Total;24.068
73;Tolima;73585;Purificación;2032;Cabecera Municipal;14.107
73;Tolima;73585;Purificación;2032;Centros Poblados y Rural Disperso;9.997
73;Tolima;73585;Purificación;2032;Total;24.104
73;Tolima;73585;Purificación;2033;Cabecera Municipal;14.133
73;Tolima;73585;Purificación;2033;Centros Poblados y Rural Disperso;10.000
73;Tolima;73585;Purificación;2033;Total;24.133
73;Tolima;73585;Purificación;2034;Cabecera Municipal;14.152
73;Tolima;73585;Purificación;2034;Centros Poblados y Rural Disperso;10.006
73;Tolima;73585;Purificación;2034;Total;24.158
73;Tolima;73585;Purificación;2035;Cabecera Municipal;14.160
73;Tolima;73585;Purificación;2035;Centros Poblados y Rural Disperso;10.018
73;Tolima;73585;Purificación;2035;Total;24.178
73;Tolima;73616;Rioblanco;2018;Cabecera Municipal;3.724
73;Tolima;73616;Rioblanco;2018;Centros Poblados y Rural Disperso;19.047
73;Tolima;73616;Rioblanco;2018;Total;22.771
73;Tolima;73616;Rioblanco;2019;Cabecera Municipal;3.740
73;Tolima;73616;Rioblanco;2019;Centros Poblados y Rural Disperso;18.920
