DP;DPNOM;DPMP;MPIO;AÑO;ÁREA GEOGRÁFICA;Total
05;Antioquia;05809;Titiribí;2023;Total;11.226
05;Antioquia;05809;Titiribí;2024;Cabecera Municipal;5.634
05;Antioquia;05809;Titiribí;2024;Centros Poblados y Rural Disperso;5.697
05;Antioquia;05809;Titiribí;2024;Total;11.331
05;Antioquia;05809;Titiribí;2025;Cabecera Municipal;5.721
05;Antioquia;05809;Titiribí;2025;Centros Poblados y Rural Disperso;5.714
05;Antioquia;05809;Titiribí;2025;Total;11.435
05;Antioquia;05809;Titiribí;2026;Cabecera Municipal;5.820
05;Antioquia;05809;Titiribí;2026;Centros Poblados y Rural Disperso;5.746
05;Antioquia;05809;Titiribí;2026;Total;11.566
05;Antioquia;05809;Titiribí;2027;Cabecera Municipal;5.899
05;Antioquia;05809;Titiribí;2027;Centros Poblados y Rural Disperso;5.758
05;Antioquia;05809;Titiribí;2027;Total;11.657
05;Antioquia;05809;Titiribí;2028;Cabecera Municipal;5.982
05;Antioquia;05809;Titiribí;2028;Centros Poblados y Rural Disperso;5.808
05;Antioquia;05809;Titiribí;2028;Total;11.790
05;Antioquia;05809;Titiribí;2029;Cabecera Municipal;6.053
05;Antioquia;05809;Titiribí;2029;Centros Poblados y Rural Disperso;5.863
05;Antioquia;05809;Titiribí;2029;Total;11.916
05;Antioquia;05809;Titiribí;2030;Cabecera Municipal;6.110
05;Antioquia;05809;Titiribí;2030;Centros Poblados y Rural Disperso;5.920
05;Antioquia;05809;Titiribí;2030;Total;12.030
05;Antioquia;05809;Titiribí;2031;Cabecera Municipal;6.180
05;Antioquia;05809;Titiribí;2031;Centros Poblados y Rural Disperso;5.977
05;Antioquia;05809;Titiribí;2031;Total;12.157
05;Antioquia;05809;Titiribí;2032;Cabecera Municipal;6.232
05;Antioquia;05809;Titiribí;2032;Centros Poblados y Rural Disperso;6.042
05;Antioquia;05809;Titiribí;2032;Total;12.274
05;Antioquia;05809;Titiribí;2033;Cabecera Municipal;6.282
05;Antioquia;05809;Titiribí;2033;Centros Poblados y Rural Disperso;6.106
05;Antioquia;05809;Titiribí;2033;Total;12.388
05;Antioquia;05809;Titiribí;2034;Cabecera Municipal;6.330
05;Antioquia;05809;Titiribí;2034;Centros Poblados y Rural Disperso;6.177
05;Antioquia;05809;Titiribí;2034;Total;12.507
05;Antioquia;05809;Titiribí;2035;Cabecera Municipal;6.395
05;Antioquia;05809;Titiribí;2035;Centros Poblados y Rural Disperso;6.251
05;Antioquia;05809;Titiribí;2035;Total;12.646
05;Antioquia;05819;Toledo;2018;Cabecera Municipal;1.700
05;Antioquia;05819;Toledo;2018;Centros Poblados y Rural Disperso;3.293
05;Antioquia;05819;Toledo;2018;Total;4.993
05;Antioquia;05819;Toledo;2019;Cabecera Municipal;1.741
05;Antioquia;05819;Toledo;2019;Centros Poblados y Rural Disperso;3.264
05;Antioquia;05819;Toledo;2019;Total;5.005
05;Antioquia;05819;Toledo;2020;Cabecera Municipal;1.779
05;Antioquia;05819;Toledo;2020;Centros Poblados y Rural Disperso;3.264
05;Antioquia;05819;Toledo;2020;Total;5.043
05;Antioquia;05819;Toledo;2021;Cabecera Municipal;1.894
05;Antioquia;05819;Toledo;2021;Centros Poblados y Rural Disperso;3.227
05;Antioquia;05819;Toledo;2021;Total;5.121
05;Antioquia;05819;Toledo;2022;Cabecera Municipal;1.983
05;Antioquia;05819;Toledo;2022;Centros Poblados y Rural Disperso;3.217
05;Antioquia;05819;Toledo;2022;Total;5.200
05;Antioquia;05819;Toledo;2023;Cabecera Municipal;2.064
05;Antioquia;05819;Toledo;2023;Centros Poblados y Rural Disperso;3.217
05;Antioquia;05819;Toledo;2023;Total;5.281
05;Antioquia;05819;Toledo;2024;Cabecera Municipal;2.104
05;Antioquia;05819;Toledo;2024;Centros Poblados y Rural Disperso;3.217
05;Antioquia;05819;Toledo;2024;Total;5.321
05;Antioquia;05819;Toledo;2025;Cabecera Municipal;2.139
05;Antioquia;05819;Toledo;2025;Centros Poblados y Rural Disperso;3.224
05;Antioquia;05819;Toledo;2025;Total;5.363
05;Antioquia;05819;Toledo;2026;Cabecera Municipal;2.173
05;Antioquia;05819;Toledo;2026;Centros Poblados y Rural Disperso;3.247
05;Antioquia;05819;Toledo;2026;Total;5.420
05;Antioquia;05819;Toledo;2027;Cabecera Municipal;2.209
05;Antioquia;05819;Toledo;2027;Centros Poblados y Rural Disperso;3.257
05;Antioquia;05819;Toledo;2027;Total;5.466
05;Antioquia;05819;Toledo;2028;Cabecera Municipal;2.230
05;Antioquia;05819;Toledo;2028;Centros Poblados y Rural Disperso;3.281
05;Antioquia;05819;Toledo;2028;Total;5.511
05;Antioquia;05819;Toledo;2029;Cabecera Municipal;2.259
05;Antioquia;05819;Toledo;2029;Centros Poblados y Rural Disperso;3.310
05;Antioquia;05819;Toledo;2029;Total;5.569
05;Antioquia;05819;Toledo;2030;Cabecera Municipal;2.281
05;Antioquia;05819;Toledo;2030;Centros Poblados y Rural Disperso;3.345
05;Antioquia;05819;Toledo;2030;Total;5.626
05;Antioquia;05819;Toledo;2031;Cabecera Municipal;2.299
05;Antioquia;05819;Toledo;2031;Centros Poblados y Rural Disperso;3.382
05;Antioquia;05819;Toledo;2031;Total;5.681
05;Antioquia;05819;Toledo;2032;Cabecera Municipal;2.322
05;Antioquia;05819;Toledo;2032;Centros Poblados y Rural Disperso;3.416
05;Antioquia;05819;Toledo;2032;Total;5.738
05;Antioquia;05819;Toledo;2033;Cabecera Municipal;2.348
05;Antioquia;05819;Toledo;2033;Centros Poblados y Rural Disperso;3.459
05;Antioquia;05819;Toledo;2033;Total;5.807
05;Antioquia;05819;Toledo;2034;Cabecera Municipal;2.369
05;Antioquia;05819;Toledo;2034;Centros Poblados y Rural Disperso;3.486
05;Antioquia;05819;Toledo;2034;Total;5.855
05;Antioquia;05819;Toledo;2035;Cabecera Municipal;2.385
05;Antioquia;05819;Toledo;2035;Centros Poblados y Rural Disperso;3.524
05;Antioquia;05819;Toledo;2035;Total;5.909
05;Antioquia;05837;Turbo;2018;Cabecera Municipal;48.787
05;Antioquia;05837;Turbo;2018;Centros Poblados y Rural Disperso;75.765
05;Antioquia;05837;Turbo;2018;Total;124.552
05;Antioquia;05837;Turbo;2019;Cabecera Municipal;50.679
05;Antioquia;05837;Turbo;2019;Centros Poblados y Rural Disperso;76.886
05;Antioquia;05837;Turbo;2019;Total;127.565
05;Antioquia;05837;Turbo;2020;Cabecera Municipal;52.453
05;Antioquia;05837;Turbo;2020;Centros Poblados y Rural Disperso;77.738
05;Antioquia;05837;Turbo;2020;Total;130.191
05;Antioquia;05837;Turbo;2021;Cabecera Municipal;55.377
05;Antioquia;05837;Turbo;2021;Centros Poblados y Rural Disperso;76.859
05;Antioquia;05837;Turbo;2021;Total;132.236
05;Antioquia;05837;Turbo;2022;Cabecera Municipal;57.656
05;Antioquia;05837;Turbo;2022;Centros Poblados y Rural Disperso;76.622
05;Antioquia;05837;Turbo;2022;Total;134.278
05;Antioquia;05837;Turbo;2023;Cabecera Municipal;59.761
05;Antioquia;05837;Turbo;2023;Centros Poblados y Rural Disperso;76.613
05;Antioquia;05837;Turbo;2023;Total;136.374
05;Antioquia;05837;Turbo;2024;Cabecera Municipal;60.917
05;Antioquia;05837;Turbo;2024;Centros Poblados y Rural Disperso;76.705
05;Antioquia;05837;Turbo;2024;Total;137.622
05;Antioquia;05837;Turbo;2025;Cabecera Municipal;61.964
05;Antioquia;05837;Turbo;2025;Centros Poblados y Rural Disperso;76.912
05;Antioquia;05837;Turbo;2025;Total;138.876
05;Antioquia;05837;Turbo;2026;Cabecera Municipal;62.923
05;Antioquia;05837;Turbo;2026;Centros Poblados y Rural Disperso;77.189
05;Antioquia;05837;Turbo;2026;Total;140.112
05;Antioquia;05837;Turbo;2027;Cabecera Municipal;63.812
05;Antioquia;05837;Turbo;2027;Centros Poblados y Rural Disperso;77.603
05;Antioquia;05837;Turbo;2027;Total;141.415
05;Antioquia;05837;Turbo;2028;Cabecera Municipal;64.657
05;Antioquia;05837;Turbo;2028;Centros Poblados y Rural Disperso;78.130
05;Antioquia;05837;Turbo;2028;Total;142.787
05;Antioquia;05837;Turbo;2029;Cabecera Municipal;65.417
05;Antioquia;05837;Turbo;2029;Centros Poblados y Rural Disperso;78.807
05;Antioquia;05837;Turbo;2029;Total;144.224
05;Antioquia;05837;Turbo;2030;Cabecera Municipal;66.088
05;Antioquia;05837;Turbo;2030;Centros Poblados y Rural Disperso;79.598
05;Antioquia;05837;Turbo;2030;Total;145.686
05;Antioquia;05837;Turbo;2031;Cabecera Municipal;66.717
05;Antioquia;05837;Turbo;2031;Centros Poblados y Rural Disperso;80.477
05;Antioquia;05837;Turbo;2031;Total;147.194
05;Antioquia;05837;Turbo;2032;Cabecera Municipal;67.344
05;Antioquia;05837;Turbo;2032;Centros Poblados y Rural Disperso;81.341
05;Antioquia;05837;Turbo;2032;Total;148.685
05;Antioquia;05837;Turbo;2033;Cabecera Municipal;67.935
05;Antioquia;05837;Turbo;2033;Centros Poblados y Rural Disperso;82.187
05;Antioquia;05837;Turbo;2033;Total;150.122
05;Antioquia;05837;Turbo;2034;Cabecera Municipal;68.495
05;Antioquia;05837;Turbo;2034;Centros Poblados y Rural Disperso;83.046
05;Antioquia;05837;Turbo;2034;Total;151.541
05;Antioquia;05837;Turbo;2035;Cabecera Municipal;69.049
05;Antioquia;05837;Turbo;2035;Centros Poblados y Rural Disperso;83.901
05;Antioquia;05837;Turbo;2035;Total;152.950
05;Antioquia;05842;Uramita;2018;Cabecera Municipal;2.111
05;Antioquia;05842;Uramita;2018;Centros Poblados y Rural Disperso;4.777
05;Antioquia;05842;Uramita;2018;Total;6.888
05;Antioquia;05842;Uramita;2019;Cabecera Municipal;2.154
05;Antioquia;05842;Uramita;2019;Centros Poblados y Rural Disperso;4.721
05;Antioquia;05842;Uramita;2019;Total;6.875
05;Antioquia;05842;Uramita;2020;Cabecera Municipal;2.202
05;Antioquia;05842;Uramita;2020;Centros Poblados y Rural Disperso;4.697
05;Antioquia;05842;Uramita;2020;Total;6.899
05;Antioquia;05842;Uramita;2021;Cabecera Municipal;2.362
05;Antioquia;05842;Uramita;2021;Centros Poblados y Rural Disperso;4.644
05;Antioquia;05842;Uramita;2021;Total;7.006
05;Antioquia;05842;Uramita;2022;Cabecera Municipal;2.484
05;Antioquia;05842;Uramita;2022;Centros Poblados y Rural Disperso;4.630
05;Antioquia;05842;Uramita;2022;Total;7.114
05;Antioquia;05842;Uramita;2023;Cabecera Municipal;2.596
05;Antioquia;05842;Uramita;2023;Centros Poblados y Rural Disperso;4.629
05;Antioquia;05842;Uramita;2023;Total;7.225
05;Antioquia;05842;Uramita;2024;Cabecera Municipal;2.650
05;Antioquia;05842;Uramita;2024;Centros Poblados y Rural Disperso;4.634
05;Antioquia;05842;Uramita;2024;Total;7.284
05;Antioquia;05842;Uramita;2025;Cabecera Municipal;2.695
05;Antioquia;05842;Uramita;2025;Centros Poblados y Rural Disperso;4.641
05;Antioquia;05842;Uramita;2025;Total;7.336
05;Antioquia;05842;Uramita;2026;Cabecera Municipal;2.735
05;Antioquia;05842;Uramita;2026;Centros Poblados y Rural Disperso;4.668
05;Antioquia;05842;Uramita;2026;Total;7.403
05;Antioquia;05842;Uramita;2027;Cabecera Municipal;2.767
05;Antioquia;05842;Uramita;2027;Centros Poblados y Rural Disperso;4.691
05;Antioquia;05842;Uramita;2027;Total;7.458
05;Antioquia;05842;Uramita;2028;Cabecera Municipal;2.807
05;Antioquia;05842;Uramita;2028;Centros Poblados y Rural Disperso;4.717
05;Antioquia;05842;Uramita;2028;Total;7.524
05;Antioquia;05842;Uramita;2029;Cabecera Municipal;2.847
05;Antioquia;05842;Uramita;2029;Centros Poblados y Rural Disperso;4.760
05;Antioquia;05842;Uramita;2029;Total;7.607
05;Antioquia;05842;Uramita;2030;Cabecera Municipal;2.864
05;Antioquia;05842;Uramita;2030;Centros Poblados y Rural Disperso;4.820
05;Antioquia;05842;Uramita;2030;Total;7.684
05;Antioquia;05842;Uramita;2031;Cabecera Municipal;2.896
05;Antioquia;05842;Uramita;2031;Centros Poblados y Rural Disperso;4.855
05;Antioquia;05842;Uramita;2031;Total;7.751
05;Antioquia;05842;Uramita;2032;Cabecera Municipal;2.924
05;Antioquia;05842;Uramita;2032;Centros Poblados y Rural Disperso;4.907
05;Antioquia;05842;Uramita;2032;Total;7.831
05;Antioquia;05842;Uramita;2033;Cabecera Municipal;2.947
05;Antioquia;05842;Uramita;2033;Centros Poblados y Rural Disperso;4.974
05;Antioquia;05842;Uramita;2033;Total;7.921
05;Antioquia;05842;Uramita;2034;Cabecera Municipal;2.972
05;Antioquia;05842;Uramita;2034;Centros Poblados y Rural Disperso;5.019
05;Antioquia;05842;Uramita;2034;Total;7.991
05;Antioquia;05842;Uramita;2035;Cabecera Municipal;3.002
05;Antioquia;05842;Uramita;2035;Centros Poblados y Rural Disperso;5.069
05;Antioquia;05842;Uramita;2035;Total;8.071
05;Antioquia;05847;Urrao;2018;Cabecera Municipal;15.918
05;Antioquia;05847;Urrao;2018;Centros Poblados y Rural Disperso;14.209
05;Antioquia;05847;Urrao;2018;Total;30.127
05;Antioquia;05847;Urrao;2019;Cabecera Municipal;16.418
05;Antioquia;05847;Urrao;2019;Centros Poblados y Rural Disperso;14.066
05;Antioquia;05847;Urrao;2019;Total;30.484
05;Antioquia;05847;Urrao;2020;Cabecera Municipal;16.917
05;Antioquia;05847;Urrao;2020;Centros Poblados y Rural Disperso;13.959
05;Antioquia;05847;Urrao;2020;Total;30.876
05;Antioquia;05847;Urrao;2021;Cabecera Municipal;17.554
05;Antioquia;05847;Urrao;2021;Centros Poblados y Rural Disperso;13.801
05;Antioquia;05847;Urrao;2021;Total;31.355
05;Antioquia;05847;Urrao;2022;Cabecera Municipal;18.080
05;Antioquia;05847;Urrao;2022;Centros Poblados y Rural Disperso;13.759
05;Antioquia;05847;Urrao;2022;Total;31.839
05;Antioquia;05847;Urrao;2023;Cabecera Municipal;18.579
05;Antioquia;05847;Urrao;2023;Centros Poblados y Rural Disperso;13.757
05;Antioquia;05847;Urrao;2023;Total;32.336
05;Antioquia;05847;Urrao;2024;Cabecera Municipal;18.945
05;Antioquia;05847;Urrao;2024;Centros Poblados y Rural Disperso;13.769
05;Antioquia;05847;Urrao;2024;Total;32.714
05;Antioquia;05847;Urrao;2025;Cabecera Municipal;19.249
05;Antioquia;05847;Urrao;2025;Centros Poblados y Rural Disperso;13.804
05;Antioquia;05847;Urrao;2025;Total;33.053
05;Antioquia;05847;Urrao;2026;Cabecera Municipal;19.568
05;Antioquia;05847;Urrao;2026;Centros Poblados y Rural Disperso;13.853
05;Antioquia;05847;Urrao;2026;Total;33.421
05;Antioquia;05847;Urrao;2027;Cabecera Municipal;19.836
05;Antioquia;05847;Urrao;2027;Centros Poblados y Rural Disperso;13.929
05;Antioquia;05847;Urrao;2027;Total;33.765
05;Antioquia;05847;Urrao;2028;Cabecera Municipal;20.100
05;Antioquia;05847;Urrao;2028;Centros Poblados y Rural Disperso;14.030
05;Antioquia;05847;Urrao;2028;Total;34.130
05;Antioquia;05847;Urrao;2029;Cabecera Municipal;20.338
05;Antioquia;05847;Urrao;2029;Centros Poblados y Rural Disperso;14.151
05;Antioquia;05847;Urrao;2029;Total;34.489
05;Antioquia;05847;Urrao;2030;Cabecera Municipal;20.553
05;Antioquia;05847;Urrao;2030;Centros Poblados y Rural Disperso;14.289
05;Antioquia;05847;Urrao;2030;Total;34.842
05;Antioquia;05847;Urrao;2031;Cabecera Municipal;20.754
05;Antioquia;05847;Urrao;2031;Centros Poblados y Rural Disperso;14.455
05;Antioquia;05847;Urrao;2031;Total;35.209
05;Antioquia;05847;Urrao;2032;Cabecera Municipal;20.940
05;Antioquia;05847;Urrao;2032;Centros Poblados y Rural Disperso;14.607
05;Antioquia;05847;Urrao;2032;Total;35.547
05;Antioquia;05847;Urrao;2033;Cabecera Municipal;21.126
05;Antioquia;05847;Urrao;2033;Centros Poblados y Rural Disperso;14.752
05;Antioquia;05847;Urrao;2033;Total;35.878
05;Antioquia;05847;Urrao;2034;Cabecera Municipal;21.293
05;Antioquia;05847;Urrao;2034;Centros Poblados y Rural Disperso;14.914
05;Antioquia;05847;Urrao;2034;Total;36.207
05;Antioquia;05847;Urrao;2035;Cabecera Municipal;21.469
05;Antioquia;05847;Urrao;2035;Centros Poblados y Rural Disperso;15.058
05;Antioquia;05847;Urrao;2035;Total;36.527
05;Antioquia;05854;Valdivia;2018;Cabecera Municipal;3.637
05;Antioquia;05854;Valdivia;2018;Centros Poblados y Rural Disperso;10.164
05;Antioquia;05854;Valdivia;2018;Total;13.801
05;Antioquia;05854;Valdivia;2019;Cabecera Municipal;3.778
05;Antioquia;05854;Valdivia;2019;Centros Poblados y Rural Disperso;10.172
05;Antioquia;05854;Valdivia;2019;Total;13.950
05;Antioquia;05854;Valdivia;2020;Cabecera Municipal;3.910
05;Antioquia;05854;Valdivia;2020;Centros Poblados y Rural Disperso;10.192
05;Antioquia;05854;Valdivia;2020;Total;14.102
05;Antioquia;05854;Valdivia;2021;Cabecera Municipal;4.244
05;Antioquia;05854;Valdivia;2021;Centros Poblados y Rural Disperso;10.077
05;Antioquia;05854;Valdivia;2021;Total;14.321
05;Antioquia;05854;Valdivia;2022;Cabecera Municipal;4.496
05;Antioquia;05854;Valdivia;2022;Centros Poblados y Rural Disperso;10.046
05;Antioquia;05854;Valdivia;2022;Total;14.542
05;Antioquia;05854;Valdivia;2023;Cabecera Municipal;4.724
05;Antioquia;05854;Valdivia;2023;Centros Poblados y Rural Disperso;10.045
05;Antioquia;05854;Valdivia;2023;Total;14.769
05;Antioquia;05854;Valdivia;2024;Cabecera Municipal;4.819
05;Antioquia;05854;Valdivia;2024;Centros Poblados y Rural Disperso;10.060
05;Antioquia;05854;Valdivia;2024;Total;14.879
05;Antioquia;05854;Valdivia;2025;Cabecera Municipal;4.893
05;Antioquia;05854;Valdivia;2025;Centros Poblados y Rural Disperso;10.074
05;Antioquia;05854;Valdivia;2025;Total;14.967
05;Antioquia;05854;Valdivia;2026;Cabecera Municipal;4.978
05;Antioquia;05854;Valdivia;2026;Centros Poblados y Rural Disperso;10.123
05;Antioquia;05854;Valdivia;2026;Total;15.101
05;Antioquia;05854;Valdivia;2027;Cabecera Municipal;5.046
05;Antioquia;05854;Valdivia;2027;Centros Poblados y Rural Disperso;10.182
05;Antioquia;05854;Valdivia;2027;Total;15.228
05;Antioquia;05854;Valdivia;2028;Cabecera Municipal;5.111
05;Antioquia;05854;Valdivia;2028;Centros Poblados y Rural Disperso;10.252
05;Antioquia;05854;Valdivia;2028;Total;15.363
05;Antioquia;05854;Valdivia;2029;Cabecera Municipal;5.174
05;Antioquia;05854;Valdivia;2029;Centros Poblados y Rural Disperso;10.335
05;Antioquia;05854;Valdivia;2029;Total;15.509
05;Antioquia;05854;Valdivia;2030;Cabecera Municipal;5.223
05;Antioquia;05854;Valdivia;2030;Centros Poblados y Rural Disperso;10.440
05;Antioquia;05854;Valdivia;2030;Total;15.663
05;Antioquia;05854;Valdivia;2031;Cabecera Municipal;5.269
05;Antioquia;05854;Valdivia;2031;Centros Poblados y Rural Disperso;10.548
05;Antioquia;05854;Valdivia;2031;Total;15.817
05;Antioquia;05854;Valdivia;2032;Cabecera Municipal;5.323
05;Antioquia;05854;Valdivia;2032;Centros Poblados y Rural Disperso;10.664
05;Antioquia;05854;Valdivia;2032;Total;15.987
05;Antioquia;05854;Valdivia;2033;Cabecera Municipal;5.378
05;Antioquia;05854;Valdivia;2033;Centros Poblados y Rural Disperso;10.780
05;Antioquia;05854;Valdivia;2033;Total;16.158
05;Antioquia;05854;Valdivia;2034;Cabecera Municipal;5.415
05;Antioquia;05854;Valdivia;2034;Centros Poblados y Rural Disperso;10.887
05;Antioquia;05854;Valdivia;2034;Total;16.302
05;Antioquia;05854;Valdivia;2035;Cabecera Municipal;5.467
05;Antioquia;05854;Valdivia;2035;Centros Poblados y Rural Disperso;10.994
05;Antioquia;05854;Valdivia;2035;Total;16.461
05;Antioquia;05856;Valparaíso;2018;Cabecera Municipal;3.639
05;Antioquia;05856;Valparaíso;2018;Centros Poblados y Rural Disperso;2.859
05;Antioquia;05856;Valparaíso;2018;Total;6.498
05;Antioquia;05856;Valparaíso;2019;Cabecera Municipal;3.705
05;Antioquia;05856;Valparaíso;2019;Centros Poblados y Rural Disperso;2.757
05;Antioquia;05856;Valparaíso;2019;Total;6.462
05;Antioquia;05856;Valparaíso;2020;Cabecera Municipal;3.784
05;Antioquia;05856;Valparaíso;2020;Centros Poblados y Rural Disperso;2.688
05;Antioquia;05856;Valparaíso;2020;Total;6.472
05;Antioquia;05856;Valparaíso;2021;Cabecera Municipal;3.915
05;Antioquia;05856;Valparaíso;2021;Centros Poblados y Rural Disperso;2.657
05;Antioquia;05856;Valparaíso;2021;Total;6.572
05;Antioquia;05856;Valparaíso;2022;Cabecera Municipal;4.025
05;Antioquia;05856;Valparaíso;2022;Centros Poblados y Rural Disperso;2.649
05;Antioquia;05856;Valparaíso;2022;Total;6.674
05;Antioquia;05856;Valparaíso;2023;Cabecera Municipal;4.129
05;Antioquia;05856;Valparaíso;2023;Centros Poblados y Rural Disperso;2.649
05;Antioquia;05856;Valparaíso;2023;Total;6.778
05;Antioquia;05856;Valparaíso;2024;Cabecera Municipal;4.211
05;Antioquia;05856;Valparaíso;2024;Centros Poblados y Rural Disperso;2.652
05;Antioquia;05856;Valparaíso;2024;Total;6.863
05;Antioquia;05856;Valparaíso;2025;Cabecera Municipal;4.288
05;Antioquia;05856;Valparaíso;2025;Centros Poblados y Rural Disperso;2.661
05;Antioquia;05856;Valparaíso;2025;Total;6.949
05;Antioquia;05856;Valparaíso;2026;Cabecera Municipal;4.345
05;Antioquia;05856;Valparaíso;2026;Centros Poblados y Rural Disperso;2.665
05;Antioquia;05856;Valparaíso;2026;Total;7.010
05;Antioquia;05856;Valparaíso;2027;Cabecera Municipal;4.413
05;Antioquia;05856;Valparaíso;2027;Centros Poblados y Rural Disperso;2.676
05;Antioquia;05856;Valparaíso;2027;Total;7.089
05;Antioquia;05856;Valparaíso;2028;Cabecera Municipal;4.463
05;Antioquia;05856;Valparaíso;2028;Centros Poblados y Rural Disperso;2.706
05;Antioquia;05856;Valparaíso;2028;Total;7.169
05;Antioquia;05856;Valparaíso;2029;Cabecera Municipal;4.518
05;Antioquia;05856;Valparaíso;2029;Centros Poblados y Rural Disperso;2.724
05;Antioquia;05856;Valparaíso;2029;Total;7.242
05;Antioquia;05856;Valparaíso;2030;Cabecera Municipal;4.573
05;Antioquia;05856;Valparaíso;2030;Centros Poblados y Rural Disperso;2.749
05;Antioquia;05856;Valparaíso;2030;Total;7.322
05;Antioquia;05856;Valparaíso;2031;Cabecera Municipal;4.613
05;Antioquia;05856;Valparaíso;2031;Centros Poblados y Rural Disperso;2.780
05;Antioquia;05856;Valparaíso;2031;Total;7.393
05;Antioquia;05856;Valparaíso;2032;Cabecera Municipal;4.655
05;Antioquia;05856;Valparaíso;2032;Centros Poblados y Rural Disperso;2.811
05;Antioquia;05856;Valparaíso;2032;Total;7.466
05;Antioquia;05856;Valparaíso;2033;Cabecera Municipal;4.705
05;Antioquia;05856;Valparaíso;2033;Centros Poblados y Rural Disperso;2.835
05;Antioquia;05856;Valparaíso;2033;Total;7.540
05;Antioquia;05856;Valparaíso;2034;Cabecera Municipal;4.742
05;Antioquia;05856;Valparaíso;2034;Centros Poblados y Rural Disperso;2.867
05;Antioquia;05856;Valparaíso;2034;Total;7.609
05;Antioquia;05856;Valparaíso;2035;Cabecera Municipal;4.774
05;Antioquia;05856;Valparaíso;2035;Centros Poblados y Rural Disperso;2.901
05;Antioquia;05856;Valparaíso;2035;Total;7.675
05;Antioquia;05858;Vegachí;2018;Cabecera Municipal;8.055
05;Antioquia;05858;Vegachí;2018;Centros Poblados y Rural Disperso;3.755
05;Antioquia;05858;Vegachí;2018;Total;11.810
05;Antioquia;05858;Vegachí;2019;Cabecera Municipal;8.323
05;Antioquia;05858;Vegachí;2019;Centros Poblados y Rural Disperso;3.587
05;Antioquia;05858;Vegachí;2019;Total;11.910
05;Antioquia;05858;Vegachí;2020;Cabecera Municipal;8.571
05;Antioquia;05858;Vegachí;2020;Centros Poblados y Rural Disperso;3.468
05;Antioquia;05858;Vegachí;2020;Total;12.039
05;Antioquia;05858;Vegachí;2021;Cabecera Municipal;8.798
05;Antioquia;05858;Vegachí;2021;Centros Poblados y Rural Disperso;3.428
05;Antioquia;05858;Vegachí;2021;Total;12.226
05;Antioquia;05858;Vegachí;2022;Cabecera Municipal;8.996
05;Antioquia;05858;Vegachí;2022;Centros Poblados y Rural Disperso;3.418
05;Antioquia;05858;Vegachí;2022;Total;12.414
05;Antioquia;05858;Vegachí;2023;Cabecera Municipal;9.191
05;Antioquia;05858;Vegachí;2023;Centros Poblados y Rural Disperso;3.417
05;Antioquia;05858;Vegachí;2023;Total;12.608
05;Antioquia;05858;Vegachí;2024;Cabecera Municipal;9.365
05;Antioquia;05858;Vegachí;2024;Centros Poblados y Rural Disperso;3.419
05;Antioquia;05858;Vegachí;2024;Total;12.784
05;Antioquia;05858;Vegachí;2025;Cabecera Municipal;9.531
05;Antioquia;05858;Vegachí;2025;Centros Poblados y Rural Disperso;3.424
05;Antioquia;05858;Vegachí;2025;Total;12.955
05;Antioquia;05858;Vegachí;2026;Cabecera Municipal;9.675
05;Antioquia;05858;Vegachí;2026;Centros Poblados y Rural Disperso;3.443
05;Antioquia;05858;Vegachí;2026;Total;13.118
05;Antioquia;05858;Vegachí;2027;Cabecera Municipal;9.822
05;Antioquia;05858;Vegachí;2027;Centros Poblados y Rural Disperso;3.463
05;Antioquia;05858;Vegachí;2027;Total;13.285
05;Antioquia;05858;Vegachí;2028;Cabecera Municipal;9.951
05;Antioquia;05858;Vegachí;2028;Centros Poblados y Rural Disperso;3.483
05;Antioquia;05858;Vegachí;2028;Total;13.434
05;Antioquia;05858;Vegachí;2029;Cabecera Municipal;10.063
05;Antioquia;05858;Vegachí;2029;Centros Poblados y Rural Disperso;3.511
05;Antioquia;05858;Vegachí;2029;Total;13.574
05;Antioquia;05858;Vegachí;2030;Cabecera Municipal;10.158
05;Antioquia;05858;Vegachí;2030;Centros Poblados y Rural Disperso;3.538
05;Antioquia;05858;Vegachí;2030;Total;13.696
05;Antioquia;05858;Vegachí;2031;Cabecera Municipal;10.269
05;Antioquia;05858;Vegachí;2031;Centros Poblados y Rural Disperso;3.585
05;Antioquia;05858;Vegachí;2031;Total;13.854
05;Antioquia;05858;Vegachí;2032;Cabecera Municipal;10.356
05;Antioquia;05858;Vegachí;2032;Centros Poblados y Rural Disperso;3.623
05;Antioquia;05858;Vegachí;2032;Total;13.979
05;Antioquia;05858;Vegachí;2033;Cabecera Municipal;10.445
05;Antioquia;05858;Vegachí;2033;Centros Poblados y Rural Disperso;3.668
05;Antioquia;05858;Vegachí;2033;Total;14.113
05;Antioquia;05858;Vegachí;2034;Cabecera Municipal;10.546
05;Antioquia;05858;Vegachí;2034;Centros Poblados y Rural Disperso;3.706
05;Antioquia;05858;Vegachí;2034;Total;14.252
05;Antioquia;05858;Vegachí;2035;Cabecera Municipal;10.627
05;Antioquia;05858;Vegachí;2035;Centros Poblados y Rural Disperso;3.747
05;Antioquia;05858;Vegachí;2035;Total;14.374
05;Antioquia;05861;Venecia;2018;Cabecera Municipal;5.089
05;Antioquia;05861;Venecia;2018;Centros Poblados y Rural Disperso;6.513
05;Antioquia;05861;Venecia;2018;Total;11.602
05;Antioquia;05861;Venecia;2019;Cabecera Municipal;5.215
