|PERIODO_NUEVO|AUX_LOC|TONELADAS DE RESIDUOS|TONELADAS APROVECHADAS|AÑO|Total_x|Departamento|Municipio|REGION|Tasa_apro|Ton_percapita_apro|kg_percapita_apro
94|2019-09|ATLANTICO-BARRANQUILLA|32625.0|4913.11|2019|1243056|ATLANTICO|BARRANQUILLA|CARIBE|13.088325437801743|0.003952444620354996|3.952444620354996
95|2020-09|VALLE DEL CAUCA-CALI|126673.11000000002|4885.67|2020|2252616|VALLE DEL CAUCA|CALI|PACIFICO|3.7136784029161714|0.0021688871960422905|2.1688871960422906
96|2020-06|ANTIOQUIA-MEDELLIN|56953.46|4854.349999999999|2020|2533424|ANTIOQUIA|MEDELLIN|EJE CAFETERO|7.853942729891254|0.0019161222124681851|1.9161222124681851
97|2021-04|ATLANTICO-BARRANQUILLA|41300.0|4803.37|2021|1297082|ATLANTICO|BARRANQUILLA|CARIBE|10.418696073627588|0.0037032122872725087|3.7032122872725086
98|2020-07|VALLE DEL CAUCA-CALI|126673.11000000002|4795.14|2020|2252616|VALLE DEL CAUCA|CALI|PACIFICO|3.6473749365341055|0.0021286983666989846|2.1286983666989845
99|2021-05|ANTIOQUIA-MEDELLIN|55254.75|4731.7|2021|2573220|ANTIOQUIA|MEDELLIN|EJE CAFETERO|7.887948028263049|0.001838824507815111|1.8388245078151109
100|2021-06|ATLANTICO-BARRANQUILLA|41300.0|4607.889999999999|2021|1297082|ATLANTICO|BARRANQUILLA|CARIBE|10.037250677389006|0.003552504776105134|3.552504776105134
101|2020-08|VALLE DEL CAUCA-CALI|126673.11000000002|4594.539999999999|2020|2252616|VALLE DEL CAUCA|CALI|PACIFICO|3.5001312204492105|0.0020396463489560576|2.0396463489560577
102|2020-04|ANTIOQUIA-MEDELLIN|56953.46|4573.46|2020|2533424|ANTIOQUIA|MEDELLIN|EJE CAFETERO|7.433266609152548|0.001805248548999299|1.8052485489992989
103|2020-07|ANTIOQUIA-MEDELLIN|56955.47|4573.43|2020|2533424|ANTIOQUIA|MEDELLIN|EJE CAFETERO|7.432978649057597|0.0018052367073178434|1.8052367073178435
