|AÑO|REGION|AUX_LOC|Departamento|Municipio|Total|TONELADAS DE RESIDUOS|TONELADAS APROVECHADAS|Ton_aprov_per_capita|Tasa de aprovechamiento|Ton_percapita_apro|kg_percapita_apro
85|2019|CARIBE|CORDOBA-MONTERIA|CORDOBA|MONTERIA|498858|127175.49999999999|13149.7087|2.635962277842592|0.09370881270600954|0.026359622778425924|26.359622778425923
86|2020|CARIBE|CORDOBA-MONTERIA|CORDOBA|MONTERIA|505334|149183.88000000003|11852.169999999998|2.3454131327003527|0.07359948284871615|0.023454131327003525|23.454131327003523
87|2021|CARIBE|CORDOBA-MONTERIA|CORDOBA|MONTERIA|509558|145033.76|8394.51|1.647410108368429|0.05471292871906852|0.01647410108368429|16.47410108368429
88|2019|CARIBE|CORDOBA-SAHAGUN|CORDOBA|SAHAGUN|109052|13335.783|463.46399999999994|0.4249935810439056|0.03358618046332528|0.004249935810439056|4.249935810439056
89|2020|CARIBE|CORDOBA-SAHAGUN|CORDOBA|SAHAGUN|110233|17546.458|952.5600000000001|0.8641332450355157|0.05149246300533358|0.008641332450355158|8.641332450355158
90|2021|CARIBE|CORDOBA-SAHAGUN|CORDOBA|SAHAGUN|111135|13474.762|689.21|0.6201556665316957|0.04865937323231082|0.006201556665316957|6.201556665316957
91|2021|CARIBE|CORDOBA-TIERRALTA|CORDOBA|TIERRALTA|95973|8995.460000000001|292.58|0.30485657424483964|0.03150072566440282|0.0030485657424483966|3.0485657424483965
92|2017|CARIBE|LA GUAJIRA-MAICAO|LA GUAJIRA|MAICAO|163731|9232.92|3.1649999999999996|0.0019330487201568423|0.0003426776605022582|1.9330487201568422e-05|0.019330487201568422
93|2018|CARIBE|LA GUAJIRA-MAICAO|LA GUAJIRA|MAICAO|170582|38052.420000000006|564.6072|0.3309887326916088|0.014620680071406428|0.0033098873269160876|3.309887326916088
94|2019|CARIBE|LA GUAJIRA-MAICAO|LA GUAJIRA|MAICAO|178832|37599.774000000005|965.0198999999999|0.5396237250603918|0.025023338708935763|0.005396237250603918|5.396237250603917
95|2020|CARIBE|LA GUAJIRA-MAICAO|LA GUAJIRA|MAICAO|185072|41469.01399999999|689.1800000000001|0.3723848015907323|0.016347474467241177|0.003723848015907323|3.723848015907323
96|2021|CARIBE|LA GUAJIRA-MAICAO|LA GUAJIRA|MAICAO|189285|34468.428|2134.33|1.1275748210370604|0.05831063331347872|0.011275748210370605|11.275748210370605
97|2016|CARIBE|LA GUAJIRA-RIOHACHA|LA GUAJIRA|RIOHACHA|174676|13622.788|256.66499999999996|0.14693775905104306|0.018492443470214563|0.0014693775905104305|1.4693775905104305
98|2017|CARIBE|LA GUAJIRA-RIOHACHA|LA GUAJIRA|RIOHACHA|180175|47042.17800000001|951.7551000000001|0.5282392673789372|0.019830737731307124|0.005282392673789372|5.282392673789372
99|2018|CARIBE|LA GUAJIRA-RIOHACHA|LA GUAJIRA|RIOHACHA|188014|47270.916|2530.4648|1.345891688916783|0.050811137349027084|0.01345891688916783|13.45891688916783
100|2019|CARIBE|LA GUAJIRA-RIOHACHA|LA GUAJIRA|RIOHACHA|195747|45975.372|2458.3963999999996|1.255905020255738|0.05075790055600959|0.012559050202557381|12.559050202557382
101|2020|CARIBE|LA GUAJIRA-RIOHACHA|LA GUAJIRA|RIOHACHA|201839|57027.301999999996|3060.32|1.5162183720688271|0.050930955463672704|0.015162183720688272|15.162183720688272
102|2021|CARIBE|LA GUAJIRA-RIOHACHA|LA GUAJIRA|RIOHACHA|206435|54602.52000000001|2815.3|1.3637706784217793|0.04903181625495359|0.013637706784217793|13.637706784217793
103|2018|CARIBE|MAGDALENA-ARACATACA|MAGDALENA|ARACATACA|39857|3703.897|5.028490000000001|0.012616328373936826|0.0013557808086352256|0.00012616328373936826|0.12616328373936825
104|2019|CARIBE|MAGDALENA-ARACATACA|MAGDALENA|ARACATACA|40726|6530.214000000001|4.26797|0.01047971811619113|0.0006531458835749148|0.00010479718116191131|0.10479718116191131
105|2020|CARIBE|MAGDALENA-ARACATACA|MAGDALENA|ARACATACA|41492|8939.960000000001|2.4499999999999997|0.005904752723416561|0.00027397536010985847|5.904752723416561e-05|0.05904752723416561
106|2021|CARIBE|MAGDALENA-ARACATACA|MAGDALENA|ARACATACA|42128|3721.62|3.24|0.007690846942650968|0.0008698313493661508|7.690846942650968e-05|0.07690846942650968
107|2018|CARIBE|MAGDALENA-FUNDACION|MAGDALENA|FUNDACION|66433|13823.333|286.28711|0.4309411136031791|0.02029020680699248|0.004309411136031791|4.309411136031791
108|2019|CARIBE|MAGDALENA-FUNDACION|MAGDALENA|FUNDACION|68681|13086.587999999998|717.52898|1.044727042413477|0.05197934652680697|0.010447270424134769|10.44727042413477
109|2020|CARIBE|MAGDALENA-FUNDACION|MAGDALENA|FUNDACION|70491|15892.448000000002|507.40999999999997|0.7198223886737314|0.03093990204061522|0.007198223886737314|7.198223886737314
110|2021|CARIBE|MAGDALENA-FUNDACION|MAGDALENA|FUNDACION|71572|9781.214|190.13|0.2656485776560666|0.019067640229842638|0.002656485776560666|2.656485776560666
111|2016|CARIBE|MAGDALENA-SANTA MARTA|MAGDALENA|SANTA MARTA|477190|133714.856|606.2645|0.12704886942308094|0.00451354558198463|0.0012704886942308095|1.2704886942308096
112|2017|CARIBE|MAGDALENA-SANTA MARTA|MAGDALENA|SANTA MARTA|486246|175985.06999999998|1156.4189000000001|0.2378258947117303|0.006528221633345436|0.002378258947117303|2.378258947117303
113|2018|CARIBE|MAGDALENA-SANTA MARTA|MAGDALENA|SANTA MARTA|499192|184856.51400000002|2468.03135|0.4944052288498213|0.01317516263225779|0.004944052288498213|4.944052288498213
114|2019|CARIBE|MAGDALENA-SANTA MARTA|MAGDALENA|SANTA MARTA|521239|181170.984|4192.75603|0.8043826402091938|0.022619073338299215|0.008043826402091938|8.043826402091938
115|2020|CARIBE|MAGDALENA-SANTA MARTA|MAGDALENA|SANTA MARTA|538612|211202.14800000002|6403.07|1.1888093841206657|0.029425167552737632|0.011888093841206657|11.888093841206658
116|2021|CARIBE|MAGDALENA-SANTA MARTA|MAGDALENA|SANTA MARTA|546979|197991.85199999998|4790.070000000001|0.8757319750849668|0.023621780249227547|0.008757319750849668|8.757319750849668
117|2018|CARIBE|META-SAN MARTIN|META|SAN MARTIN|26707|320.54|46.29|0.17332534541505973|0.12618924297358447|0.0017332534541505973|1.7332534541505973
118|2019|CARIBE|META-SAN MARTIN|META|SAN MARTIN|26571|3752.2999999999993|671.7029999999999|2.5279552896014446|0.15183149740178747|0.025279552896014447|25.279552896014447
119|2020|CARIBE|META-SAN MARTIN|META|SAN MARTIN|26499|4755.12|897.42|3.3866183629570923|0.15876402466855608|0.033866183629570924|33.866183629570926
120|2021|CARIBE|META-SAN MARTIN|META|SAN MARTIN|26718|4207.0|887.3100000000001|3.321019537390524|0.17417667947180285|0.03321019537390524|33.210195373905236
121|2019|CARIBE|SUCRE-COROZAL|SUCRE|COROZAL|69268|12431.18|149.69740000000002|0.21611335681700067|0.011898804450633944|0.0021611335681700067|2.1611335681700066
122|2020|CARIBE|SUCRE-COROZAL|SUCRE|COROZAL|70853|11870.119999999999|296.26|0.41813331827868966|0.024350710729074715|0.0041813331827868965|4.181333182786896
123|2021|CARIBE|SUCRE-COROZAL|SUCRE|COROZAL|71843|5404.88|80.43|0.11195245187422574|0.014662799367765905|0.0011195245187422575|1.1195245187422576
124|2017|CARIBE|SUCRE-SAN LUIS DE SINCE|SUCRE|SAN LUIS DE SINCE|30515|1151.475|1.932|0.006331312469277405|0.001675037519279838|6.331312469277405e-05|0.06331312469277404
125|2018|CARIBE|SUCRE-SAN LUIS DE SINCE|SUCRE|SAN LUIS DE SINCE|30773|4776.089999999999|2.7129000000000003|0.008815845058980276|0.0005676944742793222|8.815845058980277e-05|0.08815845058980276
126|2019|CARIBE|SUCRE-SAN LUIS DE SINCE|SUCRE|SAN LUIS DE SINCE|31365|4354.206|6.266|0.019977682129762475|0.0014370003981220383|0.00019977682129762475|0.19977682129762475
127|2020|CARIBE|SUCRE-SAN LUIS DE SINCE|SUCRE|SAN LUIS DE SINCE|31903|5463.676000000001|3.61|0.011315550261730872|0.000660291047514251|0.00011315550261730872|0.11315550261730872
128|2021|CARIBE|SUCRE-SAN LUIS DE SINCE|SUCRE|SAN LUIS DE SINCE|32343|2659.6799999999994|1.86|0.005750857990909935|0.0006988435266800426|5.7508579909099344e-05|0.05750857990909934
129|2017|CARIBE|SUCRE-SAN MARCOS|SUCRE|SAN MARCOS|56471|1126.2359999999999|1.96895|0.003486656868127003|0.0017452059574813957|3.486656868127003e-05|0.034866568681270034
130|2018|CARIBE|SUCRE-SAN MARCOS|SUCRE|SAN MARCOS|57672|4807.103999999999|4.85815|0.00842375849632404|0.0010095985480683802|8.42375849632404e-05|0.08423758496324041
131|2019|CARIBE|SUCRE-SAN MARCOS|SUCRE|SAN MARCOS|59254|4792.1320000000005|3.9215000000000004|0.0066181186080264635|0.0008176514294513187|6.618118608026464e-05|0.06618118608026463
132|2020|CARIBE|SUCRE-SAN MARCOS|SUCRE|SAN MARCOS|60566|5925.418|2.52|0.004160750255919163|0.0004251056606867346|4.1607502559191626e-05|0.04160750255919163
133|2021|CARIBE|SUCRE-SAN MARCOS|SUCRE|SAN MARCOS|61412|2811.39|1.6099999999999999|0.0026216374649905556|0.0005723426946320654|2.6216374649905555e-05|0.026216374649905557
134|2017|CARIBE|SUCRE-SINCELEJO|SUCRE|SINCELEJO|272534|17312.199|33.358039999999995|0.01223995538171384|0.0019231460784496083|0.0001223995538171384|0.12239955381713839
135|2018|CARIBE|SUCRE-SINCELEJO|SUCRE|SINCELEJO|277773|71286.48000000001|2502.2823000000003|0.9008371223985054|0.033911428000737716|0.009008371223985054|9.008371223985053
136|2019|CARIBE|SUCRE-SINCELEJO|SUCRE|SINCELEJO|286635|69530.87|12028.898799999997|4.196591065292096|0.14748569027331523|0.041965910652920956|41.965910652920954
137|2020|CARIBE|SUCRE-SINCELEJO|SUCRE|SINCELEJO|293951|88036.844|3554.4500000000003|1.2091981316613993|0.03880772773010501|0.012091981316613994|12.091981316613994
138|2021|CARIBE|SUCRE-SINCELEJO|SUCRE|SINCELEJO|298062|72954.417|1870.94|0.6277016191262221|0.025004090525087636|0.006277016191262221|6.277016191262221
139|2018|CARIBE|VALLE DEL CAUCA-CANDELARIA|VALLE DEL CAUCA|CANDELARIA|91825|3512.0|51.461999999999996|0.05604356112169888|0.014441573952521452|0.0005604356112169888|0.5604356112169888
140|2019|CARIBE|VALLE DEL CAUCA-CANDELARIA|VALLE DEL CAUCA|CANDELARIA|93183|19055.920000000002|236.306|0.25359346661944776|0.012248767975245572|0.0025359346661944777|2.535934666194478
141|2020|CARIBE|VALLE DEL CAUCA-CANDELARIA|VALLE DEL CAUCA|CANDELARIA|94211|30934.64|597.34|0.6340448567577035|0.01894394199159076|0.006340448567577035|6.3404485675770355
142|2021|CARIBE|VALLE DEL CAUCA-CANDELARIA|VALLE DEL CAUCA|CANDELARIA|94736|28638.42|692.3700000000001|0.7308414963688568|0.023605569437441003|0.007308414963688567|7.308414963688567
143|2019|CARIBE|VALLE DEL CAUCA-LA UNION|VALLE DEL CAUCA|LA UNION|34244|2982.9|1.174|0.0034283378110033873|0.00039342187894804214|3.4283378110033874e-05|0.034283378110033874
144|2020|CARIBE|VALLE DEL CAUCA-LA UNION|VALLE DEL CAUCA|LA UNION|34493|8045.28|0.8500000000000003|0.0024642681123706266|0.00010564084845758151|2.4642681123706267e-05|0.024642681123706267
145|2021|CARIBE|VALLE DEL CAUCA-LA UNION|VALLE DEL CAUCA|LA UNION|34685|3779.5799999999995|1.2400000000000002|0.0035750324347700747|0.00032797118085494694|3.5750324347700744e-05|0.03575032434770074
146|2017|CENTRO ORIENTE|ANTIOQUIA-BARBOSA|ANTIOQUIA|BARBOSA|51049|1969.9799999999998|154.8588|0.30335324883935044|0.07288025802239681|0.0030335324883935043|3.0335324883935044
147|2018|CENTRO ORIENTE|ANTIOQUIA-BARBOSA|ANTIOQUIA|BARBOSA|51969|8180.1799999999985|495.0745|0.9526342627335528|0.05706743243094483|0.009526342627335527|9.526342627335527
148|2019|CENTRO ORIENTE|ANTIOQUIA-BARBOSA|ANTIOQUIA|BARBOSA|53242|8208.35|501.3872899999999|0.941713853724503|0.05756629313902071|0.00941713853724503|9.41713853724503
149|2020|CENTRO ORIENTE|ANTIOQUIA-BARBOSA|ANTIOQUIA|BARBOSA|54347|65425.90999999999|459.8699999999999|0.8461736618396597|0.00697980656827619|0.008461736618396597|8.461736618396596
150|2021|CENTRO ORIENTE|ANTIOQUIA-BARBOSA|ANTIOQUIA|BARBOSA|55201|5707.92|387.47999999999996|0.7019438053658448|0.06356924894182497|0.007019438053658448|7.0194380536584475
151|2016|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|76766|11093.568|59.418|0.07740145376859547|0.005327541879815863|0.0007740145376859547|0.7740145376859547
152|2017|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|78000|14421.810000000003|355.511|0.4557833333333334|0.024057878961957987|0.004557833333333334|4.557833333333334
153|2018|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|79638|14743.59|730.0667|0.9167315854240438|0.04718126517567111|0.009167315854240438|9.167315854240437
154|2019|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|81658|14790.617999999997|836.8412000000001|1.0248122657914718|0.05354940872282042|0.010248122657914718|10.248122657914717
155|2020|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|83423|74401.582|1116.8100000000002|1.3387315248792302|0.014788582892495914|0.013387315248792301|13.387315248792302
156|2021|CENTRO ORIENTE|ANTIOQUIA-CALDAS|ANTIOQUIA|CALDAS|84734|17428.721999999998|1149.83|1.356987749899686|0.06189018390668983|0.01356987749899686|13.56987749899686
157|2016|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|129753|27686.224000000002|1823.7943250000003|1.4055893312678707|0.0618025480334906|0.014055893312678707|14.055893312678707
158|2017|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|132301|37191.194|7222.057076000001|5.458807625036848|0.1626104124564448|0.05458807625036848|54.58807625036848
159|2018|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|135465|37973.208|5699.489230000001|4.207351884250545|0.1305046308448488|0.04207351884250545|42.07351884250545
160|2019|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|139553|38028.122|7606.60336|5.450691393234112|0.166684543404032|0.05450691393234112|54.50691393234112
161|2020|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|142995|48092.4|8190.6|5.727892583656772|0.14552529182879378|0.05727892583656771|57.278925836567716
162|2021|CENTRO ORIENTE|ANTIOQUIA-RIONEGRO|ANTIOQUIA|RIONEGRO|145242|40417.62|8087.710000000001|5.568437504303163|0.16673858316189172|0.055684375043031635|55.684375043031636
163|2021|CENTRO ORIENTE|ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA-SAN ANDRES|ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA|SAN ANDRES|58316|21762.539999999997|63.1|0.1082035804924892|0.002891095060671761|0.001082035804924892|1.082035804924892
164|2016|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|7300918|1520333.2740000002|78560.8826|1.0760411581118976|0.04913451104672077|0.010760411581118977|10.760411581118976
165|2017|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|7337449|2257256.728|449489.5987099999|6.125965559828762|0.166062698330636|0.06125965559828762|61.259655598287615
166|2018|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|7412566|2427788.8499999996|778407.59701|10.501189426306626|0.24278225301382236|0.10501189426306626|105.01189426306625
167|2019|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|7592871|2051905.816|1047281.3275269998|13.792955622807233|0.3379212932379267|0.13792955622807232|137.92955622807233
168|2020|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|7743955|2394561.1|1372984.73|17.729761213746723|0.36442416149719403|0.17729761213746723|177.2976121374672
169|2021|CENTRO ORIENTE|BOGOTA, D.C.-BOGOTA, D.C.|BOGOTA, D.C.|BOGOTA, D.C.|7834167|2075374.9100000001|1175691.4800000002|15.007230251793205|0.3616325657379147|0.15007230251793205|150.07230251793206
170|2018|CENTRO ORIENTE|BOYACA-CHIQUINQUIRA|BOYACA|CHIQUINQUIRA|56054|3952.0|1.0828|0.0019317087094587362|0.00027391280546918973|1.9317087094587362e-05|0.019317087094587362
171|2019|CENTRO ORIENTE|BOYACA-CHIQUINQUIRA|BOYACA|CHIQUINQUIRA|57101|11756.960000000001|11.930000000000001|0.02089280397891456|0.001013689481335963|0.00020892803978914557|0.20892803978914556
172|2020|CENTRO ORIENTE|BOYACA-CHIQUINQUIRA|BOYACA|CHIQUINQUIRA|57935|12203.87|38.010000000000005|0.06560800897557609|0.00310491525811395|0.0006560800897557608|0.6560800897557608
173|2021|CENTRO ORIENTE|BOYACA-CHIQUINQUIRA|BOYACA|CHIQUINQUIRA|58356|11349.299999999997|420.69000000000005|0.7209027349372816|0.03574259621291098|0.007209027349372816|7.209027349372816
